Parallelism,Throughput,ThroughputStdErr,BusyTime,BusyTimeStdErr
0,0.0,0.0,,
1,31138.847488581734,1321.3786661492368,894.6986301369863,26.075389674576183
2,38732.53641974719,1893.9940032740274,737.3827160493827,9.608786685012092
3,62684.76285139735,2888.7695879824864,830.3658536585366,4.722337304747114
4,85717.83649787873,3306.6368575371016,668.6645569620254,9.323515106782517
5,87604.5379999851,3061.2879257889367,581.76,4.416935488674372
6,96484.32299998192,2693.0608768643865,499.35833333333335,4.7225677896434455
