Timestamp,"('flink_taskmanager_job_task_numRecordsInPerSecond', 0)","('flink_taskmanager_job_task_numRecordsInPerSecond', 1)","('flink_taskmanager_job_task_numRecordsInPerSecond', 2)","('flink_taskmanager_job_task_numRecordsInPerSecond', 3)","('flink_taskmanager_job_task_numRecordsInPerSecond', 4)","('flink_taskmanager_job_task_numRecordsInPerSecond', 5)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 0)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 1)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 2)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 3)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 4)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 5)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 2)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 1)",flink_jobmanager_job_lastCheckpointSize,flink_jobmanager_job_lastCheckpointDuration,Parallelism
95,32806.38333333,,,,,,999.0,,,,,,981.0,953.0,21679821.0,1990.0,1
100,33488.38333333,,,,,,1000.0,,,,,,1000.0,973.0,15711127.0,2771.0,1
105,32678.883333330003,,,,,,1000.0,,,,,,1000.0,983.0,15953714.0,1450.0,1
110,32828.2,,,,,,1000.0,,,,,,1000.0,985.0,21412282.0,3130.0,1
115,32645.433333330002,,,,,,1000.0,,,,,,1000.0,990.0,13410917.0,2478.0,1
120,33135.35,,,,,,1000.0,,,,,,976.0,973.0,10997130.0,1169.0,1
125,34108.25,,,,,,1000.0,,,,,,969.0,972.0,21557931.0,2153.0,1
130,33591.86666666,,,,,,1000.0,,,,,,973.0,979.0,15887256.0,2465.0,1
135,34129.03333333,,,,,,1000.0,,,,,,978.0,982.0,12227673.0,1290.0,1
140,34960.03333333,,,,,,1000.0,,,,,,987.0,993.0,18039669.0,2095.0,1
145,35248.3,,,,,,1000.0,,,,,,996.0,1000.0,22555473.0,2050.0,1
150,35390.85,,,,,,1000.0,,,,,,1000.0,1000.0,11725927.0,1238.0,1
155,36508.88333333,,,,,,1000.0,,,,,,1000.0,1000.0,17910735.0,2163.0,1
160,35866.11666666,,,,,,1000.0,,,,,,983.0,982.0,22291724.0,1872.0,1
165,36499.0,,,,,,1000.0,,,,,,981.0,978.0,12541443.0,1274.0,1
170,36816.91666666,,,,,,1000.0,,,,,,980.0,976.0,18218728.0,2102.0,1
175,37086.0,,,,,,1000.0,,,,,,980.0,976.0,23023865.0,1853.0,1
180,36597.0,,,,,,1000.0,,,,,,1000.0,997.0,11811730.0,1340.0,1
185,36683.2,,,,,,1000.0,,,,,,1000.0,1000.0,17752240.0,2062.0,1
190,37798.66666666,,,,,,1000.0,,,,,,1000.0,1000.0,22345446.0,1877.0,1
195,37229.41666666,,,,,,1000.0,,,,,,1000.0,1000.0,15648553.0,2559.0,1
200,37403.5,,,,,,1000.0,,,,,,1000.0,992.0,11788900.0,1393.0,1
205,37044.216666659995,,,,,,1000.0,,,,,,986.0,977.0,21096952.0,2148.0,1
210,36912.11666666,,,,,,1000.0,,,,,,981.0,965.0,14500064.0,1539.0,1
215,36766.58333333,,,,,,1000.0,,,,,,987.0,973.0,13603863.0,1576.0,1
220,37308.61666666,,,,,,1000.0,,,,,,999.0,980.0,19746143.0,2765.0,1
225,36716.733333330005,,,,,,1000.0,,,,,,1000.0,982.0,14887496.0,1453.0,1
230,36659.56666666,,,,,,1000.0,,,,,,1000.0,979.0,13535452.0,2071.0,1
235,37114.03333333,,,,,,1000.0,,,,,,1000.0,986.0,18409457.0,1389.0,1
240,36584.06666666,,,,,,1000.0,,,,,,995.0,963.0,22965440.0,2143.0,1
245,36897.58333333,,,,,,1000.0,,,,,,1000.0,964.0,13017735.0,1655.0,1
250,36821.41666666,,,,,,1000.0,,,,,,992.0,947.0,18546087.0,2671.0,1
255,36067.81666666,,,,,,1000.0,,,,,,996.0,950.0,18546087.0,2671.0,1
260,34375.76666666,,,,,,1000.0,,,,,,1000.0,1000.0,4690799.0,971.0,1
265,35382.25,,,,,,1000.0,,,,,,1000.0,1000.0,9340334.0,1366.0,1
270,35846.983333330005,,,,,,1000.0,,,,,,1000.0,1000.0,13472994.0,2173.0,1
275,36666.966666659995,,,,,,1000.0,,,,,,1000.0,1000.0,6711431.0,1092.0,1
280,37082.26666666,,,,,,1000.0,,,,,,1000.0,1000.0,12343868.0,1478.0,1
285,37884.5,,,,,,1000.0,,,,,,1000.0,1000.0,16450093.0,1579.0,1
290,36768.08333333,,,,,,1000.0,,,,,,1000.0,1000.0,7736094.0,1973.0,1
295,36748.88333333,,,,,,1000.0,,,,,,1000.0,1000.0,11427111.0,1273.0,1
300,37779.733333330005,,,,,,1000.0,,,,,,1000.0,1000.0,15362576.0,1689.0,1
305,36787.1,,,,,,1000.0,,,,,,1000.0,1000.0,7443985.0,1946.0,1
310,36989.05,,,,,,1000.0,,,,,,1000.0,1000.0,11128268.0,2085.0,1
315,38871.733333330005,,,,,,1000.0,,,,,,1000.0,1000.0,14977793.0,1308.0,1
320,40262.11666666,,,,,,1000.0,,,,,,975.0,973.0,8454463.0,1278.0,1
325,39963.28333333,,,,,,1000.0,,,,,,973.0,973.0,12544075.0,1550.0,1
330,40041.2,,,,,,1000.0,,,,,,970.0,973.0,16849753.0,2271.0,1
335,38661.13333333,,,,,,1000.0,,,,,,983.0,986.0,20605852.0,1749.0,1
340,38523.95,,,,,,1000.0,,,,,,993.0,996.0,13245055.0,1324.0,1
345,38333.216666659995,,,,,,1000.0,,,,,,1000.0,1000.0,17118075.0,2325.0,1
350,38945.05,,,,,,1000.0,,,,,,1000.0,1000.0,19903603.0,2002.0,1
355,38560.55,,,,,,1000.0,,,,,,1000.0,1000.0,8923103.0,1381.0,1
360,37956.58333333,,,,,,1000.0,,,,,,1000.0,1000.0,16840629.0,1380.0,1
365,38839.53333333,,,,,,1000.0,,,,,,999.0,1000.0,16840629.0,1380.0,1
370,38202.8,,,,,,1000.0,,,,,,1000.0,1000.0,7867180.0,1241.0,1
375,,,,,,,,,,,,,,,,,0
420,0.0,0.0,,,,,,1000.0,,,,,0.0,0.0,-1.0,-1.0,2
425,0.0,0.0,,,,,1000.0,1000.0,,,,,0.0,0.0,-1.0,-1.0,2
430,140.7666666666,100.7333333333,,,,,718.0,0.0,,,,,141.0,110.0,-1.0,-1.0,2
435,849.9,498.35,,,,,859.0,162.0,,,,,506.0,426.0,8659280.0,2535.0,2
440,1889.9166666666,1096.2666666666,,,,,906.0,239.0,,,,,645.0,573.0,11312260.0,2815.0,2
445,2386.2,1335.1166666666,,,,,930.0,206.0,,,,,767.0,702.0,10870382.0,4721.0,2
450,5658.56666667,3009.8,,,,,944.0,227.0,,,,,773.0,725.0,9639132.0,1774.0,2
455,9745.883333329999,5023.01666667,,,,,953.0,242.0,,,,,763.0,719.0,18350826.0,1820.0,2
460,12317.16666666,6219.116666670001,,,,,960.0,307.0,,,,,785.0,746.0,18350826.0,1820.0,2
465,12868.516666659998,6542.45,,,,,965.0,390.0,,,,,881.0,841.0,3643690.0,1029.0,2
470,15379.2,7715.35,,,,,969.0,407.0,,,,,891.0,859.0,9135396.0,1936.0,2
475,17750.483333329998,9001.61666666,,,,,972.0,414.0,,,,,899.0,858.0,8633207.0,1486.0,2
480,20980.266666659998,10544.46666666,,,,,975.0,429.0,,,,,895.0,857.0,8086585.0,1521.0,2
485,23643.516666659998,11958.7,,,,,977.0,435.0,,,,,897.0,863.0,17092880.0,1537.0,2
490,26305.583333330003,13169.5,,,,,1000.0,482.0,,,,,954.0,932.0,14810076.0,1520.0,2
495,29221.5,14427.383333329999,,,,,1000.0,493.0,,,,,944.0,932.0,9548900.0,1120.0,2
500,31568.91666666,15595.8,,,,,1000.0,497.0,,,,,938.0,932.0,18352363.0,1581.0,2
505,34781.36666666,17157.5,,,,,1000.0,524.0,,,,,922.0,916.0,26519637.0,2224.0,2
510,34320.716666659995,16825.78333333,,,,,1000.0,529.0,,,,,921.0,918.0,17418318.0,2103.0,2
515,33468.91666666,16397.13333333,,,,,1000.0,548.0,,,,,937.0,935.0,24690322.0,1533.0,2
520,34332.966666659995,16868.483333329998,,,,,1000.0,519.0,,,,,935.0,929.0,32667631.0,2267.0,2
525,36233.56666666,17801.66666666,,,,,1000.0,475.0,,,,,874.0,871.0,24522205.0,1421.0,2
530,37009.1,18257.7,,,,,1000.0,474.0,,,,,860.0,857.0,32539900.0,1909.0,2
535,38099.733333330005,18637.11666666,,,,,1000.0,471.0,,,,,859.0,852.0,41255439.0,2707.0,2
540,37082.5,18155.95,,,,,1000.0,472.0,,,,,853.0,856.0,47998415.0,3020.0,2
545,37896.716666659995,18423.8,,,,,1000.0,466.0,,,,,870.0,854.0,40021083.0,1721.0,2
550,38610.8,18650.266666659998,,,,,1000.0,460.0,,,,,876.0,857.0,48339672.0,2280.0,2
555,37755.45,18420.15,,,,,1000.0,458.0,,,,,883.0,866.0,55136654.0,2824.0,2
560,36349.08333333,17646.13333333,,,,,1000.0,465.0,,,,,882.0,864.0,38256787.0,1440.0,2
565,36321.91666666,17620.83333333,,,,,1000.0,472.0,,,,,867.0,854.0,54300093.0,2028.0,2
570,36622.466666659995,17741.65,,,,,1000.0,478.0,,,,,871.0,859.0,54300093.0,2028.0,2
575,35201.13333333,17117.41666666,,,,,1000.0,478.0,,,,,863.0,859.0,47386536.0,2739.0,2
580,34944.75,16992.91666666,,,,,1000.0,491.0,,,,,847.0,855.0,52886789.0,1822.0,2
585,35581.11666666,17271.316666659997,,,,,1000.0,491.0,,,,,839.0,854.0,62096221.0,2787.0,2
590,34110.06666666,16470.35,,,,,1000.0,490.0,,,,,839.0,855.0,61004746.0,2522.0,2
595,33286.91666666,15965.08333333,,,,,1000.0,493.0,,,,,827.0,861.0,62096958.0,2521.0,2
600,33358.4,16145.266666659998,,,,,1000.0,483.0,,,,,835.0,858.0,68489107.0,2169.0,2
605,32683.6,15820.283333329999,,,,,1000.0,494.0,,,,,805.0,842.0,76779345.0,4024.0,2
610,30747.316666659997,15141.883333329999,,,,,1000.0,497.0,,,,,803.0,841.0,63770967.0,4063.0,2
615,30369.65,14820.466666659999,,,,,1000.0,492.0,,,,,813.0,853.0,73296334.0,3063.0,2
620,30325.95,14757.883333329999,,,,,1000.0,483.0,,,,,818.0,855.0,78136024.0,3023.0,2
625,28467.28333333,13834.766666659998,,,,,1000.0,465.0,,,,,832.0,865.0,69539599.0,4568.0,2
630,27404.23333333,13380.06666666,,,,,1000.0,468.0,,,,,830.0,861.0,74647460.0,3849.0,2
635,27874.03333333,13423.55,,,,,1000.0,462.0,,,,,835.0,859.0,84145933.0,3925.0,2
640,25880.383333330003,12446.883333329999,,,,,1000.0,455.0,,,,,860.0,867.0,84145933.0,3925.0,2
645,24835.433333330002,11924.43333333,,,,,1000.0,446.0,,,,,875.0,860.0,81279904.0,3629.0,2
650,25370.65,12242.83333333,,,,,1000.0,438.0,,,,,875.0,855.0,85852169.0,3502.0,2
655,24511.516666659998,11929.93333333,,,,,1000.0,440.0,,,,,884.0,857.0,90550573.0,4154.0,2
660,23491.21666666,11161.16666666,,,,,1000.0,447.0,,,,,910.0,876.0,87022505.0,4786.0,2
665,20688.55,9804.06666666,,,,,1000.0,485.0,,,,,929.0,899.0,87022505.0,4786.0,2
670,19107.91666666,8944.46666666,,,,,1000.0,529.0,,,,,940.0,903.0,87022505.0,4786.0,2
675,16715.88333333,7840.5,,,,,1000.0,577.0,,,,,943.0,903.0,87022505.0,4786.0,2
680,14778.516666659998,6910.76666666,,,,,1000.0,625.0,,,,,952.0,914.0,87022505.0,4786.0,2
685,13183.283333329999,6168.4,,,,,1000.0,684.0,,,,,1000.0,1000.0,135589779.0,27704.0,2
690,11940.783333329999,5677.58333333,,,,,1000.0,689.0,,,,,1000.0,1000.0,5049434.0,1341.0,2
695,12171.85,5807.21666667,,,,,1000.0,689.0,,,,,1000.0,1000.0,7805461.0,1565.0,2
700,13484.516666659998,6490.983333329999,,,,,1000.0,695.0,,,,,1000.0,1000.0,8377927.0,1594.0,2
705,14067.383333329999,6723.433333329999,,,,,1000.0,711.0,,,,,1000.0,1000.0,7278438.0,1434.0,2
710,14640.616666659998,7158.933333329999,,,,,1000.0,732.0,,,,,1000.0,1000.0,12705286.0,1727.0,2
715,15954.43333333,7700.683333329999,,,,,1000.0,735.0,,,,,1000.0,1000.0,11762236.0,1365.0,2
720,17359.16666666,8615.98333333,,,,,1000.0,728.0,,,,,1000.0,1000.0,17113270.0,1987.0,2
725,20292.15,10045.633333329999,,,,,1000.0,684.0,,,,,1000.0,1000.0,17683726.0,1406.0,2
730,22820.53333333,11132.56666666,,,,,1000.0,640.0,,,,,1000.0,1000.0,8287629.0,1670.0,2
735,25211.03333333,12369.35,,,,,1000.0,594.0,,,,,1000.0,1000.0,13480522.0,1240.0,2
740,28965.96666666,14191.366666659998,,,,,1000.0,548.0,,,,,1000.0,1000.0,11591228.0,1320.0,2
745,32583.066666659997,15938.45,,,,,1000.0,505.0,,,,,884.0,895.0,15556882.0,1895.0,2
750,34813.9,16958.4,,,,,1000.0,499.0,,,,,866.0,875.0,22528497.0,1384.0,2
755,35491.216666659995,17399.78333333,,,,,1000.0,496.0,,,,,855.0,866.0,31366548.0,2501.0,2
760,36384.0,17818.45,,,,,1000.0,495.0,,,,,844.0,860.0,27985598.0,1649.0,2
765,38051.35,18625.46666666,,,,,1000.0,494.0,,,,,835.0,853.0,23142904.0,1512.0,2
770,38240.83333333,18485.15,,,,,1000.0,481.0,,,,,837.0,857.0,40601735.0,2622.0,2
775,37658.38333333,18364.53333333,,,,,1000.0,466.0,,,,,831.0,855.0,36224107.0,1835.0,2
780,38698.55,18809.35,,,,,1000.0,462.0,,,,,817.0,842.0,28895309.0,1222.0,2
785,39337.08333333,19032.6,,,,,1000.0,468.0,,,,,813.0,836.0,38216316.0,1798.0,2
790,39850.83333333,19305.71666666,,,,,1000.0,472.0,,,,,825.0,837.0,44767816.0,1735.0,2
795,39999.41666666,19500.03333333,,,,,1000.0,481.0,,,,,816.0,833.0,40552782.0,2545.0,2
800,39860.35,19459.316666659997,,,,,1000.0,479.0,,,,,818.0,837.0,47441015.0,1820.0,2
805,39051.2,19064.6,,,,,1000.0,478.0,,,,,818.0,833.0,53311274.0,1928.0,2
810,38623.3,18777.18333333,,,,,1000.0,492.0,,,,,818.0,834.0,49405770.0,2819.0,2
815,38463.06666666,0.0,,,,,1000.0,,,,,,823.0,839.0,55930117.0,2011.0,2
820,,0.0,,,,,,1000.0,,,,,,0.0,55930117.0,2011.0,1
825,2487.9666666666,1237.6333333333,,,,,1000.0,89.0,,,,,1000.0,1000.0,59137051.0,4218.0,2
830,4467.5,2114.9333333332997,,,,,973.0,190.0,,,,,998.0,904.0,56598249.0,3409.0,2
835,,,,,,,,,,,,,,,,,0
880,0.0,0.0,0.0,,,,,1000.0,,,,,0.0,0.0,-1.0,,3
885,0.0,0.0,0.0,,,,1000.0,1000.0,1000.0,,,,0.0,0.0,-1.0,-1.0,3
890,13.4,1.733333333333,1.233333333333,,,,1000.0,821.0,781.0,,,,144.0,160.0,-1.0,-1.0,3
895,13.4,1.733333333333,1.233333333333,,,,1000.0,881.0,854.0,,,,429.0,440.0,-1.0,-1.0,3
900,13.4,1.733333333333,55.5166666667,,,,1000.0,911.0,811.0,,,,572.0,897.0,-1.0,-1.0,3
905,118.8333333333,347.1666666666,200.4833333333,,,,1000.0,929.0,769.0,,,,1000.0,974.0,-1.0,-1.0,3
910,629.05,2321.95,662.0333333333,,,,1000.0,875.0,691.0,,,,1000.0,946.0,67341000.0,2527.0,3
915,1255.95,4569.16666667,1204.9,,,,1000.0,869.0,682.0,,,,995.0,940.0,5913063.0,1051.0,3
920,2334.25,8164.633333329999,2237.4,,,,1000.0,866.0,662.0,,,,974.0,924.0,7459957.0,1205.0,3
925,3750.35,14154.56666666,3550.48333333,,,,1000.0,872.0,648.0,,,,917.0,897.0,12944364.0,953.0,3
930,5004.13333333,18845.46666666,4800.88333333,,,,998.0,874.0,633.0,,,,873.0,882.0,22653965.0,1719.0,3
935,6025.53333333,21953.43333333,5774.53333333,,,,999.0,866.0,611.0,,,,854.0,885.0,16749729.0,1596.0,3
940,7501.0,26808.15,7053.383333329999,,,,999.0,869.0,598.0,,,,824.0,871.0,25480956.0,1688.0,3
945,9037.033333329999,31381.433333330002,8543.66666666,,,,993.0,860.0,555.0,,,,876.0,934.0,33423217.0,1935.0,3
950,10344.08333333,34010.38333333,9742.95,,,,977.0,890.0,545.0,,,,925.0,973.0,29179689.0,2724.0,3
955,11763.31666666,37505.5,11292.0,,,,956.0,890.0,504.0,,,,912.0,957.0,26427848.0,1823.0,3
960,13189.6,40067.5,12605.5,,,,939.0,890.0,494.0,,,,904.0,834.0,33681687.0,2084.0,3
965,14472.45,42541.55,13781.65,,,,907.0,890.0,480.0,,,,714.0,800.0,29406646.0,2222.0,3
970,15738.55,44295.83333333,14967.716666659999,,,,884.0,923.0,494.0,,,,727.0,799.0,15884384.0,1561.0,3
975,16313.0,45008.1,15642.3,,,,863.0,936.0,492.0,,,,738.0,791.0,30940399.0,1739.0,3
980,16313.0,43704.5,15736.81666666,,,,826.0,950.0,487.0,,,,746.0,793.0,25130446.0,2755.0,3
985,16589.21666666,40972.68333333,16046.116666659998,,,,826.0,956.0,479.0,,,,746.0,793.0,8507753.0,1427.0,3
990,16801.13333333,41086.68333333,17031.93333333,,,,799.0,965.0,475.0,,,,801.0,800.0,15323389.0,1317.0,3
995,17674.266666659998,41702.75,17652.766666659998,,,,781.0,983.0,484.0,,,,810.0,787.0,35313595.0,1818.0,3
1000,18496.93333333,41095.85,18149.63333333,,,,771.0,991.0,488.0,,,,826.0,784.0,23958021.0,1349.0,3
1005,18799.65,41350.93333333,18368.16666666,,,,771.0,998.0,490.0,,,,826.0,784.0,35169332.0,1520.0,3
1010,19781.516666659998,42950.25,19057.066666659997,,,,791.0,998.0,495.0,,,,804.0,782.0,48804545.0,2117.0,3
1015,19482.66666666,43335.83333333,18753.96666666,,,,812.0,997.0,507.0,,,,789.0,775.0,34585092.0,1128.0,3
1020,19482.66666666,45254.7,19146.46666666,,,,812.0,997.0,508.0,,,,767.0,769.0,50140796.0,1819.0,3
1025,19986.3,47580.75,19765.55,,,,829.0,990.0,518.0,,,,767.0,769.0,61229247.0,1818.0,3
1030,20575.86666666,47709.65,19723.88333333,,,,879.0,990.0,528.0,,,,719.0,728.0,76102023.0,2620.0,3
1035,20489.46666666,49287.1,20225.91666666,,,,879.0,989.0,529.0,,,,719.0,728.0,49501438.0,2219.0,3
1040,21031.65,51553.78333333,20417.13333333,,,,901.0,988.0,537.0,,,,695.0,718.0,73298723.0,1936.0,3
1045,21031.41666666,51430.4,20337.83333333,,,,935.0,986.0,551.0,,,,670.0,712.0,87191864.0,2321.0,3
1050,21094.233333329998,52234.18333333,20371.11666666,,,,958.0,985.0,556.0,,,,686.0,722.0,64672583.0,2218.0,3
1055,21330.3,52499.616666660004,20476.43333333,,,,960.0,984.0,563.0,,,,680.0,714.0,79019500.0,1992.0,3
1060,21428.86666666,51939.25,20273.233333329998,,,,963.0,982.0,580.0,,,,676.0,719.0,92441725.0,2292.0,3
1065,21126.233333329998,48380.21666666,19257.88333333,,,,963.0,985.0,599.0,,,,676.0,719.0,106296232.0,3319.0,3
1070,20041.33333333,44150.216666659995,17368.46666666,,,,963.0,985.0,641.0,,,,717.0,753.0,106296232.0,3319.0,3
1075,17917.316666659997,41510.1,16149.7,,,,963.0,980.0,641.0,,,,901.0,792.0,106296232.0,3319.0,3
1080,16796.93333333,40403.3,14925.06666666,,,,963.0,973.0,642.0,,,,900.0,1000.0,128990383.0,16764.0,3
1085,15546.966666659999,36751.716666659995,13762.616666659998,,,,954.0,980.0,660.0,,,,936.0,1000.0,142076248.0,3932.0,3
1090,14434.466666659999,36429.9,13726.16666666,,,,954.0,976.0,652.0,,,,951.0,1000.0,28455473.0,2028.0,3
1095,14301.06666666,35812.06666666,13531.0,,,,945.0,976.0,638.0,,,,951.0,1000.0,23604037.0,1487.0,3
1100,14142.7,35303.16666666,13889.6,,,,944.0,974.0,634.0,,,,955.0,1000.0,37840841.0,1619.0,3
1105,14663.31666666,35405.0,13846.516666659998,,,,941.0,976.0,626.0,,,,955.0,1000.0,49446553.0,2221.0,3
1110,14629.4,35526.51666666,14300.93333333,,,,943.0,977.0,630.0,,,,919.0,1000.0,41354990.0,1645.0,3
1115,14827.7,35819.2,14287.966666659999,,,,940.0,978.0,629.0,,,,915.0,1000.0,69132005.0,1936.0,3
1120,14827.7,36406.55,14164.033333329999,,,,940.0,980.0,621.0,,,,915.0,1000.0,82200457.0,2818.0,3
1125,14650.48333333,38102.25,13834.533333329999,,,,939.0,967.0,607.0,,,,901.0,1000.0,55666434.0,2808.0,3
1130,14401.68333333,43718.966666659995,15877.06666666,,,,941.0,967.0,566.0,,,,863.0,1000.0,61751181.0,1747.0,3
1135,16634.55,46945.0,17667.08333333,,,,935.0,971.0,568.0,,,,676.0,1000.0,77386308.0,2130.0,3
1140,18620.45,45700.56666666,18023.016666659998,,,,929.0,978.0,565.0,,,,676.0,1000.0,72080140.0,2047.0,3
1145,18675.7,49211.7,18856.93333333,,,,924.0,972.0,553.0,,,,680.0,780.0,74979263.0,1773.0,3
1150,19776.85,51141.66666666001,19361.3,,,,927.0,975.0,573.0,,,,680.0,780.0,89621090.0,2332.0,3
1155,20308.15,49242.16666666001,18917.3,,,,938.0,977.0,591.0,,,,644.0,771.0,102266907.0,2721.0,3
1160,19761.65,48742.766666660005,18428.983333329998,,,,939.0,975.0,589.0,,,,659.0,786.0,90752034.0,2345.0,3
1165,19138.1,50046.38333333,18961.66666666,,,,942.0,972.0,599.0,,,,666.0,787.0,105102952.0,2720.0,3
1170,19507.36666666,47286.68333333,17502.16666666,,,,952.0,968.0,605.0,,,,662.0,790.0,118154335.0,3755.0,3
1175,18155.566666659997,45977.56666666,16902.75,,,,963.0,969.0,600.0,,,,667.0,809.0,106484655.0,3119.0,3
1180,17535.733333329998,45298.08333333,16928.08333333,,,,969.0,967.0,599.0,,,,671.0,826.0,115649124.0,2611.0,3
1185,17776.266666659998,45576.3,17987.1,,,,964.0,979.0,601.0,,,,696.0,844.0,126290360.0,3320.0,3
1190,18759.066666659997,43118.6,17239.85,,,,951.0,979.0,594.0,,,,719.0,816.0,118591859.0,2877.0,3
1195,17911.16666666,41818.61666666,16786.733333329998,,,,943.0,971.0,585.0,,,,746.0,798.0,119074600.0,3420.0,3
1200,17501.766666659998,43078.966666659995,17020.05,,,,944.0,968.0,593.0,,,,741.0,799.0,129204853.0,3419.0,3
1205,17810.05,39886.83333333,16287.8,,,,951.0,973.0,601.0,,,,730.0,789.0,135101742.0,3821.0,3
1210,16147.266666659998,37815.45,15612.883333329999,,,,950.0,969.0,568.0,,,,760.0,821.0,136126903.0,4619.0,3
1215,16147.266666659998,39737.58333333,15769.8,,,,950.0,960.0,560.0,,,,760.0,821.0,144856130.0,3547.0,3
1220,16446.86666666,38180.25,15369.033333329999,,,,944.0,963.0,583.0,,,,731.0,804.0,153671692.0,4144.0,3
1225,16015.31666666,35800.13333333,14257.35,,,,946.0,962.0,587.0,,,,742.0,814.0,150720228.0,4155.0,3
1230,14952.9,35475.38333333,13625.66666666,,,,946.0,960.0,576.0,,,,758.0,830.0,151363589.0,3976.0,3
1235,14265.516666659998,35531.78333333,13858.85,,,,945.0,954.0,595.0,,,,773.0,823.0,162064443.0,4501.0,3
1240,14360.83333333,33592.45,13233.68333333,,,,945.0,955.0,589.0,,,,773.0,823.0,161061974.0,4157.0,3
1245,13909.5,34141.983333330005,12623.516666659998,,,,944.0,949.0,580.0,,,,797.0,840.0,154942201.0,4688.0,3
1250,13305.35,34029.966666659995,12646.133333329999,,,,954.0,950.0,586.0,,,,780.0,836.0,160484875.0,3308.0,3
1255,13268.2,32865.45,11952.73333333,,,,965.0,959.0,602.0,,,,778.0,834.0,169309414.0,4521.0,3
1260,12399.65,31516.516666659998,11963.366666659998,,,,970.0,962.0,584.0,,,,784.0,841.0,168059538.0,4474.0,3
1265,12656.533333329999,30734.6,11418.783333329999,,,,952.0,962.0,599.0,,,,816.0,854.0,161724865.0,4560.0,3
1270,11931.95,27339.86666666,10019.83333333,,,,960.0,968.0,653.0,,,,813.0,850.0,161724865.0,4560.0,3
1275,10400.61666666,23398.133333330003,8782.6,,,,960.0,977.0,691.0,,,,823.0,851.0,161724865.0,4560.0,3
1280,9062.35,21405.21666666,7994.85,,,,966.0,978.0,710.0,,,,867.0,877.0,161724865.0,4560.0,3
1285,8242.55,19245.15,7073.85,,,,966.0,982.0,737.0,,,,882.0,890.0,161724865.0,4560.0,3
1290,7278.78333333,16599.4,6441.116666670001,,,,968.0,987.0,780.0,,,,896.0,897.0,161724865.0,4560.0,3
1295,6512.55,,5181.1,,,,970.0,,739.0,,,,916.0,913.0,3177661.0,19519.0,2
1300,,,,,,,,,,,,,,,,,0
1345,0.0,0.0,,0.0,,,1000.0,1000.0,,,,,0.0,0.0,-1.0,-1.0,3
