Parallelism,region,"('Throughput_OUT', 'mean')","('Throughput_OUT', 'std')","('Throughput_IN', 'mean')","('Throughput_IN', 'std')",Predictions
1,1,106649.95158729794,8519.234302753566,106649.95343915049,8519.225177306165,
2,1,162721.33871794507,7623.351828936649,162064.5717948686,9399.392397173628,218354.0
