Timestamp,"('flink_taskmanager_job_task_numRecordsInPerSecond', 0)","('flink_taskmanager_job_task_numRecordsInPerSecond', 1)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 0)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 1)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 0)",flink_jobmanager_job_lastCheckpointSize,flink_jobmanager_job_lastCheckpointDuration,Parallelism
310,103523.83333333,,893.0,,495.0,,,1
315,103279.3,,891.0,,494.0,,,1
320,102963.73333332999,,895.0,,494.0,,,1
325,102815.45,,894.0,,493.0,,,1
330,102822.55,,894.0,,496.0,,,1
335,103081.43333333,,896.0,,498.0,,,1
340,103030.3,,892.0,,496.0,,,1
345,103000.96666666,,892.0,,499.0,,,1
350,102704.85,,890.0,,498.0,,,1
355,102708.08333333,,891.0,,499.0,,,1
360,102839.01666666,,891.0,,501.0,,,1
365,103200.03333333,,895.0,,502.0,,,1
370,105602.81666665999,,914.0,,511.0,,,1
375,105525.53333333,,912.0,,510.0,,,1
380,106044.23333332999,,913.0,,512.0,,,1
385,105966.41666665999,,910.0,,511.0,,,1
390,105922.55,,910.0,,509.0,,,1
395,105786.6,,909.0,,508.0,,,1
400,105995.31666665999,,912.0,,510.0,,,1
405,106054.1,,915.0,,509.0,,,1
410,106219.51666666,,914.0,,507.0,,,1
415,106287.55,,915.0,,506.0,,,1
420,106169.35,,913.0,,506.0,,,1
425,106351.56666665999,,914.0,,507.0,,,1
430,106370.01666666,,912.0,,506.0,,,1
435,106624.0,,915.0,,507.0,,,1
440,,,,,,,,0
490,0.0,0.0,,,0.0,,,2
495,0.0,0.0,1000.0,1000.0,0.0,,,2
500,402.5333333333,371.1833333333,567.0,188.0,0.0,,,2
505,3984.46666667,3763.33333333,704.0,249.0,14.0,,,2
510,9666.283333329999,9314.533333329999,753.0,315.0,33.0,,,2
515,14886.7,14659.65,769.0,359.0,37.0,,,2
520,19822.65,19559.46666666,785.0,370.0,34.0,,,2
525,24169.96666666,24169.96666666,795.0,378.0,53.0,,,2
530,29395.03333333,29125.75,795.0,384.0,50.0,,,2
535,34440.15,34061.93333333,799.0,388.0,46.0,,,2
540,41113.483333330005,40788.83333333,808.0,415.0,49.0,,,2
545,47619.05,47266.85,809.0,425.0,48.0,,,2
550,54655.733333330005,54289.733333330005,818.0,438.0,50.0,,,2
555,60038.6,60038.6,812.0,439.0,53.0,,,2
560,65561.78333333001,65412.06666666,833.0,459.0,62.0,,,2
565,69003.0,68894.78333333001,835.0,478.0,66.0,,,2
570,70181.41666666,70229.31666666,837.0,491.0,67.0,,,2
575,72081.05,71971.48333333,844.0,499.0,70.0,,,2
580,74454.2,74373.96666666001,848.0,512.0,75.0,,,2
585,77207.03333333001,76875.66666666,853.0,525.0,70.0,,,2
590,78797.56666666,78919.13333333,861.0,537.0,74.0,,,2
595,80593.1,80720.6,865.0,546.0,80.0,,,2
600,81187.58333333,81131.21666666001,868.0,542.0,84.0,,,2
605,81586.11666666,81584.71666666001,877.0,545.0,92.0,,,2
610,81528.25,81591.98333333,881.0,544.0,99.0,,,2
615,82902.68333333,82582.4,900.0,552.0,108.0,,,2
620,83917.96666666001,83794.26666666,910.0,562.0,111.0,,,2
625,83869.08333333,83904.46666666001,916.0,563.0,116.0,,,2
630,84058.35,83968.96666666001,921.0,560.0,120.0,,,2
635,83928.78333333001,83901.13333333,922.0,558.0,125.0,,,2
640,83612.61666666,83651.65,927.0,557.0,132.0,,,2
645,83259.48333333,83269.56666666,929.0,554.0,139.0,,,2
650,83309.3,83123.71666666001,934.0,552.0,140.0,,,2
655,83382.78333333001,83285.1,940.0,554.0,146.0,,,2
660,83046.76666666,83027.55,944.0,553.0,149.0,,,2
665,83095.43333333,83116.63333333,946.0,552.0,149.0,,,2
670,83222.63333333,83212.73333333,947.0,554.0,148.0,,,2
675,83056.1,83095.73333333,942.0,555.0,144.0,,,2
680,83088.63333333,83087.7,946.0,554.0,153.0,,,2
685,82977.55,82922.25,945.0,552.0,154.0,,,2
690,82917.25,83042.35,943.0,552.0,156.0,,,2
695,82908.8,82947.91666666,946.0,551.0,159.0,,,2
700,82968.2,82948.03333333001,944.0,552.0,157.0,,,2
705,83035.8,83052.38333333,946.0,552.0,159.0,,,2
710,83018.68333333,82988.23333333,949.0,551.0,169.0,,,2
715,83207.05,83158.15,947.0,552.0,167.0,,,2
720,83259.65,83339.95,947.0,552.0,165.0,,,2
725,83169.83333333,83109.81666666,944.0,551.0,162.0,,,2
730,82969.93333333,82990.31666666,944.0,549.0,162.0,,,2
735,83315.75,83224.56666666,947.0,549.0,163.0,,,2
740,83381.4,83372.46666666001,946.0,550.0,160.0,,,2
745,83123.95,83187.78333333001,948.0,548.0,162.0,,,2
750,83125.85,82973.26666666,952.0,548.0,165.0,,,2
755,83228.45,83191.5,952.0,550.0,162.0,,,2
760,83298.3,83323.45,954.0,550.0,166.0,,,2
765,83226.7,83163.78333333001,953.0,551.0,164.0,,,2
770,82823.58333333,82879.25,945.0,550.0,159.0,,,2
775,82770.8,82766.81666666,946.0,548.0,159.0,,,2
780,82969.68333333,82950.96666666001,942.0,552.0,154.0,,,2
785,83054.41666666,83011.41666666,941.0,552.0,159.0,,,2
790,82610.86666666,82696.68333333,942.0,550.0,160.0,,,2
795,82309.18333333,82379.48333333,941.0,549.0,160.0,,,2
800,82110.43333333,82110.66666666,939.0,548.0,155.0,,,2
805,82274.55,82218.46666666001,940.0,549.0,154.0,,,2
810,82167.9,82238.53333333001,939.0,549.0,149.0,,,2
815,82128.63333333,82185.41666666,940.0,549.0,148.0,,,2
820,82119.05,82076.4,940.0,549.0,143.0,,,2
1707943168,,,,,,-1.0,-1.0,0
1707943173,,,,,,-1.0,-1.0,0
1707943178,,,,,,-1.0,-1.0,0
1707943183,,,,,,-1.0,-1.0,0
1707943188,,,,,,-1.0,-1.0,0
1707943193,,,,,,-1.0,-1.0,0
1707943198,,,,,,-1.0,-1.0,0
1707943203,,,,,,1381.0,889.0,0
1707943208,,,,,,1381.0,889.0,0
1707943213,,,,,,1381.0,889.0,0
1707943218,,,,,,1381.0,889.0,0
1707943223,,,,,,1381.0,889.0,0
1707943228,,,,,,1381.0,889.0,0
1707943233,,,,,,1381.0,166.0,0
1707943238,,,,,,1381.0,166.0,0
1707943243,,,,,,1381.0,166.0,0
1707943248,,,,,,1381.0,166.0,0
1707943253,,,,,,1381.0,166.0,0
1707943258,,,,,,1381.0,166.0,0
1707943263,,,,,,1381.0,101.0,0
1707943268,,,,,,1381.0,101.0,0
1707943273,,,,,,1381.0,101.0,0
1707943278,,,,,,1381.0,101.0,0
1707943283,,,,,,1381.0,101.0,0
1707943288,,,,,,1381.0,101.0,0
1707943293,,,,,,1381.0,161.0,0
1707943298,,,,,,1381.0,161.0,0
1707943303,,,,,,1381.0,161.0,0
1707943308,,,,,,1381.0,161.0,0
1707943313,,,,,,1381.0,161.0,0
1707943318,,,,,,1381.0,161.0,0
1707943323,,,,,,1381.0,105.0,0
1707943328,,,,,,1381.0,105.0,0
1707943333,,,,,,1381.0,105.0,0
1707943338,,,,,,1381.0,105.0,0
1707943343,,,,,,1381.0,105.0,0
1707943348,,,,,,1381.0,105.0,0
1707943353,,,,,,1381.0,99.0,0
1707943358,,,,,,1381.0,99.0,0
1707943363,,,,,,1381.0,99.0,0
1707943368,,,,,,1381.0,99.0,0
1707943373,,,,,,1381.0,99.0,0
1707943378,,,,,,1381.0,99.0,0
1707943383,,,,,,1381.0,99.0,0
1707943388,,,,,,1381.0,99.0,0
1707943393,,,,,,1381.0,99.0,0
1707943398,,,,,,1381.0,99.0,0
1707943403,,,,,,1381.0,99.0,0
1707943408,,,,,,1381.0,99.0,0
1707943413,,,,,,1381.0,59.0,0
1707943418,,,,,,1381.0,59.0,0
1707943423,,,,,,1381.0,59.0,0
1707943428,,,,,,1381.0,59.0,0
1707943433,,,,,,1381.0,59.0,0
1707943438,,,,,,1381.0,59.0,0
1707943443,,,,,,1381.0,99.0,0
1707943448,,,,,,1381.0,99.0,0
1707943453,,,,,,1381.0,99.0,0
1707943458,,,,,,1381.0,99.0,0
1707943463,,,,,,1381.0,99.0,0
1707943468,,,,,,1381.0,99.0,0
1707943473,,,,,,1381.0,11.0,0
1707943478,,,,,,1381.0,11.0,0
1707943483,,,,,,1381.0,11.0,0
1707943488,,,,,,1381.0,11.0,0
1707943493,,,,,,1381.0,11.0,0
1707943498,,,,,,1381.0,11.0,0
1707943503,,,,,,1381.0,95.0,0
1707943508,,,,,,1381.0,95.0,0
1707943513,,,,,,1381.0,95.0,0
1707943518,,,,,,1381.0,95.0,0
1707943523,,,,,,1381.0,95.0,0
1707943528,,,,,,1381.0,95.0,0
1707943533,,,,,,1381.0,106.0,0
1707943538,,,,,,1381.0,106.0,0
1707943543,,,,,,1381.0,106.0,0
1707943548,,,,,,1381.0,106.0,0
1707943553,,,,,,1381.0,106.0,0
1707943558,,,,,,1381.0,106.0,0
1707943563,,,,,,1381.0,93.0,0
1707943568,,,,,,1381.0,93.0,0
1707943573,,,,,,1381.0,93.0,0
1707943578,,,,,,1381.0,93.0,0
1707943583,,,,,,1381.0,93.0,0
1707943588,,,,,,1381.0,93.0,0
1707943593,,,,,,1381.0,105.0,0
1707943598,,,,,,1381.0,105.0,0
1707943603,,,,,,1381.0,105.0,0
1707943608,,,,,,1381.0,105.0,0
1707943613,,,,,,,,0
1707943663,,,,,,-1.0,-1.0,0
1707943668,,,,,,-1.0,-1.0,0
1707943673,,,,,,-1.0,-1.0,0
1707943678,,,,,,-1.0,-1.0,0
1707943683,,,,,,-1.0,-1.0,0
1707943688,,,,,,-1.0,-1.0,0
1707943693,,,,,,1381.0,232.0,0
1707943698,,,,,,1381.0,232.0,0
1707943703,,,,,,1381.0,232.0,0
1707943708,,,,,,1381.0,232.0,0
1707943713,,,,,,1381.0,232.0,0
1707943718,,,,,,1381.0,232.0,0
1707943723,,,,,,1381.0,54.0,0
1707943728,,,,,,1381.0,54.0,0
1707943733,,,,,,1381.0,54.0,0
1707943738,,,,,,1381.0,54.0,0
1707943743,,,,,,1381.0,54.0,0
1707943748,,,,,,1381.0,54.0,0
1707943753,,,,,,1381.0,69.0,0
1707943758,,,,,,1381.0,69.0,0
1707943763,,,,,,1381.0,69.0,0
1707943768,,,,,,1381.0,69.0,0
1707943773,,,,,,1381.0,69.0,0
1707943778,,,,,,1381.0,69.0,0
1707943783,,,,,,1381.0,48.0,0
1707943788,,,,,,1381.0,48.0,0
1707943793,,,,,,1381.0,48.0,0
1707943798,,,,,,1381.0,48.0,0
1707943803,,,,,,1381.0,48.0,0
1707943808,,,,,,1381.0,48.0,0
1707943813,,,,,,1381.0,71.0,0
1707943818,,,,,,1381.0,71.0,0
1707943823,,,,,,1381.0,71.0,0
1707943828,,,,,,1381.0,71.0,0
1707943833,,,,,,1381.0,71.0,0
1707943838,,,,,,1381.0,71.0,0
1707943843,,,,,,1381.0,127.0,0
1707943848,,,,,,1381.0,127.0,0
1707943853,,,,,,1381.0,127.0,0
1707943858,,,,,,1381.0,127.0,0
1707943863,,,,,,1381.0,127.0,0
1707943868,,,,,,1381.0,127.0,0
1707943873,,,,,,1381.0,73.0,0
1707943878,,,,,,1381.0,73.0,0
1707943883,,,,,,1381.0,73.0,0
1707943888,,,,,,1381.0,73.0,0
1707943893,,,,,,1381.0,73.0,0
1707943898,,,,,,1381.0,73.0,0
1707943903,,,,,,1381.0,69.0,0
1707943908,,,,,,1381.0,69.0,0
1707943913,,,,,,1381.0,69.0,0
1707943918,,,,,,1381.0,69.0,0
1707943923,,,,,,1381.0,69.0,0
1707943928,,,,,,1381.0,69.0,0
1707943933,,,,,,1381.0,55.0,0
1707943938,,,,,,1381.0,55.0,0
1707943943,,,,,,1381.0,55.0,0
1707943948,,,,,,1381.0,55.0,0
1707943953,,,,,,1381.0,55.0,0
1707943958,,,,,,1381.0,55.0,0
1707943963,,,,,,1381.0,45.0,0
1707943968,,,,,,1381.0,45.0,0
1707943973,,,,,,1381.0,45.0,0
1707943978,,,,,,1381.0,45.0,0
1707943983,,,,,,1381.0,45.0,0
1707943988,,,,,,1381.0,45.0,0
