,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timestamp,,,,,,,,,,,,,,,
1737202015000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6326.0,0.0,6326.0,-9.223372036854775e+18,-9.223372036854775e+18
1737202020000,9.0,20.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,197604000.0,108.0,1.0,-9.223372036854775e+18,-9.223372036854775e+18
1737202025000,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,16.0,26823000.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737202030000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,151.0,120.0,2.0,-9.223372036854775e+18,-9.223372036854775e+18
1737202035000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,108369000.0,125.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737202040000,9.0,19.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,9.0,131.0,201.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737202045000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,72603000.0,154.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737202050000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,6534000.0,154.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737202055000,9.0,19.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,9.0,2.0,248.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737202060000,9.0,19.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,9.0,13.0,251.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737202065000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,9972000.0,183.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737202070000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2304000.0,183.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737202075000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2304000.0,183.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737202080000,9.0,19.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,9.0,11.0,251.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737202085000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,7812000.0,251.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737202090000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2304000.0,251.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737202095000,9.0,19.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,9.0,4.0,335.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737202100000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,135.0,154.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737202105000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2304000.0,154.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737202110000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,1.0,252.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737202115000,9.0,19.0,0.0,0.0,0.0,9.0,0.0,0.0,8.0,9.0,7.0,402.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737202120000,9.0,19.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,1.0,1.0,125.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737202125000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,125.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737202130000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,125.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
