,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks
,0,1,2,3
Timestamp,,,,
1737805940000,32070.933333330002,31784.583333330003,31427.1,
1737805945000,31611.9,31395.816666659997,30833.316666659997,
1737805950000,31886.36666666,31594.2,31283.95,
1737805955000,32587.5,31222.73333333,31868.633333330003,
1737805960000,32367.71666666,31800.083333330003,31680.3,
1737805965000,32738.96666666,31874.36666666,31858.95,
1737805970000,31285.383333330003,31607.583333330003,30616.816666659997,
1737805975000,32111.516666659998,33115.88333333,31487.0,
1737805980000,33659.8,31157.23333333,32997.11666666,
1737805985000,32423.3,26564.333333330003,32050.2,
1737805990000,,,,
1737806010000,,0.0,,
1737806015000,0.0,2569.9833333333,0.0,0.0
1737806020000,0.0,8494.56666666,0.0,0.0
1737806025000,6763.26666666,10038.66666666,8174.56666666,6991.58333333
1737806030000,10065.81666666,13221.2,10075.58333333,9988.01666666
1737806035000,12054.73333333,15675.58333333,13237.61666666,12306.63333333
1737806040000,14690.18333333,17783.98333333,14731.75,14525.18333333
1737806045000,17846.81666666,20446.5,17825.71666666,17691.33333333
1737806050000,19013.31666666,22032.51666666,19701.03333333,18808.81666666
1737806055000,21958.78333333,23422.6,21894.71666666,21717.43333333
1737806060000,22627.11666666,29486.55,22815.41666666,22384.98333333
1737806065000,27482.66666666,32561.65,28846.73333333,27518.88333333
1737806070000,32403.56666666,34587.33333333,32652.55,32284.83333333
1737806075000,33839.45,33824.45,34136.23333333,33456.85
1737806080000,36231.18333333,30850.61666666,36484.1,35967.56666666
1737806085000,31404.7,30762.65,30928.75,30754.98333333
1737806090000,30960.0,30559.38333333,30827.33333333,30582.61666666
1737806095000,30665.55,29573.7,30578.11666666,30091.93333333
1737806100000,30778.3,30211.61666666,30594.65,30455.85
1737806105000,29809.35,29790.58333333,30288.73333333,29671.63333333
1737806110000,30861.35,30525.71666666,30265.0,30525.63333333
1737806115000,30508.16666666,32150.4,30805.61666666,30386.75
1737806120000,31536.88333333,27379.45,32474.66666666,31422.21666666
1737806125000,29674.46666666,25533.01666666,28146.05,29018.88333333
1737806130000,25232.1,29367.4,25345.05,25043.36666666
1737806135000,29055.96666666,30320.03333333,29749.63333333,28763.33333333
1737806140000,30869.16666666,30349.4,30391.66666666,30388.03333333
1737806145000,30322.13333333,30741.71666666,30758.18333333,30250.05
1737806150000,30672.56666666,30215.43333333,30567.4,30342.21666666
1737806155000,31467.48333333,31844.61666666,30372.28333333,31192.51666666
1737806160000,30884.55,30635.53333333,31339.93333333,30523.71666666
1737806165000,31415.13333333,31385.31666666,30702.9,30828.9
1737806170000,30921.11666666,30767.76666666,31839.31666666,30442.18333333
1737806175000,30918.25,30614.6,30561.35,30346.45
1737806180000,31300.95,31687.41666666,31102.36666666,30957.01666666
1737806185000,30907.41666666,32441.68333333,31105.18333333,30558.18333333
1737806190000,33389.01666666,28594.8,32740.75,32708.38333333
1737806195000,29542.78333333,27821.66666666,28870.08333333,29193.2
1737806200000,26753.78333333,30396.35,27882.41666666,26675.33333333
1737806205000,30459.38333333,30695.85,29852.76666666,30109.35
1737806210000,30250.08333333,30421.1,30393.5,29926.5
1737806215000,30826.65,30343.6,30476.01666666,30256.83333333
1737806220000,30332.43333333,30292.81666666,31028.65,30010.35
1737806225000,30453.38333333,29971.28333333,30366.96666666,30140.98333333
1737806230000,31418.1,30952.06666666,30106.63333333,31232.3
1737806235000,30378.5,29577.33333333,30889.75,30071.51666666
1737806240000,30933.51666666,30189.41666666,29645.85,30360.86666666
1737806245000,30386.66666666,30571.683333330002,30941.35,30255.75
1737806250000,30085.23333333,30375.16666666,30162.21666666,29754.566666659997
1737806255000,31161.333333330003,31379.23333333,30463.46666666,30845.0
1737806260000,,,,
