Timestamp,flink_jobmanager_job_lastCheckpointSize
0,-1.0
5,-1.0
10,814958.0
15,1211251.0
20,4122331.0
25,5277889.0
30,8633523.0
35,23078407.0
40,32335970.0
45,11325801.0
50,27494738.0
55,27494738.0
60,10703250.0
65,10703250.0
70,21694763.0
75,21694763.0
80,10266117.0
85,17930224.0
90,17930224.0
95,10955705.0
100,10955705.0
105,10955705.0
110,19989526.0
115,23630877.0
120,24404443.0
125,24404443.0
130,22958716.0
135,22958716.0
140,26850011.0
145,26850011.0
150,21033182.0
155,21033182.0
160,22529086.0
165,31799796.0
170,29550551.0
175,22239612.0
180,31609912.0
185,30823390.0
190,24001575.0
195,24001575.0
200,28912224.0
205,28912224.0
210,26582716.0
215,26582716.0
220,33327138.0
225,33327138.0
230,26310695.0
235,26310695.0
240,23575858.0
245,
270,-1.0
275,11884121.0
280,36713257.0
285,33994375.0
290,24537570.0
295,35333605.0
300,40152799.0
305,21818838.0
310,42552501.0
315,44095817.0
320,34641885.0
325,29899425.0
330,33433995.0
335,22597727.0
340,22597727.0
345,35513748.0
350,44076327.0
355,23677248.0
360,35127957.0
365,44177066.0
370,22917548.0
375,35263483.0
380,34838598.0
385,27743861.0
390,27743861.0
395,35307607.0
400,39022050.0
405,27086630.0
410,36012881.0
415,37258748.0
420,31983854.0
425,29557178.0
430,40123618.0
435,25434939.0
440,28343214.0
445,46188284.0
450,31947146.0
455,26910233.0
460,26628393.0
465,13212803.0
470,16144158.0
475,21086830.0
480,26585638.0
485,14556848.0
490,20146405.0
495,22079884.0
500,14299951.0
505,20232467.0
510,23680986.0
515,
540,-1.0
545,19388391.0
550,58354817.0
555,58354817.0
560,21269988.0
565,32653876.0
570,39584828.0
575,39584828.0
580,41407864.0
585,64382959.0
590,63917593.0
595,43775999.0
600,55132866.0
605,49221938.0
610,29342978.0
615,52780249.0
620,52813509.0
625,28027772.0
630,45208666.0
635,49522269.0
640,19673766.0
645,33349031.0
650,56382103.0
655,19640911.0
660,32001065.0
665,44541910.0
670,24169360.0
675,24169360.0
680,53770564.0
685,41674239.0
690,39188981.0
695,39188981.0
700,44207780.0
705,17932512.0
710,52209131.0
715,45524615.0
720,26395424.0
725,36037677.0
730,48290598.0
735,40114156.0
740,30737382.0
745,41682791.0
750,38734398.0
755,27885390.0
760,50190725.0
765,39456176.0
770,40094593.0
775,40094593.0
780,44038480.0
785,
805,-1.0
810,-1.0
815,34561508.0
820,47185069.0
825,40480469.0
830,40987351.0
