,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737228630000,1000.0
1737228635000,378.0
1737228640000,326.0
1737228645000,277.0
1737228650000,454.0
1737228655000,563.0
1737228660000,636.0
1737228665000,688.0
1737228670000,727.0
1737228675000,757.0
1737228680000,782.0
1737228685000,801.0
1737228690000,818.0
1737228695000,870.0
1737228700000,930.0
1737228705000,999.0
1737228710000,1000.0
1737228715000,1000.0
1737228720000,1000.0
1737228725000,1000.0
1737228730000,1000.0
1737228735000,1000.0
1737228740000,1000.0
1737228745000,1000.0
1737228750000,1000.0
1737228755000,1000.0
1737228760000,1000.0
1737228765000,1000.0
1737228770000,1000.0
1737228775000,1000.0
1737228780000,1000.0
1737228785000,1000.0
1737228790000,1000.0
1737228795000,1000.0
1737228800000,1000.0
1737228805000,1000.0
1737228810000,1000.0
1737228815000,1000.0
1737228820000,1000.0
1737228825000,1000.0
1737228830000,1000.0
1737228835000,1000.0
1737228840000,1000.0
1737228845000,1000.0
1737228850000,1000.0
1737228855000,1000.0
1737228860000,1000.0
1737228865000,1000.0
1737228870000,
