,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
1737803505000,1.0,2.0,20.0,20.0,,0.0,0.0,0.0,3.0,0.0,1.0,1.0,,0.0,1.0,1.0,0.0,70.0,9.0,19.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803510000,9.0,19.0,19.0,0.0,,1.0,0.0,0.0,11.0,1.0,1.0,1.0,,0.0,9.0,9.0,0.0,47.0,10.0,24.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803515000,9.0,20.0,18.0,0.0,,1.0,0.0,0.0,12.0,1.0,1.0,0.0,,0.0,9.0,9.0,2592000.0,10.0,10.0,25.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803520000,9.0,20.0,0.0,15.0,,1.0,0.0,0.0,13.0,1.0,0.0,1.0,,0.0,9.0,9.0,2304000.0,47.0,1263.0,21.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803525000,1.0,3.0,1.0,0.0,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,82.0,9.0,20.0,,277.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803530000,1.0,2.0,6.0,20.0,,1.0,0.0,0.0,3.0,1.0,1.0,1.0,,0.0,1.0,1.0,0.0,34.0,70.0,50.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803535000,9.0,19.0,19.0,10.0,,1.0,0.0,0.0,12.0,1.0,1.0,0.0,,0.0,9.0,9.0,3897000.0,585.0,431.0,2477.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803540000,9.0,20.0,19.0,0.0,,1.0,0.0,0.0,12.0,1.0,1.0,0.0,,0.0,9.0,9.0,2304000.0,27.0,33.0,30.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803545000,9.0,20.0,1.0,20.0,,1.0,0.0,0.0,12.0,1.0,0.0,1.0,,0.0,9.0,9.0,2304000.0,70.0,10.0,50.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803550000,9.0,19.0,0.0,19.0,,1.0,0.0,0.0,12.0,1.0,0.0,1.0,,0.0,9.0,9.0,2304000.0,26.0,67.0,50.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803555000,9.0,18.0,18.0,19.0,,0.0,0.0,0.0,12.0,0.0,1.0,1.0,,0.0,9.0,9.0,1.0,452.0,9.0,83.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803560000,9.0,20.0,17.0,19.0,,1.0,0.0,0.0,12.0,1.0,1.0,1.0,,0.0,9.0,9.0,0.0,20.0,74.0,19.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803565000,9.0,20.0,17.0,0.0,,2.0,0.0,0.0,12.0,1.0,1.0,0.0,,0.0,9.0,9.0,2871000.0,80.0,10.0,20.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803570000,9.0,19.0,18.0,0.0,,1.0,0.0,0.0,11.0,1.0,1.0,0.0,,0.0,9.0,9.0,2313000.0,105.0,10.0,10.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803575000,9.0,19.0,0.0,19.0,,1.0,0.0,0.0,11.0,2.0,0.0,1.0,,0.0,9.0,9.0,2304000.0,83.0,10.0,75.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803580000,1.0,2.0,19.0,18.0,,0.0,0.0,0.0,3.0,0.0,1.0,1.0,,0.0,1.0,1.0,0.0,9.0,10.0,30.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803585000,9.0,20.0,17.0,19.0,,1.0,0.0,0.0,12.0,1.0,1.0,1.0,,0.0,9.0,9.0,2934000.0,13.0,52.0,10.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803590000,9.0,19.0,1.0,0.0,,0.0,0.0,0.0,11.0,0.0,0.0,0.0,,0.0,9.0,9.0,4617000.0,186.0,50.0,74.0,,227.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803595000,9.0,19.0,18.0,2.0,,4.0,0.0,0.0,11.0,2.0,1.0,0.0,,0.0,9.0,9.0,7938000.0,20.0,89.0,403.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803600000,9.0,19.0,0.0,19.0,,1.0,0.0,0.0,11.0,2.0,0.0,1.0,,0.0,9.0,9.0,2421000.0,31.0,26949.0,48.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803605000,9.0,18.0,0.0,19.0,,4.0,0.0,0.0,13.0,2.0,0.0,1.0,,0.0,9.0,9.0,2304000.0,197.0,70.0,49.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803610000,1.0,2.0,19.0,19.0,,1.0,0.0,0.0,3.0,1.0,1.0,1.0,,0.0,1.0,1.0,0.0,38.0,47.0,2079.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803615000,9.0,19.0,19.0,19.0,,1.0,0.0,0.0,11.0,1.0,1.0,1.0,,0.0,9.0,9.0,0.0,109.0,11.0,251.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803620000,9.0,19.0,19.0,0.0,,1.0,0.0,0.0,11.0,1.0,1.0,0.0,,0.0,9.0,9.0,2376000.0,124.0,10.0,10.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803625000,9.0,19.0,2.0,19.0,,1.0,0.0,0.0,11.0,1.0,0.0,1.0,,0.0,9.0,9.0,2304000.0,9.0,28.0,10.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803630000,9.0,18.0,18.0,19.0,,1.0,0.0,0.0,11.0,1.0,1.0,1.0,,0.0,1.0,1.0,0.0,2481.0,67.0,11.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803635000,1.0,2.0,19.0,19.0,,0.0,0.0,0.0,3.0,0.0,1.0,1.0,,0.0,1.0,1.0,0.0,127.0,61.0,33.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803640000,9.0,20.0,20.0,0.0,,1.0,0.0,0.0,12.0,1.0,1.0,1.0,,0.0,9.0,9.0,3222000.0,20.0,63.0,1594.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803645000,9.0,20.0,18.0,2.0,,1.0,0.0,0.0,12.0,1.0,1.0,1.0,,0.0,9.0,9.0,2304000.0,47.0,38.0,40.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803650000,9.0,19.0,0.0,19.0,,1.0,0.0,0.0,11.0,1.0,0.0,1.0,,0.0,9.0,9.0,2304000.0,55.0,91.0,43.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803655000,9.0,14.0,19.0,19.0,,0.0,0.0,0.0,7.0,0.0,1.0,1.0,,0.0,1.0,4.0,0.0,247.0,52.0,53.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803660000,9.0,19.0,7.0,0.0,,0.0,0.0,0.0,12.0,0.0,0.0,0.0,,0.0,9.0,9.0,2376000.0,31.0,61.0,56.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803665000,9.0,18.0,19.0,0.0,,2.0,0.0,0.0,11.0,2.0,2.0,0.0,,0.0,9.0,9.0,3024000.0,63.0,21.0,10.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803670000,1.0,4.0,19.0,19.0,,0.0,0.0,0.0,3.0,0.0,1.0,1.0,,0.0,1.0,1.0,0.0,58.0,537.0,52.0,,1397.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803675000,0.0,5.0,0.0,19.0,,1.0,0.0,0.0,2.0,1.0,0.0,1.0,,0.0,0.0,0.0,1.0,5919.0,25101000.0,1728.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803680000,,,,,,,,,,,,,,,,,,,,,,,,
1737803705000,9.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,404.0,895.0,719.0,1171.0,14.0,8067000.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803710000,9.0,19.0,19.0,19.0,19.0,1.0,0.0,0.0,14.0,1.0,1.0,1.0,1.0,0.0,9.0,9.0,126459000.0,13.0,10.0,27.0,28.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803715000,9.0,12.0,1.0,1.0,16.0,1.0,0.0,0.0,17.0,1.0,0.0,0.0,1.0,0.0,9.0,9.0,102456000.0,13.0,28.0,352.0,24.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803720000,9.0,20.0,19.0,19.0,19.0,1.0,0.0,0.0,13.0,1.0,1.0,1.0,1.0,0.0,9.0,3.0,46782000.0,6522.0,29.0,29.0,67.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803725000,9.0,19.0,19.0,0.0,19.0,1.0,0.0,0.0,13.0,1.0,1.0,0.0,1.0,0.0,9.0,9.0,55494000.0,102.0,33.0,1888.0,37.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803730000,9.0,19.0,19.0,19.0,2.0,1.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,13.0,74.0,22.0,13.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803735000,9.0,22.0,19.0,15.0,19.0,1.0,0.0,0.0,14.0,1.0,1.0,1.0,1.0,0.0,9.0,9.0,24696000.0,68.0,13.0,50.0,13.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803740000,9.0,20.0,0.0,20.0,19.0,1.0,0.0,0.0,14.0,1.0,0.0,1.0,1.0,0.0,9.0,9.0,1.0,13.0,15.0,13.0,27.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803745000,4.0,3.0,17.0,19.0,19.0,1.0,0.0,0.0,9.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,4.0,4691.0,13.0,43.0,13.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803750000,9.0,19.0,7.0,2.0,19.0,1.0,0.0,0.0,13.0,1.0,2.0,0.0,1.0,0.0,9.0,9.0,6606000.0,67.0,13.0,38.0,16.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803755000,3.0,5.0,19.0,19.0,17.0,0.0,0.0,0.0,7.0,0.0,1.0,1.0,1.0,0.0,10.0,2.0,0.0,19.0,26.0,14.0,7035.0,1.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803760000,9.0,19.0,19.0,15.0,19.0,1.0,0.0,0.0,16.0,1.0,1.0,1.0,1.0,0.0,9.0,9.0,2304000.0,259.0,13.0,13.0,13.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803765000,9.0,19.0,5.0,19.0,0.0,1.0,0.0,0.0,13.0,2.0,1.0,1.0,0.0,0.0,9.0,9.0,0.0,46.0,296470000.0,16.0,25.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803770000,9.0,20.0,19.0,19.0,19.0,1.0,0.0,0.0,14.0,1.0,1.0,1.0,1.0,0.0,9.0,9.0,2304000.0,33.0,12.0,26.0,13.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803775000,9.0,19.0,11.0,19.0,20.0,1.0,0.0,0.0,14.0,1.0,1.0,1.0,1.0,0.0,9.0,9.0,3897000.0,310.0,61.0,36.0,27.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803780000,1.0,2.0,19.0,19.0,19.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,1.0,0.0,8.0,7.0,0.0,20.0,61.0,13.0,26.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803785000,9.0,19.0,1.0,0.0,19.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1.0,0.0,9.0,9.0,2871000.0,67.0,27.0,39.0,26.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803790000,10.0,2.0,19.0,19.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,6.0,9.0,0.0,13.0,63.0,37.0,19792.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803795000,9.0,19.0,17.0,19.0,0.0,1.0,0.0,0.0,13.0,1.0,1.0,1.0,1.0,0.0,9.0,9.0,2304000.0,67.0,35.0,38.0,15.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803800000,10.0,9.0,23.0,19.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,5058000.0,735.0,296470000.0,718.0,607.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803805000,9.0,20.0,10.0,10.0,9.0,1.0,0.0,0.0,13.0,1.0,1.0,1.0,1.0,0.0,9.0,9.0,7182000.0,13.0,75.0,59.0,13.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803810000,9.0,19.0,0.0,0.0,19.0,1.0,0.0,0.0,13.0,2.0,0.0,0.0,1.0,0.0,9.0,9.0,4707000.0,13.0,40.0,3489.0,14.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803815000,10.0,8.0,20.0,20.0,18.0,0.0,0.0,0.0,13.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,166.0,13.0,23.0,46819.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803820000,9.0,20.0,19.0,19.0,19.0,1.0,0.0,0.0,13.0,1.0,1.0,1.0,1.0,0.0,9.0,9.0,2376000.0,13.0,13.0,40.0,13.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803825000,9.0,20.0,0.0,19.0,2.0,1.0,0.0,0.0,13.0,1.0,0.0,1.0,1.0,0.0,9.0,9.0,0.0,29.0,1604.0,73.0,13.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803830000,9.0,20.0,19.0,19.0,19.0,1.0,0.0,0.0,13.0,1.0,1.0,1.0,1.0,0.0,9.0,9.0,2304000.0,13.0,13.0,16.0,14.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803835000,9.0,17.0,2.0,0.0,19.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1.0,0.0,9.0,9.0,2907000.0,43.0,23.0,117.0,62.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803840000,2.0,2.0,19.0,19.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,7.0,2.0,0.0,73.0,14.0,26.0,296470000.0,409.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803845000,9.0,19.0,19.0,0.0,19.0,1.0,0.0,0.0,13.0,1.0,1.0,0.0,1.0,0.0,9.0,9.0,2844000.0,13.0,18.0,15.0,20.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803850000,9.0,20.0,0.0,0.0,19.0,1.0,0.0,0.0,13.0,1.0,0.0,0.0,1.0,0.0,9.0,9.0,2691000.0,47.0,33.0,2733.0,26.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803855000,1.0,2.0,20.0,20.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,8.0,4.0,0.0,45.0,13.0,61.0,3003.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803860000,9.0,19.0,19.0,5.0,19.0,1.0,0.0,0.0,13.0,1.0,1.0,1.0,1.0,0.0,9.0,9.0,2376000.0,112.0,30.0,25.0,14.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803865000,10.0,3.0,12.0,19.0,16.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,1.0,10.0,0.0,35.0,3749.0,13.0,15.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803870000,10.0,3.0,19.0,20.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,11.0,5930.0,27.0,13.0,1.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803875000,9.0,19.0,0.0,19.0,2.0,1.0,0.0,0.0,14.0,2.0,1.0,1.0,1.0,0.0,9.0,9.0,1.0,1203.0,15.0,186.0,37.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803880000,9.0,20.0,19.0,19.0,19.0,1.0,0.0,0.0,13.0,1.0,1.0,1.0,1.0,0.0,9.0,9.0,2304000.0,13.0,25.0,25.0,33.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803885000,9.0,19.0,1.0,0.0,19.0,1.0,0.0,0.0,13.0,1.0,0.0,0.0,1.0,0.0,9.0,9.0,2907000.0,46.0,28.0,2035.0,57.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803890000,9.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,2.0,10.0,0.0,13.0,43.0,42.0,22.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803895000,9.0,19.0,19.0,0.0,19.0,1.0,0.0,0.0,13.0,1.0,1.0,0.0,1.0,0.0,9.0,9.0,2304000.0,12.0,13.0,13.0,13.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803900000,9.0,19.0,0.0,19.0,3.0,1.0,0.0,0.0,13.0,1.0,0.0,1.0,1.0,0.0,9.0,9.0,0.0,13.0,6902.0,26.0,18.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803905000,9.0,20.0,20.0,20.0,20.0,1.0,0.0,0.0,14.0,1.0,1.0,1.0,1.0,0.0,9.0,9.0,2304000.0,20.0,13.0,53.0,14.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803910000,9.0,20.0,0.0,0.0,20.0,1.0,0.0,0.0,13.0,1.0,0.0,0.0,2.0,0.0,9.0,9.0,2628000.0,47.0,15.0,7333.0,33.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803915000,10.0,2.0,19.0,19.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,1.0,0.0,10.0,1.0,1.0,153.0,15.0,27.0,14.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803920000,9.0,19.0,19.0,18.0,19.0,3.0,0.0,0.0,13.0,2.0,1.0,1.0,1.0,0.0,9.0,9.0,2592000.0,25.0,13.0,11.0,14.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803925000,9.0,20.0,0.0,20.0,0.0,1.0,0.0,0.0,14.0,2.0,0.0,1.0,0.0,0.0,9.0,9.0,0.0,13.0,3433.0,13.0,19.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803930000,9.0,20.0,19.0,19.0,19.0,1.0,0.0,0.0,13.0,1.0,1.0,1.0,1.0,0.0,9.0,9.0,2304000.0,37.0,15.0,50.0,14.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803935000,9.0,15.0,19.0,12.0,0.0,1.0,0.0,0.0,17.0,1.0,1.0,0.0,1.0,0.0,9.0,9.0,2646000.0,23.0,132.0,134.0,296470000.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803940000,2.0,3.0,20.0,20.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,3474000.0,750.0,784.0,887.0,1682.0,117.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803945000,9.0,3.0,19.0,19.0,0.0,1.0,0.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,9.0,9.0,0.0,19.0,14.0,67.0,13.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803950000,,,,,,,,,,,,,,,,,,,,,,,,
1737803125000,,,,,,,,,,,,,,,,,,,,,,,,
1737803405000,,,,,,,,,,,,,,,,,,,,,,,,
1737803700000,,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,1482450.0,,,
