,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond
1736202015000,12882.116666659998,13170.31666666,12996.08333333,13280.716666659999,13161.883333329999,12914.98333333,13112.81666666,13077.25,12948.116666659998,13083.65,13141.966666659999,12978.35,12870.68333333,12939.05,13003.81666666,12918.033333329999,,,,,,,,,,,,,,,,
1736202020000,13079.016666659998,13263.08333333,12987.766666659998,13324.033333329999,13222.883333329999,12978.83333333,13116.66666666,13178.18333333,13057.66666666,13163.08333333,13268.43333333,13240.016666659998,12930.033333329999,13005.116666659998,13193.216666659999,13141.31666666,,,,,,,,,,,,,,,,
1736202025000,13161.83333333,13240.383333329999,13035.883333329999,13356.33333333,13291.366666659998,12969.116666659998,13144.08333333,13160.216666659999,13037.2,13143.633333329999,13251.016666659998,13229.65,12978.98333333,12998.73333333,13269.766666659998,13134.25,,,,,,,,,,,,,,,,
1736202030000,13140.1,13225.4,13071.35,13297.766666659998,13253.93333333,12914.73333333,13127.68333333,12967.533333329999,13027.95,12962.81666666,13061.466666659999,13195.56666666,12955.9,12947.4,13222.4,13063.41666666,,,,,,,,,,,,,,,,
1736202035000,13168.75,13156.25,13072.5,13349.33333333,13275.58333333,12946.15,13153.6,13109.43333333,12954.35,13144.81666666,13251.33333333,13216.65,12988.8,12966.66666666,13242.25,13105.93333333,,,,,,,,,,,,,,,,
1736202040000,13119.85,13218.8,13109.383333329999,13501.33333333,13249.616666659998,12964.81666666,13108.66666666,13081.15,13025.9,13120.2,13269.266666659998,13186.85,12933.41666666,12994.16666666,13213.133333329999,13111.43333333,,,,,,,,,,,,,,,,
1736202045000,13173.216666659999,13256.83333333,13033.85,13279.95,13191.2,12884.58333333,12966.616666659998,13174.15,13030.75,13156.883333329999,13264.98333333,13149.633333329999,12819.2,12910.33333333,13153.0,13035.75,,,,,,,,,,,,,,,,
1736202050000,12950.41666666,13076.08333333,13122.55,13308.93333333,13012.2,12656.58333333,12925.6,13018.4,12917.766666659998,13001.2,13044.1,12982.06666666,12699.3,12671.116666659998,12981.6,12777.8,,,,,,,,,,,,,,,,
1736202055000,12949.283333329999,13017.56666666,12833.16666666,12944.966666659999,13067.0,12765.633333329999,12914.95,12946.4,12827.466666659999,12928.66666666,13040.18333333,13009.98333333,12705.7,12775.33333333,13034.216666659999,12908.08333333,,,,,,,,,,,,,,,,
1736202060000,13007.65,12990.43333333,12887.45,13115.75,13240.633333329999,12848.4,13123.633333329999,12914.8,12799.966666659999,12893.68333333,13008.68333333,13194.33333333,12840.23333333,12888.283333329999,13209.43333333,12985.93333333,,,,,,,,,,,,,,,,
1736202065000,13284.18333333,13284.45,13104.45,13383.75,13356.58333333,13219.85,13350.116666659998,13215.266666659998,13096.56666666,13198.1,13294.133333329999,13289.65,13050.33333333,13061.58333333,13316.766666659998,13347.4,,,,,,,,,,,,,,,,
1736202070000,13257.7,13393.66666666,13248.516666659998,13356.216666659999,13425.48333333,13055.23333333,13397.23333333,13309.45,13191.55,13293.283333329999,13406.31666666,13350.35,13038.466666659999,13064.93333333,13392.41666666,13258.3,,,,,,,,,,,,,,,,
1736202075000,13503.6,13384.016666659998,13229.16666666,13498.18333333,13479.633333329999,13124.16666666,13268.25,13308.216666659999,13214.3,13268.9,13459.266666659998,13430.25,13131.133333329999,13144.73333333,13446.48333333,13267.25,,,,,,,,,,,,,,,,
1736202080000,13167.68333333,13052.016666659998,13127.08333333,13376.883333329999,13281.9,12881.616666659998,13185.85,13162.41666666,13051.55,13151.68333333,13257.283333329999,13287.116666659998,12997.516666659998,12895.05,13161.43333333,13025.016666659998,,,,,,,,,,,,,,,,
1736202085000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736202105000,,,0.0,,,,,,,,,0.0,,,,0.0,,0.0,,,0.0,,,,,,,,,,,
1736202110000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
1736202115000,0.0,0.0,35.85,29.183333333333,55.1833333333,86.25,85.8333333333,33.5833333333,79.1333333333,86.5833333333,32.166666666666,37.3833333333,212.8333333333,0.0,72.4333333333,217.0833333333,0.0,30.516666666666,33.0,0.0,202.8666666666,82.7166666666,0.0,200.8666666666,,,,,,,,
1736202120000,227.6833333333,140.7333333333,544.1666666666,527.4333333333,651.55,685.55,724.1666666666,538.7333333333,654.5166666666,732.5666666666,528.1166666666,544.3333333333,883.35,215.3166666666,652.2166666666,903.3333333333,227.8166666666,484.7833333333,528.9,225.7666666666,818.2333333333,716.7,119.55,200.8666666666,,,,,,,,
1736202125000,956.4666666666,822.7,1081.5333333333,1139.8166666666,1194.8666666666,1086.9166666666,1193.75,1153.9833333333,1055.2,1181.2,1142.6166666666,1082.55,1388.2,895.6,1075.9833333333,1425.6333333333,954.8666666666,1045.1166666666,1141.9333333333,944.1833333333,1243.8,1180.9166666666,797.7666666666,830.1333333333,,,,,,,,
1736202130000,1243.8666666666,1352.3333333333,1550.55,1610.8333333332998,1747.3833333332998,1703.1666666666,1836.1166666666,1647.5,1633.75,1823.55,1631.2666666666,1553.6833333332997,2071.55,1413.0166666666,1654.95,2135.1166666666,1336.7833333333,1483.75,1633.8166666666,1406.4166666666,1856.9166666666,1805.9166666666,1289.4,1268.65,,,,,,,,
1736202135000,2102.1833333332997,2011.2833333332999,2213.85,2335.3333333333,2479.5333333332997,2346.6666666666,2550.05,2402.7833333332997,2267.0,2538.1833333332997,2397.6,2227.0666666666,2678.95,2111.4166666666,2298.2333333333,2758.4,2118.5166666666,2181.4666666666,2340.6,2074.15,2424.4333333332997,2513.8666666666,1961.5833333332998,1892.3,,,,,,,,
1736202140000,2818.7,2673.6333333333,2871.6833333332997,3041.9,3202.2333333333,3025.6666666665997,3278.05,3050.8833333333,2927.3666666665995,3268.7166666666,3048.3,2860.6,3430.35,2727.8666666666,2959.9,3525.65,2776.15,2792.7,3048.2666666665996,2732.95,3082.0166666665996,3236.05,2619.55,2457.85,,,,,,,,
1736202145000,3549.9,3395.46666667,3510.18333333,3807.35,3923.81666667,3639.51666667,3990.81666667,3818.51666667,3530.41666667,3951.81666667,3815.36666667,3515.25,4155.45,3484.68333333,3599.51666667,4271.58333333,3539.61666667,3492.71666667,3815.5,3481.56666667,3731.63333333,3950.4,3344.46666667,3131.6333333333,,,,,,,,
1736202150000,4330.88333333,4127.96666667,4214.48333333,4518.85,4721.18333333,4400.6,4795.3,4585.86666667,4247.5,4758.5,4558.31666667,4220.85,4977.15,4227.16666667,4314.5,5100.35,4276.48333333,4158.61666667,4558.3,4200.55,4499.9,4735.41666667,4120.36666667,3793.75,,,,,,,,
1736202155000,5104.88333333,4960.33333333,5024.9,5337.73333333,5562.86666667,5167.26666667,5606.91666667,5434.68333333,4998.65,5556.51666667,5349.93333333,5032.4,5721.56666667,5061.56666667,5052.41666667,5897.85,5084.41666667,4898.91666667,5415.11666667,5024.58333333,5140.81666667,5552.75,4935.61666667,4545.41666667,,,,,,,,
1736202160000,5810.25,5785.83333333,5686.55,6096.183333329999,6347.0,5795.383333329999,6343.8,6151.9,5623.9,6299.683333329999,6125.983333329999,5692.53333333,6515.733333329999,5832.183333329999,5735.85,6722.9,5850.21666667,5601.63333333,6137.316666670001,5734.83333333,5848.53333333,6295.28333333,5756.78333333,5221.6,,,,,,,,
1736202165000,6622.78333333,6541.2,6457.016666670001,6979.78333333,7165.8,6651.0,7254.1,7027.85,6436.4,7210.56666666,7021.31666666,6467.83333333,7413.8,6648.866666670001,6542.566666670001,7640.733333329999,6687.28333333,6419.55,7020.1,6606.8,6653.766666670001,7170.36666666,6542.6,5957.65,,,,,,,,
1736202170000,7530.96666666,7471.5,7341.75,7878.46666666,8099.65,7452.66666666,8154.75,7952.01666666,7218.8,8084.2,7923.4,7351.9,8256.11666666,7559.7,7358.55,8505.2,7568.28333333,7252.03333333,7921.933333329999,7429.85,7440.91666666,8064.983333329999,7460.41666666,6767.08333333,,,,,,,,
1736202175000,8483.31666666,8336.56666666,8054.483333329999,8662.91666666,8906.783333329999,8210.383333329999,8970.18333333,8687.98333333,7960.0,8914.98333333,8680.83333333,8065.76666666,8866.633333329999,8417.36666666,8097.35,9128.0,8405.08333333,7946.1,8678.383333329999,8307.6,7969.933333329999,8882.5,8376.15,7549.2,,,,,,,,
1736202180000,9024.11666666,9016.08333333,8316.2,8943.1,9151.66666666,8316.93333333,9118.23333333,9072.93333333,8062.133333329999,9017.48333333,9053.96666666,8329.25,9019.23333333,9043.11666666,8226.383333329999,9282.7,8999.6,8255.95,9050.283333329999,8906.86666666,8071.31666666,9025.55,9113.8,8102.53333333,,,,,,,,
1736202185000,9099.73333333,9123.21666666,8573.21666666,9257.01666666,9451.5,8696.73333333,9503.2,9324.01666666,8431.51666666,9444.533333329999,9303.86666666,8587.41666666,9397.93333333,9198.71666666,8586.58333333,9595.3,9071.46666666,8514.5,9299.96666666,8979.4,8460.883333329999,9346.35,9200.66666666,8209.133333329999,,,,,,,,
1736202190000,9824.01666666,9529.01666666,8850.98333333,9619.41666666,9737.51666666,8867.86666666,9767.8,9647.01666666,8630.23333333,9672.2,9626.93333333,8864.7,9554.11666666,9581.3,8810.98333333,9862.1,9654.45,8821.81666666,9620.35,9447.26666666,8583.06666666,9678.5,9599.31666666,8579.55,,,,,,,,
1736202195000,9709.33333333,9737.86666666,8967.33333333,9738.61666666,9914.66666666,9012.93333333,9881.93333333,9738.73333333,8738.61666666,9788.71666666,9712.46666666,8983.51666666,9732.18333333,9746.98333333,8913.533333329999,10035.56666666,9709.16666666,8904.26666666,9773.85,9586.65,8746.26666666,9796.35,9800.05,8729.283333329999,,,,,,,,
1736202200000,9945.56666666,9898.55,9224.46666666,9998.783333329999,10193.5,9250.71666666,10161.383333329999,10101.76666666,8984.15,10073.18333333,10062.25,9254.33333333,9969.91666666,9925.98333333,9163.7,10272.43333333,9890.2,9207.61666666,10060.16666666,9786.033333329999,8960.05,10068.533333329999,9960.26666666,8876.31666666,,,,,,,,
1736202205000,10142.4,10096.85,9363.35,10090.61666666,10274.18333333,9360.58333333,10262.68333333,10125.9,9087.41666666,10183.45,10142.0,9379.15,10071.65,10172.21666666,9260.93333333,10367.2,10112.98333333,9285.05,10138.35,10020.05,9049.75,10159.8,10283.133333329999,9097.06666666,,,,,,,,
1736202210000,10128.7,10227.56666666,9394.58333333,10185.18333333,10280.55,9360.9,10240.51666666,10193.73333333,9102.43333333,10188.85,10191.3,9410.5,10035.2,10272.86666666,9247.73333333,10362.01666666,10139.83333333,9348.31666666,10203.95,10072.11666666,8993.21666666,10148.4,10295.23333333,9191.533333329999,,,,,,,,
1736202215000,10216.55,10256.31666666,9363.33333333,10178.55,10256.7,9417.1,10365.8,10189.46666666,9146.48333333,10281.68333333,10228.9,9378.4,10133.55,10243.98333333,9359.93333333,10428.05,10186.35,9359.883333329999,10183.15,10071.533333329999,9131.91666666,10263.31666666,10363.93333333,9165.01666666,,,,,,,,
1736202220000,10416.85,10286.48333333,9520.45,10277.18333333,10420.01666666,9570.48333333,10443.533333329999,10358.35,9239.033333329999,10336.4,10349.283333329999,9538.18333333,10149.133333329999,10331.01666666,9421.5,10454.68333333,10276.73333333,9474.65,10333.46666666,10206.4,9145.91666666,10326.283333329999,10448.16666666,9261.71666666,,,,,,,,
1736202225000,10298.4,10396.06666666,9546.81666666,10316.51666666,10428.2,9509.26666666,10453.5,10369.9,9250.26666666,10359.283333329999,10345.95,9561.15,10048.25,10340.43333333,9433.3,10360.883333329999,10286.0,9470.56666666,10341.51666666,10172.1,9070.75,10361.36666666,10490.55,9249.68333333,,,,,,,,
1736202230000,10360.83333333,10288.33333333,9394.133333329999,10184.01666666,10312.11666666,9415.2,10331.93333333,10209.21666666,9163.65,10255.68333333,10201.533333329999,9411.0,10121.65,10243.2,9317.8,10419.23333333,10202.533333329999,9349.23333333,10207.46666666,10148.46666666,9092.283333329999,10237.61666666,10436.15,9209.4,,,,,,,,
1736202235000,10248.68333333,10234.2,9406.25,10235.33333333,10315.81666666,9354.36666666,10311.73333333,10270.15,9102.36666666,10194.033333329999,10264.283333329999,9381.46666666,10132.033333329999,10324.533333329999,9302.68333333,10452.633333329999,10255.533333329999,9391.33333333,10259.51666666,10150.83333333,9084.85,10212.95,10341.65,9235.96666666,,,,,,,,
1736202240000,10280.11666666,10280.15,9417.23333333,10285.95,10393.133333329999,9457.6,10362.73333333,10248.76666666,9202.26666666,10321.26666666,10249.68333333,9434.31666666,10081.3,10328.25,9345.633333329999,10416.2,10246.21666666,9413.76666666,10244.76666666,10142.55,9081.43333333,10225.883333329999,10386.08333333,9243.41666666,,,,,,,,
1736202245000,10225.1,10404.68333333,9404.65,10161.93333333,10314.883333329999,9380.65,10313.2,10221.21666666,9115.98333333,10211.21666666,10196.383333329999,9420.05,10077.61666666,10280.43333333,9291.18333333,10478.783333329999,10276.73333333,9335.91666666,10206.51666666,10163.283333329999,9033.86666666,10274.283333329999,10467.4,9235.23333333,,,,,,,,
1736202250000,10245.8,10230.783333329999,9414.033333329999,10201.86666666,10333.56666666,9417.5,10289.06666666,10212.1,9140.71666666,10246.61666666,10230.23333333,9422.51666666,10057.68333333,10276.8,9285.2,10352.58333333,10194.7,9364.18333333,10227.06666666,10102.71666666,9053.46666666,10190.45,10398.73333333,9195.18333333,,,,,,,,
1736202255000,10203.25,10255.95,9403.883333329999,10198.16666666,10319.81666666,9403.41666666,10263.46666666,10247.01666666,9148.43333333,10247.66666666,10241.5,9407.55,10044.46666666,10245.21666666,9326.283333329999,10306.85,10223.9,9375.2,10229.08333333,10117.18333333,9053.0,10228.033333329999,10397.3,9169.25,,,,,,,,
1736202260000,9989.68333333,10262.81666666,9295.73333333,10036.98333333,10167.26666666,9260.98333333,10189.31666666,10043.48333333,8995.033333329999,10074.26666666,10027.96666666,9311.41666666,9965.73333333,10191.85,9189.91666666,10298.93333333,10170.2,9184.25,10021.3,10075.633333329999,8934.91666666,10085.783333329999,10445.15,9214.21666666,,,,,,,,
1736202265000,10032.68333333,10225.31666666,9338.73333333,10093.23333333,10245.133333329999,9372.133333329999,10277.33333333,10188.73333333,9089.76666666,10179.033333329999,10097.51666666,9342.15,9977.23333333,10164.033333329999,9272.9,10303.35,10091.86666666,9241.783333329999,10125.1,9912.86666666,8966.15,10177.01666666,10239.4,9099.283333329999,,,,,,,,
1736202270000,10278.283333329999,10162.71666666,9375.96666666,10120.48333333,10362.98333333,9441.98333333,10404.46666666,10162.51666666,9181.3,10286.01666666,10169.75,9381.7,10218.51666666,10178.45,9380.033333329999,10522.43333333,10144.91666666,9289.26666666,10148.75,10007.86666666,9164.81666666,10301.31666666,10347.1,9112.91666666,,,,,,,,
1736202275000,10306.783333329999,10364.533333329999,9455.05,10286.33333333,10446.0,9409.5,10356.633333329999,10268.23333333,9142.48333333,10246.75,10291.31666666,9470.55,10164.11666666,10414.883333329999,9336.533333329999,10490.43333333,10329.73333333,9419.8,10262.45,10198.58333333,9080.96666666,10249.05,10451.85,9321.71666666,,,,,,,,
1736202280000,10194.36666666,10316.41666666,9447.98333333,10318.18333333,10427.45,9488.7,10410.45,10318.95,9264.46666666,10392.11666666,10330.33333333,9463.81666666,10260.35,10365.36666666,9374.633333329999,10557.75,10238.41666666,9444.7,10331.68333333,10134.41666666,9204.91666666,10303.7,10395.46666666,9260.06666666,,,,,,,,
1736202285000,10465.48333333,10372.783333329999,9513.11666666,10289.65,10535.26666666,9507.1,10439.48333333,10332.01666666,9226.35,10334.1,10325.41666666,9531.05,10347.133333329999,10469.5,9409.783333329999,10653.23333333,10332.3,9428.85,10324.133333329999,10251.1,9257.0,10320.36666666,10487.2,9388.25,,,,,,,,
1736202290000,10474.35,10462.133333329999,9556.68333333,10386.75,10529.43333333,9600.133333329999,10553.96666666,10387.95,9307.48333333,10435.73333333,10399.5,9571.8,10317.783333329999,10549.08333333,9515.533333329999,10643.6,10456.21666666,9508.43333333,10384.61666666,10332.7,9218.4,10428.96666666,10534.16666666,9412.25,,,,,,,,
1736202295000,10396.25,10553.48333333,9578.41666666,10371.93333333,10546.81666666,9563.96666666,10501.01666666,10446.21666666,9266.883333329999,10384.55,10428.33333333,9633.033333329999,10273.85,10504.6,9455.11666666,10600.6,10405.4,9539.83333333,10421.55,10300.01666666,9212.61666666,10379.71666666,10611.48333333,9391.08333333,,,,,,,,
1736202300000,10408.08333333,10539.48333333,9647.133333329999,10456.23333333,10566.4,9635.283333329999,10602.6,10510.95,9347.8,10465.383333329999,10513.31666666,9661.36666666,10404.08333333,10476.33333333,9564.85,10713.0,10427.45,9597.71666666,10508.51666666,10273.81666666,9326.68333333,10522.4,10557.91666666,9366.75,,,,,,,,
1736202305000,10688.58333333,10491.033333329999,9641.36666666,10492.98333333,10648.61666666,9687.6,10637.65,10462.3,9393.73333333,10525.15,10491.35,9656.76666666,10352.283333329999,10609.1,9592.91666666,10675.3,10541.25,9602.96666666,10472.76666666,10420.58333333,9281.4,10526.23333333,10651.4,9475.26666666,,,,,,,,
1736202310000,10386.7,10590.48333333,9625.133333329999,10413.26666666,10614.033333329999,9621.71666666,10508.83333333,10518.783333329999,9323.33333333,10442.883333329999,10497.05,9648.41666666,10302.5,10557.4,9538.8,10630.61666666,10486.08333333,9590.15,10484.96666666,10375.45,9235.05,10418.96666666,10645.68333333,9441.76666666,,,,,,,,
1736202315000,10481.283333329999,10571.633333329999,9633.51666666,10424.383333329999,10541.1,9612.06666666,10602.033333329999,10440.68333333,9328.51666666,10448.21666666,10448.36666666,9643.9,10365.43333333,10529.85,9497.83333333,10728.783333329999,10409.6,9552.68333333,10440.98333333,10355.98333333,9248.23333333,10427.48333333,10631.81666666,9463.1,,,,,,,,
1736202320000,10499.41666666,10536.51666666,9553.9,10377.55,10465.3,9534.383333329999,10439.25,10421.71666666,9242.93333333,10351.11666666,10442.21666666,9567.283333329999,10133.633333329999,10618.383333329999,9418.3,10437.3,10447.383333329999,9536.45,10442.633333329999,10337.61666666,9186.91666666,10336.633333329999,10663.98333333,9415.68333333,,,,,,,,
1736202325000,10464.1,10415.15,9404.96666666,10292.71666666,10420.48333333,9475.61666666,10416.71666666,10279.55,9205.16666666,10311.73333333,10326.91666666,9431.133333329999,10219.23333333,10334.15,9389.05,10554.633333329999,10307.5,9446.85,10288.55,10273.93333333,9221.56666666,10296.65,10529.4,9330.51666666,,,,,,,,
1736202330000,10360.533333329999,10494.43333333,9495.9,10363.133333329999,10350.633333329999,9486.633333329999,10376.55,10408.95,9192.6,10308.2,10399.01666666,9520.43333333,10135.8,10417.05,9374.73333333,10467.7,10412.41666666,9515.15,10384.5,10328.21666666,9083.033333329999,10264.21666666,10521.56666666,9325.4,,,,,,,,
1736202335000,10280.23333333,10356.0,9541.16666666,10294.11666666,10468.98333333,9541.75,10472.46666666,10368.48333333,9264.15,10375.133333329999,10347.283333329999,9546.1,10135.283333329999,10334.45,9446.8,10435.73333333,10228.85,9458.85,10345.66666666,10170.55,9119.56666666,10364.1,10401.36666666,9236.85,,,,,,,,
1736202340000,10405.25,10340.41666666,9601.41666666,10373.883333329999,10539.21666666,9610.33333333,10579.25,10427.25,9326.8,10442.65,10416.55,9616.96666666,10320.91666666,10335.86666666,9544.383333329999,10642.8,10312.7,9513.05,10404.383333329999,10222.45,9239.93333333,10475.16666666,10480.883333329999,9271.46666666,,,,,,,,
1736202345000,10447.43333333,10551.83333333,9630.71666666,10431.21666666,10543.7,9626.06666666,10548.65,10494.133333329999,9348.18333333,10470.81666666,10425.93333333,9643.86666666,10399.93333333,10528.383333329999,9520.15,10710.48333333,10471.98333333,9571.91666666,10419.11666666,10297.56666666,9325.43333333,10442.15,10602.1,9398.91666666,,,,,,,,
1736202350000,10542.16666666,10587.41666666,9651.93333333,10468.71666666,10638.55,9669.35,10613.45,10551.66666666,9384.633333329999,10510.56666666,10529.56666666,9669.0,10372.33333333,10606.06666666,9580.31666666,10666.41666666,10529.45,9607.26666666,10490.36666666,10421.2,9341.21666666,10526.11666666,10718.75,9491.8,,,,,,,,
1736202355000,10567.68333333,10609.93333333,9713.91666666,10518.95,10643.18333333,9730.383333329999,10643.06666666,10561.533333329999,9453.51666666,10586.86666666,10556.36666666,9720.93333333,10417.783333329999,10545.21666666,9613.8,10730.23333333,10560.9,9639.46666666,10551.23333333,10418.9,9374.46666666,10541.31666666,10691.95,9502.43333333,,,,,,,,
1736202360000,10728.4,10559.75,9711.11666666,10533.86666666,10706.18333333,9729.783333329999,10643.033333329999,10549.31666666,9437.5,10585.21666666,10538.85,9717.85,10442.73333333,10623.16666666,9600.36666666,10710.0,10593.68333333,9659.85,10533.0,10501.283333329999,9371.86666666,10546.66666666,10752.86666666,9529.25,,,,,,,,
1736202365000,10684.133333329999,10691.5,9740.81666666,10637.5,10783.45,9803.3,10754.76666666,10679.58333333,9525.55,10665.25,10669.85,9760.68333333,10551.66666666,10655.41666666,9701.15,10845.43333333,10555.81666666,9768.31666666,10664.06666666,10461.01666666,9475.46666666,10651.26666666,10767.98333333,9529.56666666,,,,,,,,
1736202370000,10710.71666666,10706.55,9782.91666666,10594.91666666,10730.65,9800.8,10831.65,10631.08333333,9509.5,10650.08333333,10621.85,9797.06666666,10597.31666666,10749.23333333,9704.26666666,10925.4,10612.633333329999,9730.0,10568.3,10527.86666666,9563.4,10723.36666666,10812.48333333,9632.26666666,,,,,,,,
1736202375000,10818.43333333,10733.86666666,9891.73333333,10753.83333333,10890.73333333,9974.86666666,10931.71666666,10782.96666666,9682.86666666,10845.85,10772.93333333,9871.95,10702.633333329999,10784.55,9858.86666666,11043.65,10785.06666666,9864.26666666,10768.56666666,10613.65,9600.3,10798.633333329999,10858.21666666,9616.0,,,,,,,,
1736202380000,10959.01666666,10912.73333333,10066.08333333,10900.61666666,11067.05,10072.533333329999,11061.4,10959.2,9789.76666666,10966.25,10956.71666666,10083.86666666,10921.43333333,10913.8,9976.2,11250.91666666,10849.56666666,10008.73333333,10945.46666666,10741.2,9740.1,10953.01666666,10986.01666666,9759.5,,,,,,,,
1736202385000,11081.41666666,11055.533333329999,10191.43333333,10991.68333333,11165.9,10082.08333333,11061.56666666,11061.21666666,9776.383333329999,10956.783333329999,11013.783333329999,10209.21666666,10874.75,11148.0,9983.9,11210.31666666,11012.33333333,10086.48333333,11044.45,10888.05,9695.3,10966.43333333,11177.45,9906.45,,,,,,,,
1736202390000,10935.383333329999,11055.2,10059.18333333,10884.98333333,11096.61666666,10021.21666666,11033.58333333,10911.1,9736.21666666,10895.33333333,10901.36666666,10063.85,10792.23333333,11100.8,9951.883333329999,11116.76666666,10942.65,9974.33333333,10902.65,10787.56666666,9715.11666666,10922.533333329999,11154.61666666,9927.6,,,,,,,,
1736202395000,11027.35,10928.66666666,9970.93333333,10825.883333329999,10990.31666666,10001.06666666,10987.41666666,10892.95,9717.86666666,10885.66666666,10829.18333333,9997.383333329999,10832.86666666,11017.65,9911.5,11189.883333329999,10939.21666666,9960.33333333,10819.133333329999,10815.83333333,9703.383333329999,10872.36666666,11194.41666666,9878.75,,,,,,,,
1736202400000,10880.66666666,11057.51666666,9921.73333333,10823.61666666,10871.15,9849.133333329999,10827.08333333,10823.0,9550.783333329999,10694.45,10815.45,9939.43333333,10598.73333333,11039.283333329999,9764.5,10929.71666666,10954.883333329999,9915.533333329999,10807.783333329999,10791.96666666,9534.11666666,10698.48333333,11124.23333333,9871.16666666,,,,,,,,
1736202405000,10922.033333329999,10773.783333329999,9860.783333329999,10716.26666666,10862.133333329999,9838.0,10846.5,10727.96666666,9546.9,10709.83333333,10783.16666666,9871.16666666,10500.36666666,10794.21666666,9768.45,10836.33333333,10726.3,9835.05,10736.73333333,10664.16666666,9444.2,10756.4,10946.08333333,9689.18333333,,,,,,,,
1736202410000,10769.46666666,10760.71666666,9976.86666666,10786.2,10957.58333333,9987.55,10971.71666666,10780.0,9696.81666666,10860.2,10782.01666666,9983.383333329999,10667.5,10706.98333333,9885.83333333,11044.283333329999,10666.95,9898.41666666,10808.98333333,10556.6,9555.21666666,10852.83333333,10799.283333329999,9593.7,,,,,,,,
1736202415000,10880.633333329999,10918.16666666,9981.98333333,10825.283333329999,10981.5,9977.83333333,10965.6,10856.0,9683.86666666,10846.05,10846.51666666,9988.41666666,10741.7,10925.83333333,9882.21666666,11039.81666666,10862.533333329999,9938.26666666,10835.16666666,10738.05,9632.76666666,10847.91666666,11069.283333329999,9778.95,,,,,,,,
1736202420000,10632.46666666,10949.61666666,9890.383333329999,10733.98333333,10815.4,9842.91666666,10848.96666666,10775.73333333,9565.25,10708.43333333,10766.4,9917.43333333,10435.6,10927.06666666,9781.18333333,10830.61666666,10826.31666666,9838.133333329999,10761.6,10740.43333333,9353.31666666,10733.9,11043.93333333,9792.25,,,,,,,,
1736202425000,,,,,,,,,,,,,,,,,10504.06666666,,,,,,,,,,,,,,,
1736202430000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736202445000,0.0,,,,,,0.0,,,,,,,,,,,0.0,,,0.0,0.0,,,0.0,,0.0,,0.0,,,
1736202450000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1736202455000,220.3,391.2833333333,0.0,369.3,355.1833333333,57.3166666667,493.9166666666,0.0,0.0,0.0,268.9333333333,0.0,161.3666666666,0.0,397.2833333333,541.7166666666,0.0,547.0666666666,0.0,145.0166666666,553.9833333333,485.1666666666,0.0,177.8666666666,213.5166666666,0.0,485.65,384.4833333333,161.3333333333,369.5,0.0,184.6
1736202460000,650.2333333333,745.1666666666,488.8833333333,738.2833333333,723.1666666666,641.4166666666,1025.1833333333,524.9833333333,475.1666666666,522.6166666666,687.4833333333,529.1833333333,640.15,492.1333333333,754.9166666666,924.4833333333,525.7833333333,942.7166666666,539.6,644.4666666666,927.3166666666,1006.8,491.6333333333,642.1166666666,635.5166666666,533.4333333333,1009.9,728.8,639.3666666666,739.85,537.0,640.5
