,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737216615000,1000.0
1737216620000,1000.0
1737216625000,0.0
1737216630000,0.0
1737216635000,280.0
1737216640000,460.0
1737216645000,568.0
1737216650000,640.0
1737216655000,692.0
1737216660000,730.0
1737216665000,760.0
1737216670000,784.0
1737216675000,804.0
1737216680000,820.0
1737216685000,929.0
1737216690000,1000.0
1737216695000,1000.0
1737216700000,1000.0
1737216705000,1000.0
1737216710000,1000.0
1737216715000,1000.0
1737216720000,1000.0
1737216725000,1000.0
1737216730000,1000.0
1737216735000,1000.0
1737216740000,1000.0
1737216745000,1000.0
1737216750000,1000.0
1737216755000,1000.0
1737216760000,1000.0
1737216765000,1000.0
1737216770000,1000.0
1737216775000,1000.0
1737216780000,1000.0
1737216785000,1000.0
1737216790000,1000.0
1737216795000,1000.0
1737216800000,1000.0
1737216805000,1000.0
1737216810000,1000.0
1737216815000,1000.0
1737216820000,1000.0
1737216825000,1000.0
1737216830000,1000.0
1737216835000,1000.0
1737216840000,1000.0
1737216845000,1000.0
1737216850000,1000.0
1737216855000,1000.0
1737216860000,
