,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737503540000,0.0
1737503545000,0.0
1737503550000,0.0
1737503555000,199.9166666666
1737503560000,532.9
1737503565000,779.6333333333
1737503570000,10755.61666666
1737503575000,19442.55
1737503580000,19442.55
1737503585000,20352.7
1737503590000,24604.516666659998
1737503595000,28225.566666659997
1737503600000,35111.51666666
1737503605000,38578.68333333
1737503610000,42572.35
1737503615000,42372.43333333
1737503620000,45921.7
1737503625000,50501.05
1737503630000,40525.06666666
1737503635000,35465.88333333
1737503640000,41939.53333333
1737503645000,41029.38333333
1737503650000,38496.66666666
1737503655000,40113.233333330005
1737503660000,33227.28333333
1737503665000,30322.766666659998
1737503670000,31975.36666666
1737503675000,37796.75
1737503680000,39630.7
1737503685000,40971.43333333
1737503690000,46730.3
1737503695000,49284.96666666
1737503700000,49402.766666660005
1737503705000,55859.91666666001
1737503710000,60421.116666660004
1737503715000,58735.016666660005
1737503720000,59047.866666660004
1737503725000,59366.85
1737503730000,53720.58333333
1737503735000,47899.2
1737503740000,42505.11666666
1737503745000,41895.01666666
1737503750000,42350.35
1737503755000,42427.56666666
1737503760000,43491.83333333
1737503765000,43198.8
1737503770000,43475.7
1737503775000,45302.95
1737503780000,
