,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737540460000,1000.0
1737540465000,0.0
1737540470000,0.0
1737540475000,0.0
1737540480000,0.0
1737540485000,0.0
1737540490000,159.0
1737540495000,279.0
1737540500000,370.0
1737540505000,440.0
1737540510000,496.0
1737540515000,541.0
1737540520000,579.0
1737540525000,720.0
1737540530000,802.0
1737540535000,881.0
1737540540000,965.0
1737540545000,1000.0
1737540550000,1000.0
1737540555000,1000.0
1737540560000,1000.0
1737540565000,1000.0
1737540570000,1000.0
1737540575000,1000.0
1737540580000,1000.0
1737540585000,1000.0
1737540590000,1000.0
1737540595000,1000.0
1737540600000,1000.0
1737540605000,1000.0
1737540610000,1000.0
1737540615000,1000.0
1737540620000,1000.0
1737540625000,1000.0
1737540630000,1000.0
1737540635000,1000.0
1737540640000,1000.0
1737540645000,1000.0
1737540650000,1000.0
1737540655000,1000.0
1737540660000,1000.0
1737540665000,1000.0
1737540670000,1000.0
1737540675000,1000.0
1737540680000,1000.0
1737540685000,1000.0
1737540690000,1000.0
1737540695000,1000.0
1737540700000,
