,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timestamp,,,,,,,,,,,,,,,
1737214020000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737214025000,1.0,12.0,1.0,0.0,0.0,10.0,1.0,0.0,1.0,2.0,1.0,73.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737214030000,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,8919000.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737214035000,9.0,9.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,9.0,86.0,304000.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737214040000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,126306000.0,8.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737214045000,9.0,17.0,0.0,0.0,0.0,6.0,0.0,0.0,9.0,9.0,31.0,43.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737214050000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,36009000.0,67.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737214055000,9.0,19.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,9.0,6282000.0,160.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737214060000,6.0,19.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,5.0,14.0,159.0,3932.0,-9.223372036854775e+18,-9.223372036854775e+18
1737214065000,10.0,19.0,2.0,0.0,0.0,10.0,1.0,0.0,9.0,10.0,7360000.0,101.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737214070000,10.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,10.0,2560000.0,101.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737214075000,9.0,18.0,0.0,0.0,0.0,8.0,0.0,0.0,9.0,9.0,3.0,150.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737214080000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,6120000.0,91.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737214085000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2304000.0,91.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737214090000,9.0,19.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,9.0,1.0,133.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737214095000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,6894000.0,201.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737214100000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2304000.0,201.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737214105000,9.0,19.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,9.0,2.0,174.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737214110000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2304000.0,83.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737214115000,9.0,21.0,1.0,0.0,0.0,11.0,1.0,0.0,9.0,9.0,3.0,3803.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737214120000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2304000.0,201.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737214125000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2304000.0,201.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737214130000,9.0,20.0,0.0,0.0,0.0,10.0,0.0,0.0,2.0,9.0,1.0,95.0,642.0,-9.223372036854775e+18,-9.223372036854775e+18
1737214135000,9.0,19.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,9.0,8073000.0,1004.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
