,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737508145000,1000.0
1737508150000,1000.0
1737508155000,0.0
1737508160000,0.0
1737508165000,0.0
1737508170000,0.0
1737508175000,0.0
1737508180000,0.0
1737508185000,0.0
1737508190000,109.0
1737508195000,208.0
1737508200000,287.0
1737508205000,352.0
1737508210000,406.0
1737508215000,550.0
1737508220000,636.0
1737508225000,721.0
1737508230000,805.0
1737508235000,883.0
1737508240000,965.0
1737508245000,999.0
1737508250000,1000.0
1737508255000,1000.0
1737508260000,1000.0
1737508265000,1000.0
1737508270000,1000.0
1737508275000,1000.0
1737508280000,1000.0
1737508285000,1000.0
1737508290000,1000.0
1737508295000,1000.0
1737508300000,1000.0
1737508305000,1000.0
1737508310000,1000.0
1737508315000,1000.0
1737508320000,1000.0
1737508325000,1000.0
1737508330000,1000.0
1737508335000,1000.0
1737508340000,1000.0
1737508345000,1000.0
1737508350000,1000.0
1737508355000,1000.0
1737508360000,1000.0
1737508365000,1000.0
1737508370000,1000.0
1737508375000,1000.0
1737508380000,1000.0
1737508385000,1000.0
1737508390000,
