,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737199755000,1000.0
1737199760000,826.0
1737199765000,655.0
1737199770000,770.0
1737199775000,828.0
1737199780000,862.0
1737199785000,885.0
1737199790000,902.0
1737199795000,914.0
1737199800000,924.0
1737199805000,931.0
1737199810000,938.0
1737199815000,943.0
1737199820000,957.0
1737199825000,1000.0
1737199830000,1000.0
1737199835000,1000.0
1737199840000,1000.0
1737199845000,1000.0
1737199850000,1000.0
1737199855000,1000.0
1737199860000,1000.0
1737199865000,1000.0
1737199870000,1000.0
1737199875000,1000.0
1737199880000,1000.0
1737199885000,1000.0
1737199890000,1000.0
1737199895000,1000.0
1737199900000,1000.0
1737199905000,1000.0
1737199910000,1000.0
1737199915000,1000.0
1737199920000,1000.0
1737199925000,1000.0
1737199930000,1000.0
1737199935000,1000.0
1737199940000,1000.0
1737199945000,1000.0
1737199950000,1000.0
1737199955000,1000.0
1737199960000,1000.0
1737199965000,1000.0
1737199970000,1000.0
1737199975000,1000.0
1737199980000,1000.0
1737199985000,1000.0
1737199990000,1000.0
1737199995000,
