,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737534490000,1000.0
1737534495000,0.0
1737534500000,0.0
1737534505000,0.0
1737534510000,0.0
1737534515000,0.0
1737534520000,17.0
1737534525000,157.0
1737534530000,263.0
1737534535000,345.0
1737534540000,410.0
1737534545000,464.0
1737534550000,509.0
1737534555000,651.0
1737534560000,735.0
1737534565000,813.0
1737534570000,895.0
1737534575000,976.0
1737534580000,1000.0
1737534585000,1000.0
1737534590000,1000.0
1737534595000,1000.0
1737534600000,1000.0
1737534605000,1000.0
1737534610000,1000.0
1737534615000,1000.0
1737534620000,1000.0
1737534625000,1000.0
1737534630000,1000.0
1737534635000,1000.0
1737534640000,1000.0
1737534645000,1000.0
1737534650000,1000.0
1737534655000,1000.0
1737534660000,1000.0
1737534665000,
1737534685000,1000.0
1737534690000,882.0
1737534695000,941.0
1737534700000,
1737534720000,1000.0
1737534725000,1000.0
1737534730000,
