,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737212400000,1000.0
1737212405000,537.0
1737212410000,388.0
1737212415000,385.0
1737212420000,539.0
1737212425000,631.0
1737212430000,693.0
1737212435000,737.0
1737212440000,770.0
1737212445000,795.0
1737212450000,816.0
1737212455000,833.0
1737212460000,847.0
1737212465000,885.0
1737212470000,949.0
1737212475000,1000.0
1737212480000,1000.0
1737212485000,1000.0
1737212490000,1000.0
1737212495000,1000.0
1737212500000,1000.0
1737212505000,1000.0
1737212510000,1000.0
1737212515000,1000.0
1737212520000,1000.0
1737212525000,1000.0
1737212530000,1000.0
1737212535000,1000.0
1737212540000,1000.0
1737212545000,1000.0
1737212550000,1000.0
1737212555000,1000.0
1737212560000,1000.0
1737212565000,1000.0
1737212570000,1000.0
1737212575000,1000.0
1737212580000,1000.0
1737212585000,1000.0
1737212590000,1000.0
1737212595000,1000.0
1737212600000,1000.0
1737212605000,1000.0
1737212610000,1000.0
1737212615000,1000.0
1737212620000,1000.0
1737212625000,1000.0
1737212630000,1000.0
1737212635000,1000.0
1737212640000,
