,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737212400000,0.0
1737212405000,1040.6333333333
1737212410000,2429.0833333333
1737212415000,5010.45
1737212420000,9913.8
1737212425000,18081.15
1737212430000,21355.41666666
1737212435000,25142.583333330003
1737212440000,25142.583333330003
1737212445000,28397.016666659998
1737212450000,31407.933333330002
1737212455000,31407.933333330002
1737212460000,34959.01666666
1737212465000,36139.4
1737212470000,34750.95
1737212475000,38161.9
1737212480000,33258.55
1737212485000,28710.8
1737212490000,27353.883333330003
1737212495000,23895.11666666
1737212500000,24145.86666666
1737212505000,27571.23333333
1737212510000,30347.91666666
1737212515000,31551.333333330003
1737212520000,32907.75
1737212525000,30686.73333333
1737212530000,36541.483333330005
1737212535000,30549.16666666
1737212540000,33904.216666659995
1737212545000,33098.26666666
1737212550000,31487.566666659997
1737212555000,36136.93333333
1737212560000,35886.18333333
1737212565000,32510.16666666
1737212570000,26722.566666659997
1737212575000,33243.466666659995
1737212580000,31427.766666659998
1737212585000,35743.36666666
1737212590000,29888.61666666
1737212595000,35719.01666666
1737212600000,32363.96666666
1737212605000,34508.233333330005
1737212610000,35060.1
1737212615000,32292.066666659997
1737212620000,36151.75
1737212625000,32847.966666659995
1737212630000,38783.06666666
1737212635000,31058.75
1737212640000,
