,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737210780000,460.0
1737210785000,434.0
1737210790000,324.0
1737210795000,466.0
1737210800000,573.0
1737210805000,644.0
1737210810000,695.0
1737210815000,733.0
1737210820000,763.0
1737210825000,787.0
1737210830000,806.0
1737210835000,822.0
1737210840000,867.0
1737210845000,917.0
1737210850000,991.0
1737210855000,1000.0
1737210860000,1000.0
1737210865000,1000.0
1737210870000,1000.0
1737210875000,1000.0
1737210880000,1000.0
1737210885000,1000.0
1737210890000,1000.0
1737210895000,1000.0
1737210900000,1000.0
1737210905000,1000.0
1737210910000,1000.0
1737210915000,1000.0
1737210920000,1000.0
1737210925000,1000.0
1737210930000,1000.0
1737210935000,1000.0
1737210940000,1000.0
1737210945000,1000.0
1737210950000,1000.0
1737210955000,1000.0
1737210960000,1000.0
1737210965000,1000.0
1737210970000,1000.0
1737210975000,1000.0
1737210980000,1000.0
1737210985000,1000.0
1737210990000,1000.0
1737210995000,1000.0
1737211000000,1000.0
1737211005000,1000.0
1737211010000,1000.0
1737211015000,1000.0
1737211020000,
