Parallelism,region,"('Throughput_OUT', 'mean')","('Throughput_OUT', 'std')","('Throughput_IN', 'mean')","('Throughput_IN', 'std')",Predictions
1,1,1272.8784946236258,489.69514040944347,54818.584946233546,9065.82450292892,
2,1,1561.9296296296,781.7519241463524,73054.56527777473,3009.9882522564762,85414.0
3,1,3.5515151515149093,4.634935581095611,98262.68888888485,1222.4870036209088,113305.0
4,1,50.10196078431354,61.122305599756956,125813.40784313412,3290.041186183966,122833.0
