,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737521680000,0.0
1737521685000,0.0
1737521690000,0.0
1737521695000,124.4
1737521700000,359.2
1737521705000,607.45
1737521710000,634.7
1737521715000,4620.1
1737521720000,11961.7
1737521725000,11961.7
1737521730000,17259.43333333
1737521735000,20654.88333333
1737521740000,20654.88333333
1737521745000,20654.88333333
1737521750000,25234.133333330003
1737521755000,30881.11666666
1737521760000,30646.316666659997
1737521765000,30398.066666659997
1737521770000,38029.7
1737521775000,34044.3
1737521780000,32611.95
1737521785000,32866.483333330005
1737521790000,31400.633333330003
1737521795000,29743.36666666
1737521800000,30272.516666659998
1737521805000,35194.35
1737521810000,36356.733333330005
1737521815000,30585.35
1737521820000,36706.68333333
1737521825000,36706.68333333
1737521830000,34625.83333333
1737521835000,34625.83333333
1737521840000,33349.08333333
1737521845000,34492.51666666
1737521850000,34009.81666666
1737521855000,34489.36666666
1737521860000,35449.81666666
1737521865000,34167.11666666
1737521870000,33156.86666666
1737521875000,38615.483333330005
1737521880000,32598.11666666
1737521885000,36756.75
1737521890000,32713.86666666
1737521895000,34403.18333333
1737521900000,34117.466666659995
1737521905000,33009.28333333
1737521910000,34961.466666659995
1737521915000,32743.73333333
1737521920000,
