,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737226670000,0.0
1737226675000,626.7
1737226680000,2385.0
1737226685000,2386.5666666666
1737226690000,11809.15
1737226695000,13250.616666659998
1737226700000,16764.88333333
1737226705000,21364.46666666
1737226710000,26108.35
1737226715000,29869.9
1737226720000,43987.26666666
1737226725000,43987.26666666
1737226730000,43987.26666666
1737226735000,51060.03333333
1737226740000,49985.4
1737226745000,49983.83333333
1737226750000,46579.33333333
1737226755000,45137.86666666
1737226760000,47222.83333333
1737226765000,43120.26666666
1737226770000,38376.38333333
1737226775000,34614.83333333
1737226780000,20497.46666666
1737226785000,20497.46666666
1737226790000,20497.46666666
1737226795000,12798.0
1737226800000,12114.33333333
1737226805000,12114.33333333
1737226810000,6096.25
1737226815000,6096.25
1737226820000,497.0166666666
1737226825000,0.0
1737226830000,0.0
1737226835000,0.0
1737226840000,0.0
1737226845000,0.0
1737226850000,0.0
1737226855000,0.0
1737226860000,0.0
1737226865000,0.0
1737226870000,0.0
1737226875000,0.0
1737226880000,0.0
1737226885000,0.0
1737226890000,0.0
1737226895000,0.0
1737226900000,0.0
1737226905000,0.0
1737226910000,
