Timestamp,"('flink_taskmanager_job_task_numRecordsInPerSecond', 0)","('flink_taskmanager_job_task_numRecordsInPerSecond', 1)","('flink_taskmanager_job_task_numRecordsInPerSecond', 2)","('flink_taskmanager_job_task_numRecordsInPerSecond', 3)","('flink_taskmanager_job_task_numRecordsInPerSecond', 4)","('flink_taskmanager_job_task_numRecordsInPerSecond', 5)","('flink_taskmanager_job_task_numRecordsInPerSecond', 6)","('flink_taskmanager_job_task_numRecordsInPerSecond', 7)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 0)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 1)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 2)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 3)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 4)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 5)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 6)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 7)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 1)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 2)",flink_jobmanager_job_lastCheckpointSize,flink_jobmanager_job_lastCheckpointDuration,Parallelism
0,0.0,,,,,,,,1000.0,,,,,,,,0.0,0.0,,,1
5,0.0,,,,,,,,229.0,,,,,,,,0.0,0.0,,,1
10,0.0,,,,,,,,191.0,,,,,,,,0.0,0.0,,,1
15,209.3833333333,,,,,,,,199.0,,,,,,,,29.0,58.0,,,1
20,789.9666666666,,,,,,,,248.0,,,,,,,,118.0,130.0,,,1
25,789.9666666666,,,,,,,,193.0,,,,,,,,94.0,104.0,,,1
30,789.9666666666,,,,,,,,158.0,,,,,,,,78.0,86.0,,,1
35,789.9666666666,,,,,,,,133.0,,,,,,,,67.0,74.0,,,1
40,2457.4,,,,,,,,202.0,,,,,,,,94.0,145.0,,,1
45,6301.433333329999,,,,,,,,280.0,,,,,,,,179.0,229.0,,,1
50,10344.83333333,,,,,,,,352.0,,,,,,,,278.0,321.0,,,1
55,16464.6,,,,,,,,411.0,,,,,,,,335.0,367.0,,,1
60,16464.6,,,,,,,,460.0,,,,,,,,391.0,419.0,,,1
65,20723.233333329998,,,,,,,,525.0,,,,,,,,553.0,586.0,,,1
70,22311.2,,,,,,,,595.0,,,,,,,,630.0,664.0,,,1
75,22925.1,,,,,,,,661.0,,,,,,,,696.0,725.0,,,1
80,22344.516666659998,,,,,,,,711.0,,,,,,,,747.0,779.0,,,1
85,22344.516666659998,,,,,,,,797.0,,,,,,,,831.0,863.0,,,1
90,28156.0,,,,,,,,882.0,,,,,,,,1000.0,1000.0,,,1
95,29092.28333333,,,,,,,,966.0,,,,,,,,1000.0,1000.0,,,1
100,27424.85,,,,,,,,993.0,,,,,,,,1000.0,1000.0,,,1
105,25367.46666666,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,,,1
