Parallelism,Mean,StdErr,Predictions
0,0.0,0.0,
1,23949.832683979606,968.7978727476828,
2,45232.82645832729,1706.8874774318717,55186.0
3,63119.010126572444,2108.704605834127,74910.0
4,78867.87835496632,2266.7155581356997,90879.0
5,95691.69561402086,3292.384247177069,113160.0
6,100215.32510820562,3158.239746806312,125421.0
7,115455.78480389917,2880.4317892636827,128364.0
8,106076.15191254496,4779.987772862231,
