,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737513105000,1000.0
1737513110000,1000.0
1737513115000,0.0
1737513120000,0.0
1737513125000,0.0
1737513130000,0.0
1737513135000,18.0
1737513140000,182.0
1737513145000,299.0
1737513150000,387.0
1737513155000,455.0
1737513160000,509.0
1737513165000,554.0
1737513170000,591.0
1737513175000,733.0
1737513180000,815.0
1737513185000,894.0
1737513190000,975.0
1737513195000,1000.0
1737513200000,1000.0
1737513205000,1000.0
1737513210000,1000.0
1737513215000,1000.0
1737513220000,1000.0
1737513225000,1000.0
1737513230000,1000.0
1737513235000,1000.0
1737513240000,1000.0
1737513245000,1000.0
1737513250000,1000.0
1737513255000,1000.0
1737513260000,1000.0
1737513265000,1000.0
1737513270000,1000.0
1737513275000,1000.0
1737513280000,1000.0
1737513285000,1000.0
1737513290000,1000.0
1737513295000,1000.0
1737513300000,1000.0
1737513305000,1000.0
1737513310000,1000.0
1737513315000,1000.0
1737513320000,1000.0
1737513325000,1000.0
1737513330000,1000.0
1737513335000,1000.0
1737513340000,1000.0
1737513345000,1000.0
1737513350000,
