,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737197150000,0.0
1737197155000,0.0
1737197160000,1288.3333333333
1737197165000,2207.8833333333
1737197170000,3578.63333333
1737197175000,8703.5
1737197180000,10560.18333333
1737197185000,10560.18333333
1737197190000,13967.23333333
1737197195000,19361.15
1737197200000,19361.15
1737197205000,19361.15
1737197210000,19361.15
1737197215000,21343.85
1737197220000,24608.53333333
1737197225000,23688.98333333
1737197230000,22318.233333329998
1737197235000,22297.41666666
1737197240000,21334.55
1737197245000,21334.55
1737197250000,23499.78333333
1737197255000,18105.86666666
1737197260000,20570.65
1737197265000,24577.73333333
1737197270000,30010.8
1737197275000,28028.1
1737197280000,25520.71666666
1737197285000,29586.933333330002
1737197290000,29586.933333330002
1737197295000,27705.05
1737197300000,29344.05
1737197305000,29344.05
1737197310000,27858.86666666
1737197315000,29386.583333330003
1737197320000,26994.566666659997
1737197325000,24396.683333330002
1737197330000,24474.1
1737197335000,27301.36666666
1737197340000,31116.53333333
1737197345000,31241.86666666
1737197350000,32905.68333333
1737197355000,33009.216666659995
1737197360000,32848.233333330005
1737197365000,32848.233333330005
1737197370000,31611.41666666
1737197375000,33336.78333333
1737197380000,33264.01666666
1737197385000,32657.15
1737197390000,
