,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737197150000,1000.0
1737197155000,1000.0
1737197160000,664.0
1737197165000,555.0
1737197170000,498.0
1737197175000,621.0
1737197180000,697.0
1737197185000,748.0
1737197190000,784.0
1737197195000,811.0
1737197200000,832.0
1737197205000,849.0
1737197210000,863.0
1737197215000,874.0
1737197220000,902.0
1737197225000,948.0
1737197230000,1000.0
1737197235000,1000.0
1737197240000,1000.0
1737197245000,1000.0
1737197250000,1000.0
1737197255000,1000.0
1737197260000,1000.0
1737197265000,1000.0
1737197270000,1000.0
1737197275000,1000.0
1737197280000,1000.0
1737197285000,1000.0
1737197290000,1000.0
1737197295000,1000.0
1737197300000,1000.0
1737197305000,1000.0
1737197310000,1000.0
1737197315000,1000.0
1737197320000,1000.0
1737197325000,1000.0
1737197330000,1000.0
1737197335000,1000.0
1737197340000,1000.0
1737197345000,1000.0
1737197350000,1000.0
1737197355000,1000.0
1737197360000,1000.0
1737197365000,1000.0
1737197370000,1000.0
1737197375000,1000.0
1737197380000,1000.0
1737197385000,1000.0
1737197390000,
