,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737228310000,391.0
1737228315000,335.0
1737228320000,302.0
1737228325000,454.0
1737228330000,563.0
1737228335000,636.0
1737228340000,688.0
1737228345000,727.0
1737228350000,758.0
1737228355000,782.0
1737228360000,802.0
1737228365000,818.0
1737228370000,869.0
1737228375000,929.0
1737228380000,993.0
1737228385000,1000.0
1737228390000,1000.0
1737228395000,1000.0
1737228400000,1000.0
1737228405000,1000.0
1737228410000,1000.0
1737228415000,1000.0
1737228420000,1000.0
1737228425000,1000.0
1737228430000,1000.0
1737228435000,1000.0
1737228440000,1000.0
1737228445000,1000.0
1737228450000,1000.0
1737228455000,1000.0
1737228460000,1000.0
1737228465000,1000.0
1737228470000,1000.0
1737228475000,1000.0
1737228480000,1000.0
1737228485000,1000.0
1737228490000,1000.0
1737228495000,1000.0
1737228500000,1000.0
1737228505000,1000.0
1737228510000,1000.0
1737228515000,1000.0
1737228520000,1000.0
1737228525000,1000.0
1737228530000,1000.0
1737228535000,1000.0
1737228540000,1000.0
1737228545000,1000.0
1737228550000,
