Parallelism,region,"('Throughput_OUT', 'mean')","('Throughput_OUT', 'std')","('Throughput_IN', 'mean')","('Throughput_IN', 'std')",Predictions
1,1,21703.04482758207,407.378238189913,21703.044252869997,407.3812740494364,
2,1,40401.879411761474,629.3504771584181,40364.53235293765,682.4387882790702,42468.0
3,1,57416.150980388535,691.1376296112383,57334.03823529118,743.735059997401,60958.0
4,1,72205.56666666352,1621.7855501804002,72011.87450980059,1950.2330763123762,74049.0
5,1,81850.31142856799,1180.3233984434985,81477.58904761571,1455.9151914091924,86646.0
6,1,101721.28872548735,1056.1288407323445,101666.76617646735,1135.2757117808733,98472.0
7,1,114922.32190475885,2071.9615173407956,114119.79571428201,1999.150624920381,114443.0
8,1,119331.70049019293,1753.4765702744564,118155.81078431029,3614.7458743470074,130373.0
