,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737229275000,1000.0
1737229280000,321.0
1737229285000,318.0
1737229290000,211.0
1737229295000,150.0
1737229300000,320.0
1737229305000,433.0
1737229310000,514.0
1737229315000,575.0
1737229320000,622.0
1737229325000,660.0
1737229330000,691.0
1737229335000,717.0
1737229340000,773.0
1737229345000,831.0
1737229350000,914.0
1737229355000,1000.0
1737229360000,1000.0
1737229365000,1000.0
1737229370000,1000.0
1737229375000,1000.0
1737229380000,1000.0
1737229385000,1000.0
1737229390000,1000.0
1737229395000,1000.0
1737229400000,1000.0
1737229405000,1000.0
1737229410000,1000.0
1737229415000,1000.0
1737229420000,1000.0
1737229425000,1000.0
1737229430000,1000.0
1737229435000,1000.0
1737229440000,1000.0
1737229445000,1000.0
1737229450000,1000.0
1737229455000,1000.0
1737229460000,1000.0
1737229465000,1000.0
1737229470000,1000.0
1737229475000,1000.0
1737229480000,1000.0
1737229485000,1000.0
1737229490000,1000.0
1737229495000,1000.0
1737229500000,1000.0
1737229505000,1000.0
1737229510000,1000.0
1737229515000,
