,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737214020000,1000.0
1737214025000,574.0
1737214030000,388.0
1737214035000,271.0
1737214040000,443.0
1737214045000,554.0
1737214050000,629.0
1737214055000,682.0
1737214060000,722.0
1737214065000,753.0
1737214070000,777.0
1737214075000,798.0
1737214080000,815.0
1737214085000,850.0
1737214090000,917.0
1737214095000,997.0
1737214100000,1000.0
1737214105000,1000.0
1737214110000,1000.0
1737214115000,1000.0
1737214120000,1000.0
1737214125000,1000.0
1737214130000,1000.0
1737214135000,1000.0
1737214140000,1000.0
1737214145000,1000.0
1737214150000,1000.0
1737214155000,1000.0
1737214160000,1000.0
1737214165000,1000.0
1737214170000,1000.0
1737214175000,1000.0
1737214180000,1000.0
1737214185000,1000.0
1737214190000,1000.0
1737214195000,1000.0
1737214200000,1000.0
1737214205000,1000.0
1737214210000,1000.0
1737214215000,1000.0
1737214220000,1000.0
1737214225000,1000.0
1737214230000,1000.0
1737214235000,1000.0
1737214240000,1000.0
1737214245000,1000.0
1737214250000,1000.0
1737214255000,1000.0
1737214260000,1000.0
1737214265000,
