,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond
,0,1,2,3,4,5,6,7
Timestamp,,,,,,,,
1707954035000,0.0,,,,,,,
1707954040000,0.0,,,,,,,
1707954045000,291.9333333333,,,,,,,
1707954050000,291.9333333333,,,,,,,
1707954055000,291.9333333333,,,,,,,
1707954060000,291.9333333333,,,,,,,
1707954065000,1394.95,,,,,,,
1707954070000,3890.68333333,,,,,,,
1707954075000,4876.28333333,,,,,,,
1707954080000,11419.5,,,,,,,
1707954085000,12361.7,,,,,,,
1707954090000,18322.8,,,,,,,
1707954095000,18746.03333333,,,,,,,
1707954100000,23674.78333333,,,,,,,
1707954105000,24804.85,,,,,,,
1707954110000,28203.1,,,,,,,
1707954115000,31607.016666659998,,,,,,,
1707954120000,31607.016666659998,,,,,,,
1707954125000,31898.78333333,,,,,,,
1707954130000,35150.1,,,,,,,
1707954135000,34164.5,,,,,,,
1707954140000,27621.28333333,,,,,,,
1707954145000,27390.71666666,,,,,,,
1707954150000,21704.95,,,,,,,
1707954155000,21426.516666659998,,,,,,,
1707954160000,17799.7,,,,,,,
1707954165000,22213.21666666,,,,,,,
1707954170000,19941.03333333,,,,,,,
1707954175000,18649.83333333,,,,,,,
1707954180000,23575.91666666,,,,,,,
1707954185000,24302.3,,,,,,,
1707954190000,23159.05,,,,,,,
1707954195000,24200.15,,,,,,,
1707954200000,24907.3,,,,,,,
1707954205000,24195.66666666,,,,,,,
1707954210000,24161.73333333,,,,,,,
1707954215000,24953.41666666,,,,,,,
1707954220000,28491.4,,,,,,,
1707954225000,24205.35,,,,,,,
1707954230000,28757.78333333,,,,,,,
1707954235000,27559.6,,,,,,,
1707954240000,28905.0,,,,,,,
1707954245000,27038.36666666,,,,,,,
1707954250000,26440.41666666,,,,,,,
