,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond
,0,1,2,3,4,5,6,7
Timestamp,,,,,,,,
1707954035000,1000.0,,,,,,,
1707954040000,1000.0,,,,,,,
1707954045000,411.0,,,,,,,
1707954050000,203.0,,,,,,,
1707954055000,150.0,,,,,,,
1707954060000,112.0,,,,,,,
1707954065000,140.0,,,,,,,
1707954070000,263.0,,,,,,,
1707954075000,366.0,,,,,,,
1707954080000,441.0,,,,,,,
1707954085000,503.0,,,,,,,
1707954090000,553.0,,,,,,,
1707954095000,594.0,,,,,,,
1707954100000,627.0,,,,,,,
1707954105000,677.0,,,,,,,
1707954110000,760.0,,,,,,,
1707954115000,840.0,,,,,,,
1707954120000,924.0,,,,,,,
1707954125000,986.0,,,,,,,
1707954130000,996.0,,,,,,,
1707954135000,997.0,,,,,,,
1707954140000,1000.0,,,,,,,
1707954145000,1000.0,,,,,,,
1707954150000,1000.0,,,,,,,
1707954155000,1000.0,,,,,,,
1707954160000,1000.0,,,,,,,
1707954165000,1000.0,,,,,,,
1707954170000,1000.0,,,,,,,
1707954175000,1000.0,,,,,,,
1707954180000,1000.0,,,,,,,
1707954185000,1000.0,,,,,,,
1707954190000,1000.0,,,,,,,
1707954195000,1000.0,,,,,,,
1707954200000,1000.0,,,,,,,
1707954205000,1000.0,,,,,,,
1707954210000,1000.0,,,,,,,
1707954215000,1000.0,,,,,,,
1707954220000,1000.0,,,,,,,
1707954225000,1000.0,,,,,,,
1707954230000,1000.0,,,,,,,
1707954235000,1000.0,,,,,,,
1707954240000,1000.0,,,,,,,
1707954245000,1000.0,,,,,,,
1707954250000,1000.0,,,,,,,
1707954255000,1000.0,,,,,,,
1707954260000,1000.0,,,,,,,
1707954265000,1000.0,,,,,,,
