Timestamp,"('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 0)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 1)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 2)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 3)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 0)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 1)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 2)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 3)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 1)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 2)",flink_jobmanager_job_lastCheckpointSize,flink_jobmanager_job_lastCheckpointDuration,Parallelism
70,38914.483333330005,,,,993.0,,,,1000.0,1000.0,9253603.0,453.0,1
75,34007.26666666,,,,1000.0,,,,1000.0,1000.0,9253603.0,453.0,1
80,28715.883333330003,,,,1000.0,,,,1000.0,1000.0,23178511.0,679.0,1
85,33543.0,,,,1000.0,,,,1000.0,1000.0,23178511.0,679.0,1
90,26385.46666666,,,,1000.0,,,,1000.0,1000.0,23178511.0,679.0,1
95,27657.23333333,,,,1000.0,,,,1000.0,1000.0,24677144.0,553.0,1
100,31094.4,,,,999.0,,,,1000.0,1000.0,11889197.0,1916.0,1
105,30850.28333333,,,,999.0,,,,1000.0,1000.0,21957048.0,2375.0,1
110,37003.15,,,,999.0,,,,1000.0,1000.0,21957048.0,2375.0,1
115,34139.7,,,,999.0,,,,1000.0,1000.0,27842836.0,698.0,1
120,35947.0,,,,998.0,,,,1000.0,1000.0,27842836.0,698.0,1
125,35947.0,,,,998.0,,,,1000.0,1000.0,23274972.0,672.0,1
130,36271.86666666,,,,998.0,,,,1000.0,1000.0,23274972.0,672.0,1
135,34696.7,,,,998.0,,,,1000.0,1000.0,21873582.0,6693.0,1
140,39323.06666666,,,,998.0,,,,1000.0,1000.0,31961479.0,946.0,1
145,34290.3,,,,998.0,,,,1000.0,1000.0,31961479.0,946.0,1
150,34645.8,,,,998.0,,,,1000.0,1000.0,23865831.0,820.0,1
155,38811.983333330005,,,,998.0,,,,1000.0,1000.0,23865831.0,820.0,1
160,34347.86666666,,,,999.0,,,,1000.0,1000.0,22144482.0,581.0,1
165,33911.85,,,,999.0,,,,1000.0,1000.0,22144482.0,581.0,1
170,27758.98333333,,,,999.0,,,,1000.0,1000.0,25764679.0,9780.0,1
175,30439.05,,,,998.0,,,,1000.0,1000.0,13300427.0,675.0,1
180,32684.7,,,,999.0,,,,1000.0,1000.0,28251528.0,1225.0,1
185,37496.45,,,,999.0,,,,1000.0,1000.0,39438064.0,1217.0,1
190,33996.56666666,,,,999.0,,,,1000.0,1000.0,39438064.0,1217.0,1
195,35676.5,,,,999.0,,,,1000.0,1000.0,21667770.0,423.0,1
200,35348.1,,,,999.0,,,,1000.0,1000.0,21667770.0,423.0,1
205,34622.56666666,,,,999.0,,,,1000.0,1000.0,17895479.0,526.0,1
210,39890.06666666,,,,998.0,,,,1000.0,1000.0,17895479.0,526.0,1
215,34452.11666666,,,,999.0,,,,1000.0,1000.0,27877372.0,664.0,1
220,40254.78333333,,,,999.0,,,,1000.0,1000.0,31861086.0,1015.0,1
225,35494.05,,,,999.0,,,,1000.0,1000.0,31861086.0,1015.0,1
230,37119.68333333,,,,999.0,,,,1000.0,1000.0,27445559.0,529.0,1
235,38058.0,,,,999.0,,,,1000.0,1000.0,27445559.0,529.0,1
240,30442.95,,,,999.0,,,,1000.0,1000.0,36961795.0,9086.0,1
245,26965.4,,,,999.0,,,,1000.0,1000.0,36961795.0,9086.0,1
250,,,,,,,,,,,,,0
270,0.0,0.0,,,1000.0,1000.0,,,0.0,0.0,-1.0,-1.0,2
275,3927.05,0.0,,,788.0,1000.0,,,207.0,225.0,550385.0,1110.0,2
280,9792.65,2933.7333333333,,,874.0,56.0,,,431.0,451.0,15414397.0,1159.0,2
285,10710.6,7230.78333333,,,912.0,483.0,,,611.0,619.0,31583378.0,1051.0,2
290,12638.866666659998,9768.31666666,,,933.0,636.0,,,691.0,693.0,42764242.0,3106.0,2
295,15485.8,12293.966666659999,,,933.0,702.0,,,733.0,736.0,25819101.0,432.0,2
300,16372.95,15523.15,,,942.0,759.0,,,879.0,875.0,35890059.0,2831.0,2
305,21518.0,16301.633333329999,,,945.0,793.0,,,938.0,937.0,7922689.0,316.0,2
310,27311.71666666,20185.53333333,,,952.0,815.0,,,916.0,911.0,33716203.0,1003.0,2
315,28782.35,24949.46666666,,,953.0,833.0,,,930.0,921.0,33716203.0,1003.0,2
320,30268.083333330003,27264.15,,,956.0,852.0,,,924.0,913.0,53755696.0,815.0,2
325,33422.93333333,30127.55,,,958.0,857.0,,,991.0,980.0,24385050.0,2882.0,2
330,35976.75,33255.5,,,961.0,865.0,,,1000.0,1000.0,36332853.0,4899.0,2
335,35355.41666666,35853.43333333,,,975.0,871.0,,,1000.0,1000.0,40680374.0,575.0,2
340,31835.25,35040.95,,,977.0,944.0,,,1000.0,1000.0,24876210.0,588.0,2
345,31882.85,31895.78333333,,,978.0,950.0,,,1000.0,1000.0,31051179.0,1534.0,2
350,32372.883333330003,32411.73333333,,,978.0,948.0,,,1000.0,1000.0,52627615.0,849.0,2
355,32819.483333330005,32536.816666659997,,,983.0,953.0,,,1000.0,1000.0,24938827.0,1462.0,2
360,34699.51666666,32582.6,,,981.0,949.0,,,1000.0,1000.0,24938827.0,1462.0,2
365,32465.98333333,34160.31666666,,,984.0,941.0,,,1000.0,1000.0,43155310.0,574.0,2
370,27602.21666666,30981.883333330003,,,984.0,946.0,,,1000.0,1000.0,51550685.0,2206.0,2
375,26805.16666666,28826.066666659997,,,987.0,941.0,,,1000.0,1000.0,29407455.0,443.0,2
380,31521.316666659997,27754.11666666,,,985.0,939.0,,,1000.0,1000.0,42884642.0,1374.0,2
385,33361.91666666,30530.2,,,985.0,941.0,,,1000.0,1000.0,40384298.0,2098.0,2
390,33587.716666659995,32287.0,,,986.0,945.0,,,1000.0,1000.0,23363136.0,1324.0,2
395,31019.9,30912.683333330002,,,988.0,951.0,,,1000.0,1000.0,35096053.0,3154.0,2
400,30315.266666659998,31224.45,,,987.0,953.0,,,1000.0,1000.0,49691406.0,791.0,2
405,32634.383333330003,32527.98333333,,,985.0,941.0,,,1000.0,1000.0,23893486.0,3137.0,2
410,33010.3,32758.2,,,983.0,946.0,,,1000.0,1000.0,36136324.0,5118.0,2
415,32512.7,32877.78333333,,,980.0,946.0,,,1000.0,1000.0,41595264.0,590.0,2
420,32400.6,31238.766666659998,,,981.0,948.0,,,1000.0,1000.0,50402776.0,3441.0,2
425,30270.75,30039.883333330003,,,982.0,959.0,,,1000.0,1000.0,27755860.0,470.0,2
430,31833.05,31974.23333333,,,982.0,957.0,,,1000.0,1000.0,36528383.0,3153.0,2
435,33915.35,32592.05,,,980.0,961.0,,,1000.0,1000.0,26938244.0,459.0,2
440,28677.2,34114.466666659995,,,983.0,954.0,,,1000.0,1000.0,25332788.0,3307.0,2
445,29898.016666659998,29390.66666666,,,980.0,959.0,,,1000.0,1000.0,38348410.0,3747.0,2
450,30364.75,27908.7,,,979.0,954.0,,,1000.0,1000.0,28010707.0,831.0,2
455,31926.0,32749.266666659998,,,978.0,951.0,,,1000.0,1000.0,39440324.0,1160.0,2
460,33379.56666666,32594.883333330003,,,979.0,955.0,,,1000.0,1000.0,49038711.0,2801.0,2
465,33179.95,33208.28333333,,,978.0,963.0,,,1000.0,1000.0,49038711.0,2801.0,2
470,32538.75,31102.21666666,,,975.0,956.0,,,1000.0,1000.0,17062147.0,385.0,2
475,30391.8,30275.883333330003,,,978.0,957.0,,,1000.0,1000.0,36048893.0,536.0,2
480,30563.566666659997,31164.016666659998,,,977.0,959.0,,,1000.0,1000.0,42614326.0,1836.0,2
485,32553.566666659997,33057.1,,,975.0,956.0,,,1000.0,1000.0,24106938.0,3489.0,2
490,32870.0,33181.6,,,971.0,958.0,,,1000.0,1000.0,34830777.0,637.0,2
495,33386.26666666,32754.53333333,,,968.0,962.0,,,1000.0,1000.0,41022434.0,1498.0,2
500,34682.33333333,31458.73333333,,,968.0,969.0,,,1000.0,1000.0,20935929.0,435.0,2
505,29339.316666659997,32302.46666666,,,972.0,968.0,,,1000.0,1000.0,29932229.0,1643.0,2
510,27065.3,31746.133333330003,,,972.0,971.0,,,1000.0,1000.0,42301416.0,3580.0,2
515,31212.633333330003,26559.316666659997,,,974.0,973.0,,,1000.0,1000.0,11854554.0,799.0,2
520,,29896.28333333,,,,969.0,,,,,36761025.0,1275.0,1
525,,,,,,,,,,,,,0
545,,,0.0,,,,1000.0,,,,,,1
550,0.0,0.0,927.5666666666,,1000.0,1000.0,203.0,,0.0,0.0,-1.0,-1.0,3
555,4153.9,0.0,5170.28333333,,689.0,1000.0,388.0,,371.0,396.0,5890357.0,1300.0,3
560,7880.25,3948.23333333,7721.7,,816.0,0.0,534.0,,484.0,495.0,24520779.0,1533.0,3
565,9908.75,7114.0,9713.1,,870.0,285.0,618.0,,599.0,602.0,37802644.0,1151.0,3
570,11634.883333329999,9741.98333333,11401.73333333,,896.0,469.0,675.0,,695.0,691.0,24417152.0,1519.0,3
575,14038.616666659998,11436.883333329999,13769.466666659999,,908.0,575.0,708.0,,774.0,771.0,34891176.0,1638.0,3
580,16359.216666659999,13803.633333329999,16863.733333329998,,919.0,632.0,725.0,,845.0,838.0,52658434.0,3627.0,3
585,20842.566666659997,15462.08333333,20480.55,,925.0,676.0,748.0,,812.0,803.0,24154807.0,740.0,3
590,22751.68333333,20537.733333329998,22775.05,,933.0,694.0,764.0,,846.0,838.0,35834092.0,668.0,3
595,24908.133333330003,22372.066666659997,25420.266666659998,,938.0,719.0,769.0,,897.0,888.0,47688548.0,1126.0,3
600,27560.933333330002,24478.36666666,27684.53333333,,944.0,736.0,779.0,,883.0,874.0,60865318.0,1894.0,3
605,30592.433333330002,26311.78333333,29964.9,,948.0,745.0,790.0,,871.0,863.0,22693780.0,1588.0,3
610,32506.78333333,30007.73333333,30941.4,,948.0,751.0,841.0,,872.0,864.0,32814667.0,1739.0,3
615,30052.05,31968.083333330003,28348.266666659998,,969.0,756.0,867.0,,920.0,909.0,57935522.0,2989.0,3
620,28597.566666659997,29688.6,28278.5,,972.0,842.0,875.0,,961.0,950.0,21160005.0,2789.0,3
625,28555.6,28783.36666666,29346.66666666,,971.0,859.0,876.0,,999.0,989.0,34216141.0,3220.0,3
630,29329.45,27934.833333330003,29976.41666666,,971.0,864.0,872.0,,981.0,973.0,45637205.0,3489.0,3
635,30022.4,28561.21666666,29848.61666666,,970.0,862.0,876.0,,951.0,945.0,17313585.0,340.0,3
640,29665.11666666,28923.066666659997,28222.25,,969.0,860.0,882.0,,916.0,912.0,31993706.0,737.0,3
645,25679.833333330003,29797.23333333,26831.933333330002,,972.0,856.0,872.0,,957.0,954.0,42648342.0,633.0,3
650,29118.683333330002,25203.05,28276.883333330003,,970.0,867.0,876.0,,947.0,916.0,28986729.0,889.0,3
655,29204.1,27652.55,29102.53333333,,969.0,863.0,884.0,,905.0,875.0,49723154.0,1248.0,3
660,29273.86666666,28517.833333330003,29402.933333330002,,967.0,869.0,885.0,,905.0,876.0,60916237.0,1419.0,3
665,29616.516666659998,29088.95,29020.766666659998,,966.0,873.0,887.0,,901.0,869.0,71462366.0,1744.0,3
670,29516.73333333,29045.066666659997,28906.03333333,,964.0,874.0,898.0,,904.0,869.0,31501194.0,1955.0,3
675,29677.583333330003,29021.0,29317.28333333,,967.0,883.0,906.0,,917.0,882.0,42317633.0,2023.0,3
680,29563.85,29192.333333330003,30307.16666666,,967.0,885.0,901.0,,932.0,896.0,53030680.0,2372.0,3
685,30690.85,29051.816666659997,29131.03333333,,965.0,888.0,901.0,,933.0,897.0,19021115.0,2288.0,3
690,30955.86666666,29458.61666666,29097.516666659998,,965.0,887.0,907.0,,934.0,895.0,28917664.0,2386.0,3
695,29910.66666666,30734.95,28867.633333330003,,967.0,887.0,905.0,,950.0,908.0,39574634.0,2634.0,3
700,30066.066666659997,30023.816666659997,29713.1,,970.0,893.0,908.0,,971.0,931.0,19661800.0,2971.0,3
705,31627.85,29575.95,30372.1,,969.0,899.0,913.0,,982.0,944.0,32183494.0,3221.0,3
710,28802.883333330003,30882.433333330002,29332.583333330003,,968.0,897.0,909.0,,964.0,955.0,43504964.0,3425.0,3
715,28449.78333333,28767.816666659997,26755.66666666,,968.0,899.0,913.0,,967.0,957.0,15228204.0,317.0,3
720,29639.46666666,28192.016666659998,28859.35,,970.0,892.0,913.0,,980.0,967.0,29265509.0,1909.0,3
725,30599.883333330003,29371.816666659997,29983.2,,970.0,897.0,909.0,,978.0,969.0,46483385.0,1448.0,3
730,30634.883333330003,30241.933333330002,30273.833333330003,,973.0,901.0,906.0,,991.0,985.0,23108361.0,957.0,3
735,30743.53333333,30164.96666666,31555.03333333,,972.0,901.0,900.0,,1000.0,1000.0,35109929.0,1189.0,3
740,31719.8,29984.05,30139.583333330003,,966.0,900.0,902.0,,958.0,955.0,45730429.0,1143.0,3
745,31157.53333333,30415.883333330003,30086.016666659998,,967.0,893.0,900.0,,912.0,909.0,57052137.0,1534.0,3
750,30838.816666659997,31518.3,30183.11666666,,965.0,890.0,903.0,,923.0,923.0,31779103.0,1883.0,3
755,30481.883333330003,30298.25,29865.95,,965.0,892.0,904.0,,937.0,939.0,45917962.0,2644.0,3
760,30224.65,29979.45,30421.833333330003,,964.0,890.0,898.0,,947.0,948.0,56508861.0,2769.0,3
765,31225.98333333,29717.133333330003,30541.66666666,,963.0,888.0,905.0,,951.0,950.0,21005749.0,2535.0,3
770,31656.383333330003,30306.766666659998,29670.5,,963.0,890.0,908.0,,951.0,949.0,33339929.0,2688.0,3
775,31917.71666666,31675.316666659997,30880.4,,960.0,889.0,903.0,,951.0,950.0,45114655.0,2844.0,3
780,29878.45,31384.833333330003,28042.066666659997,,959.0,887.0,906.0,,961.0,962.0,22954725.0,3323.0,3
785,27499.71666666,29652.0,27296.85,,959.0,885.0,912.0,,1000.0,1000.0,35005738.0,3501.0,3
790,28359.46666666,27033.683333330002,28570.53333333,,962.0,889.0,906.0,,1000.0,1000.0,46744147.0,3570.0,3
795,30921.8,27851.36666666,28623.0,,963.0,886.0,908.0,,969.0,970.0,17357240.0,546.0,3
800,,,,,,,,,,,,,0
820,,,,0.0,,,,1000.0,,,,,1
825,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,,,4
830,5331.38333333,0.0,5068.63333333,6385.25,660.0,1000.0,819.0,456.0,660.0,636.0,19818053.0,1713.0,4
835,8400.3,5233.6,6811.6,8317.96666666,785.0,499.0,884.0,674.0,655.0,635.0,40103091.0,1822.0,4
840,10065.76666666,8348.6,9525.76666666,11272.05,849.0,686.0,890.0,748.0,741.0,715.0,68794045.0,914.0,4
845,12592.133333329999,9595.26666666,11365.73333333,12446.866666659998,870.0,777.0,905.0,794.0,729.0,713.0,68794045.0,914.0,4
850,14697.3,12524.516666659998,14326.4,15780.4,886.0,807.0,893.0,790.0,783.0,771.0,46342707.0,1732.0,4
855,16663.61666666,14293.06666666,15912.83333333,16481.66666666,894.0,827.0,895.0,817.0,771.0,762.0,60083260.0,1230.0,4
860,20222.71666666,16575.16666666,18194.766666659998,21452.566666659997,896.0,837.0,895.0,809.0,776.0,768.0,37489533.0,693.0,4
865,22936.46666666,20040.18333333,22067.93333333,23080.133333330003,904.0,839.0,884.0,812.0,768.0,765.0,66690811.0,1900.0,4
870,25413.583333330003,22818.75,24660.21666666,26098.583333330003,903.0,839.0,880.0,808.0,800.0,798.0,77370585.0,1505.0,4
875,27769.03333333,24842.65,26314.583333330003,27526.78333333,906.0,841.0,886.0,825.0,790.0,789.0,91442750.0,1505.0,4
880,30607.25,27623.8,29332.55,30276.1,909.0,844.0,886.0,829.0,804.0,803.0,28580546.0,528.0,4
885,31941.316666659997,29766.1,30995.0,32188.95,913.0,851.0,889.0,836.0,807.0,806.0,60529463.0,1923.0,4
890,29662.0,31764.016666659998,28117.71666666,28228.61666666,936.0,854.0,897.0,873.0,836.0,835.0,71856254.0,1656.0,4
895,28139.15,29366.8,29365.833333330003,28862.36666666,941.0,887.0,892.0,870.0,859.0,859.0,28768754.0,515.0,4
900,29109.316666659997,27747.86666666,27946.78333333,27466.583333330003,935.0,892.0,896.0,870.0,837.0,841.0,46421115.0,2285.0,4
905,28635.23333333,29356.73333333,28975.73333333,28861.91666666,936.0,881.0,887.0,865.0,854.0,855.0,70083227.0,1225.0,4
910,28524.566666659997,27722.45,27310.16666666,27217.35,936.0,882.0,896.0,879.0,835.0,837.0,26294081.0,489.0,4
915,29468.66666666,28687.98333333,28701.516666659998,29149.21666666,935.0,883.0,897.0,869.0,860.0,863.0,43482722.0,2312.0,4
920,27494.28333333,28524.833333330003,28046.71666666,26544.15,938.0,883.0,898.0,884.0,861.0,864.0,66479332.0,1221.0,4
925,27153.86666666,27409.066666659997,26989.7,26462.85,937.0,884.0,908.0,891.0,888.0,887.0,26931467.0,530.0,4
930,28174.41666666,26997.433333330002,26860.15,27905.1,941.0,887.0,913.0,895.0,862.0,858.0,43497738.0,1812.0,4
935,28615.333333330003,27787.083333330003,29250.66666666,28703.816666659997,942.0,893.0,906.0,891.0,864.0,860.0,62090536.0,795.0,4
940,28618.55,28451.0,28251.566666659997,28309.91666666,940.0,895.0,909.0,892.0,874.0,869.0,59181249.0,3220.0,4
945,28971.933333330002,28976.083333330003,29333.28333333,29201.683333330002,941.0,894.0,905.0,887.0,877.0,873.0,32167512.0,1329.0,4
950,28819.55,28834.083333330003,28835.766666659998,28516.45,940.0,898.0,908.0,891.0,884.0,883.0,45154171.0,777.0,4
955,28944.46666666,28863.5,28624.3,28474.016666659998,940.0,899.0,912.0,891.0,887.0,885.0,50135299.0,975.0,4
960,28993.61666666,28640.86666666,28693.816666659997,28681.5,938.0,903.0,913.0,892.0,888.0,886.0,30194811.0,2132.0,4
965,29698.683333330002,28832.566666659997,29086.316666659997,28856.36666666,937.0,905.0,913.0,893.0,890.0,890.0,54376934.0,828.0,4
970,29299.85,29377.11666666,29176.816666659997,28991.36666666,936.0,909.0,913.0,885.0,891.0,891.0,59350449.0,3123.0,4
975,29004.083333330003,29133.583333330003,29094.91666666,28686.21666666,937.0,907.0,907.0,891.0,888.0,890.0,21874817.0,2367.0,4
980,29103.8,29284.266666659998,29442.71666666,29098.73333333,937.0,907.0,908.0,884.0,889.0,893.0,44158217.0,643.0,4
985,29925.266666659998,28942.73333333,28763.8,29598.2,934.0,910.0,907.0,883.0,888.0,892.0,44158217.0,643.0,4
990,27731.25,29655.78333333,29142.55,27438.85,935.0,912.0,910.0,888.0,903.0,910.0,22987599.0,2517.0,4
995,26973.41666666,28245.46666666,27102.816666659997,26594.21666666,936.0,914.0,913.0,886.0,942.0,947.0,34305996.0,1710.0,4
1000,28434.16666666,26813.66666666,27452.21666666,29302.45,940.0,912.0,917.0,886.0,916.0,921.0,49368366.0,781.0,4
1005,28372.15,28255.2,28678.16666666,26923.46666666,900.0,909.0,916.0,841.0,915.0,920.0,49368366.0,781.0,4
1010,25472.46666666,27775.633333330003,26984.333333330003,25183.78333333,821.0,913.0,836.0,762.0,906.0,911.0,49368366.0,781.0,4
1015,,24909.833333330003,,,,920.0,,,,,49368366.0,781.0,1
1020,,,,,,,,,,,49368366.0,781.0,0
1025,,,,0.0,,,,1000.0,,,49368366.0,781.0,1
1030,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,49368366.0,781.0,4
1035,1056.2833333333,791.0333333333,2384.3,3339.21666667,1000.0,80.0,0.0,0.0,0.0,0.0,8348554.0,757.0,4
1040,1056.2833333333,3974.56666667,5333.93333333,5296.01666667,698.0,381.0,323.0,309.0,214.0,215.0,23983131.0,1083.0,4
1045,4263.1,6921.65,7524.7,8294.033333329999,778.0,549.0,521.0,491.0,342.0,314.0,59422095.0,864.0,4
1050,6963.15,8317.83333333,9574.93333333,9506.533333329999,824.0,651.0,613.0,597.0,453.0,435.0,81370532.0,1162.0,4
1055,8511.43333333,10976.01666666,11603.116666659998,12500.85,863.0,693.0,672.0,641.0,576.0,575.0,33204711.0,2372.0,4
1060,11034.7,12588.5,13892.766666659998,13814.616666659998,877.0,733.0,701.0,695.0,606.0,598.0,44810644.0,1601.0,4
1065,13157.883333329999,15043.73333333,15494.06666666,15703.41666666,886.0,742.0,728.0,715.0,672.0,662.0,70130216.0,824.0,4
1070,,,,,,,,,,,27518182.0,691.0,0
1075,,,,,,,,,,,,,0
