,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
1737800810000,9.0,21.0,,,,1.0,0.0,0.0,10.0,1.0,,,,0.0,9.0,9.0,2304000.0,75.0,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737800815000,0.0,2.0,,,,0.0,0.0,0.0,2.0,0.0,,,,0.0,0.0,0.0,0.0,120.0,,,,642.0,-9.223372036854775e+18,-9.223372036854775e+18
1737800820000,,,,,,,,,,,,,,,,,,,,,,,,
1737800840000,1.0,14.0,0.0,,,0.0,0.0,0.0,5.0,0.0,1.0,,,0.0,1.0,9.0,76.0,44.0,0.0,,,789.0,-9.223372036854775e+18,-9.223372036854775e+18
1737800845000,7.0,18.0,3.0,,,0.0,0.0,0.0,10.0,0.0,0.0,,,0.0,7.0,9.0,29.0,96.0,31.0,,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737800850000,9.0,19.0,19.0,,,1.0,0.0,0.0,10.0,1.0,0.0,,,0.0,9.0,9.0,119781000.0,95.0,31.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737800855000,9.0,19.0,19.0,,,1.0,0.0,0.0,10.0,1.0,1.0,,,0.0,9.0,9.0,54684000.0,72.0,76.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737800860000,9.0,19.0,19.0,,,1.0,0.0,0.0,10.0,1.0,1.0,,,0.0,9.0,9.0,9.0,83.0,109.0,,,409.0,-9.223372036854775e+18,-9.223372036854775e+18
1737800865000,1.0,12.0,12.0,,,0.0,0.0,0.0,5.0,0.0,1.0,,,0.0,1.0,10.0,0.0,130.0,30.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737800870000,9.0,14.0,19.0,,,0.0,0.0,0.0,11.0,0.0,1.0,,,0.0,9.0,1.0,0.0,96.0,301.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737800875000,9.0,19.0,19.0,,,1.0,0.0,0.0,11.0,1.0,0.0,,,0.0,9.0,9.0,6786000.0,1986.0,565.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737800880000,9.0,19.0,19.0,,,2.0,0.0,0.0,10.0,2.0,1.0,,,0.0,9.0,9.0,2304000.0,58.0,539.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737800885000,9.0,19.0,16.0,,,1.0,0.0,0.0,10.0,1.0,1.0,,,0.0,9.0,9.0,4527000.0,151.0,86.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737800890000,9.0,18.0,19.0,,,1.0,0.0,0.0,10.0,1.0,1.0,,,0.0,9.0,9.0,1.0,95.0,13.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737800895000,1.0,9.0,19.0,,,0.0,0.0,0.0,5.0,0.0,1.0,,,0.0,1.0,8.0,0.0,31.0,78.0,,,1.0,-9.223372036854775e+18,-9.223372036854775e+18
1737800900000,9.0,19.0,15.0,,,1.0,0.0,0.0,10.0,1.0,0.0,,,0.0,9.0,9.0,2304000.0,55.0,13.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737800905000,9.0,19.0,0.0,,,1.0,0.0,0.0,10.0,1.0,0.0,,,0.0,9.0,9.0,2304000.0,349.0,2023.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737800910000,9.0,19.0,19.0,,,1.0,0.0,0.0,10.0,1.0,1.0,,,0.0,9.0,9.0,2304000.0,86.0,51.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737800915000,9.0,17.0,19.0,,,1.0,0.0,0.0,11.0,1.0,1.0,,,0.0,9.0,9.0,4212000.0,714.0,84.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737800920000,1.0,18.0,19.0,,,0.0,0.0,0.0,10.0,0.0,1.0,,,0.0,1.0,9.0,0.0,72.0,128.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737800925000,9.0,20.0,19.0,,,1.0,0.0,0.0,11.0,1.0,1.0,,,0.0,9.0,9.0,2304000.0,79.0,82.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737800930000,9.0,19.0,0.0,,,1.0,0.0,0.0,10.0,1.0,0.0,,,0.0,9.0,9.0,2304000.0,361.0,13.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737800935000,9.0,18.0,18.0,,,1.0,0.0,0.0,10.0,1.0,1.0,,,0.0,9.0,9.0,2511000.0,91.0,737.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737800940000,9.0,18.0,19.0,,,1.0,0.0,0.0,11.0,1.0,1.0,,,0.0,9.0,9.0,2304000.0,176.0,71.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737800945000,9.0,18.0,19.0,,,0.0,0.0,0.0,11.0,0.0,1.0,,,0.0,9.0,9.0,3150000.0,1223.0,30.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737800950000,9.0,19.0,19.0,,,2.0,0.0,0.0,10.0,1.0,0.0,,,0.0,9.0,9.0,4428000.0,72.0,118.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737800955000,9.0,19.0,19.0,,,1.0,0.0,0.0,10.0,1.0,1.0,,,0.0,9.0,9.0,2304000.0,87.0,77.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737800960000,9.0,17.0,19.0,,,1.0,0.0,0.0,10.0,1.0,1.0,,,0.0,9.0,9.0,2304000.0,52.0,78.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737800965000,9.0,19.0,19.0,,,1.0,0.0,0.0,10.0,1.0,1.0,,,0.0,9.0,9.0,5040000.0,201.0,52.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737800970000,9.0,18.0,19.0,,,0.0,0.0,0.0,11.0,0.0,1.0,,,0.0,9.0,9.0,0.0,87.0,13.0,,,277.0,-9.223372036854775e+18,-9.223372036854775e+18
1737800975000,10.0,7.0,22.0,,,0.0,0.0,0.0,7.0,0.0,1.0,,,0.0,10.0,1.0,0.0,343.0,54.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737800980000,9.0,19.0,1.0,,,1.0,0.0,0.0,10.0,1.0,0.0,,,0.0,9.0,9.0,2304000.0,62.0,12.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737800985000,9.0,14.0,19.0,,,1.0,0.0,0.0,12.0,1.0,1.0,,,0.0,9.0,9.0,2304000.0,83.0,78.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737800990000,9.0,19.0,7.0,,,2.0,0.0,0.0,10.0,2.0,1.0,,,0.0,9.0,9.0,2304000.0,105.0,58.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737800995000,9.0,19.0,19.0,,,1.0,0.0,0.0,10.0,2.0,1.0,,,0.0,9.0,9.0,3438000.0,82.0,64.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737801000000,1.0,10.0,19.0,,,0.0,0.0,0.0,7.0,0.0,1.0,,,0.0,1.0,9.0,0.0,33.0,69.0,,,277.0,-9.223372036854775e+18,-9.223372036854775e+18
1737801005000,9.0,12.0,19.0,,,0.0,0.0,0.0,12.0,0.0,1.0,,,0.0,9.0,9.0,1.0,1934.0,84.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737801010000,9.0,17.0,19.0,,,0.0,0.0,0.0,10.0,0.0,1.0,,,0.0,9.0,10.0,0.0,82.0,40.0,,,409.0,-9.223372036854775e+18,-9.223372036854775e+18
1737801015000,9.0,19.0,18.0,,,0.0,0.0,0.0,11.0,0.0,0.0,,,0.0,9.0,9.0,0.0,12.0,13.0,,,277.0,-9.223372036854775e+18,-9.223372036854775e+18
1737801020000,9.0,19.0,19.0,,,1.0,0.0,0.0,10.0,1.0,1.0,,,0.0,9.0,9.0,6525000.0,83.0,67.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737801025000,1.0,8.0,19.0,,,0.0,0.0,0.0,5.0,0.0,1.0,,,0.0,1.0,1.0,0.0,229.0,75.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737801030000,9.0,19.0,19.0,,,1.0,0.0,0.0,10.0,1.0,1.0,,,0.0,9.0,9.0,2304000.0,76.0,47.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737801035000,9.0,19.0,0.0,,,1.0,0.0,0.0,10.0,1.0,0.0,,,0.0,9.0,9.0,2304000.0,87.0,24.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737801040000,9.0,19.0,17.0,,,1.0,0.0,0.0,10.0,1.0,1.0,,,0.0,9.0,9.0,2547000.0,15.0,23.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737801045000,9.0,19.0,19.0,,,1.0,0.0,0.0,10.0,1.0,1.0,,,0.0,9.0,9.0,4662000.0,61.0,14.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737801050000,8.0,13.0,19.0,,,0.0,0.0,0.0,6.0,0.0,1.0,,,0.0,8.0,9.0,0.0,82.0,73.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737801055000,9.0,8.0,19.0,,,0.0,0.0,0.0,13.0,0.0,1.0,,,0.0,9.0,9.0,2304000.0,6763.0,39.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737801060000,9.0,19.0,19.0,,,1.0,0.0,0.0,10.0,1.0,0.0,,,0.0,9.0,9.0,2304000.0,38.0,113.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737801065000,9.0,19.0,19.0,,,1.0,0.0,0.0,11.0,1.0,1.0,,,0.0,9.0,9.0,2457000.0,118.0,8343.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737801070000,9.0,18.0,19.0,,,1.0,0.0,0.0,10.0,1.0,1.0,,,0.0,9.0,9.0,2304000.0,95.0,67.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737801075000,9.0,19.0,19.0,,,1.0,0.0,0.0,10.0,1.0,1.0,,,0.0,9.0,9.0,2304000.0,95.0,40.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737801080000,1.0,12.0,19.0,,,0.0,0.0,0.0,9.0,0.0,1.0,,,0.0,1.0,1.0,0.0,75.0,53.0,,,642.0,-9.223372036854775e+18,-9.223372036854775e+18
1737801085000,0.0,4.0,19.0,,,1.0,0.0,0.0,2.0,1.0,0.0,,,0.0,0.0,0.0,0.0,1770.0,46.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737801090000,,,5.0,,,,,,,,1.0,,,,,,,,1845.0,,,,,
1737801120000,9.0,8.0,0.0,0.0,,0.0,0.0,0.0,14.0,0.0,0.0,0.0,,0.0,9.0,9.0,123.0,53.0,45.0,24.0,,98.0,-9.223372036854775e+18,-9.223372036854775e+18
1737801125000,2.0,8.0,10.0,19.0,,0.0,0.0,0.0,4.0,0.0,0.0,1.0,,0.0,1.0,1.0,2.0,126.0,100.0,20.0,,165.0,-9.223372036854775e+18,-9.223372036854775e+18
1737801130000,9.0,20.0,0.0,17.0,,4.0,0.0,0.0,12.0,1.0,1.0,1.0,,0.0,9.0,9.0,185328000.0,21.0,25.0,3091.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737801135000,9.0,19.0,0.0,0.0,,1.0,0.0,0.0,12.0,1.0,0.0,0.0,,0.0,9.0,9.0,69912000.0,70.0,13.0,18.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737801140000,9.0,20.0,18.0,1.0,,4.0,0.0,0.0,12.0,1.0,1.0,0.0,,0.0,9.0,9.0,21753000.0,28.0,67.0,31.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737801145000,9.0,20.0,19.0,0.0,,1.0,0.0,0.0,12.0,1.0,2.0,0.0,,0.0,9.0,9.0,9891000.0,60.0,20.0,20.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737801150000,9.0,20.0,19.0,9.0,,0.0,0.0,0.0,12.0,0.0,0.0,0.0,,0.0,9.0,9.0,1.0,60.0,148255.0,44.0,,164.0,-9.223372036854775e+18,-9.223372036854775e+18
1737801155000,9.0,20.0,9.0,20.0,,1.0,0.0,0.0,12.0,1.0,0.0,1.0,,0.0,9.0,9.0,12474000.0,75.0,68.0,80.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737801160000,9.0,20.0,20.0,20.0,,1.0,0.0,0.0,12.0,1.0,1.0,1.0,,0.0,9.0,9.0,3843000.0,25.0,53.0,50.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737801165000,1.0,15.0,20.0,19.0,,0.0,0.0,0.0,9.0,0.0,1.0,1.0,,0.0,1.0,9.0,0.0,481.0,11.0,16.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737801170000,9.0,19.0,19.0,19.0,,1.0,0.0,0.0,12.0,1.0,1.0,1.0,,0.0,9.0,9.0,0.0,33.0,15.0,20.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737801175000,9.0,19.0,0.0,0.0,,2.0,0.0,0.0,13.0,1.0,0.0,1.0,,0.0,9.0,9.0,3177000.0,78.0,25.0,24.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737801180000,9.0,20.0,0.0,2.0,,1.0,0.0,0.0,12.0,1.0,0.0,0.0,,0.0,9.0,9.0,2844000.0,80.0,18.0,48.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737801185000,9.0,19.0,11.0,2.0,,1.0,0.0,0.0,12.0,1.0,0.0,2.0,,0.0,9.0,9.0,2304000.0,22.0,38.0,10.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737801190000,9.0,19.0,18.0,19.0,,1.0,0.0,0.0,12.0,1.0,2.0,1.0,,0.0,9.0,9.0,2304000.0,57.0,33.0,34.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737801195000,1.0,10.0,19.0,19.0,,0.0,0.0,0.0,5.0,0.0,1.0,1.0,,0.0,1.0,1.0,0.0,419.0,49.0,57.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737801200000,1.0,16.0,19.0,19.0,,0.0,0.0,0.0,11.0,0.0,1.0,1.0,,0.0,1.0,9.0,0.0,874.0,74.0,19.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
