,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737229595000,0.0
1737229600000,901.7833333333
1737229605000,2195.6166666666
1737229610000,5842.566666670001
1737229615000,10944.133333329999
1737229620000,16561.8
1737229625000,21555.41666666
1737229630000,21555.41666666
1737229635000,23891.183333330002
1737229640000,28713.3
1737229645000,28713.3
1737229650000,32527.98333333
1737229655000,35079.7
1737229660000,34177.91666666
1737229665000,38912.483333330005
1737229670000,35265.53333333
1737229675000,35827.63333333
1737229680000,30209.96666666
1737229685000,28579.23333333
1737229690000,31331.28333333
1737229695000,29545.766666659998
1737229700000,29982.98333333
1737229705000,35921.26666666
1737229710000,32106.583333330003
1737229715000,33213.9
1737229720000,35336.43333333
1737229725000,30684.583333330003
1737229730000,35028.33333333
1737229735000,29633.8
1737229740000,35310.233333330005
1737229745000,31947.35
1737229750000,34866.58333333
1737229755000,34316.33333333
1737229760000,30748.4
1737229765000,30519.16666666
1737229770000,36942.66666666
1737229775000,33283.63333333
1737229780000,36388.6
1737229785000,35583.41666666
1737229790000,33130.93333333
1737229795000,36200.93333333
1737229800000,31557.833333330003
1737229805000,36543.966666659995
1737229810000,30872.683333330002
1737229815000,36446.05
1737229820000,34754.65
1737229825000,30230.98333333
1737229830000,30438.433333330002
1737229835000,36473.85
1737229840000,
