,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737229600000,418.0
1737229605000,304.0
1737229610000,330.0
1737229615000,495.0
1737229620000,596.0
1737229625000,664.0
1737229630000,712.0
1737229635000,748.0
1737229640000,776.0
1737229645000,798.0
1737229650000,817.0
1737229655000,832.0
1737229660000,881.0
1737229665000,948.0
1737229670000,1000.0
1737229675000,1000.0
1737229680000,1000.0
1737229685000,1000.0
1737229690000,1000.0
1737229695000,1000.0
1737229700000,1000.0
1737229705000,1000.0
1737229710000,1000.0
1737229715000,1000.0
1737229720000,1000.0
1737229725000,1000.0
1737229730000,1000.0
1737229735000,1000.0
1737229740000,1000.0
1737229745000,1000.0
1737229750000,1000.0
1737229755000,1000.0
1737229760000,1000.0
1737229765000,1000.0
1737229770000,1000.0
1737229775000,1000.0
1737229780000,1000.0
1737229785000,1000.0
1737229790000,1000.0
1737229795000,1000.0
1737229800000,1000.0
1737229805000,1000.0
1737229810000,1000.0
1737229815000,1000.0
1737229820000,1000.0
1737229825000,1000.0
1737229830000,1000.0
1737229835000,1000.0
1737229840000,
