,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737213370000,0.0
1737213375000,598.6333333333
1737213380000,2667.55
1737213385000,5907.85
1737213390000,9591.68333333
1737213395000,16698.16666666
1737213400000,21641.71666666
1737213405000,21641.71666666
1737213410000,27274.266666659998
1737213415000,27274.266666659998
1737213420000,27274.266666659998
1737213425000,31440.91666666
1737213430000,33125.7
1737213435000,32527.066666659997
1737213440000,36018.45
1737213445000,32778.15
1737213450000,32144.5
1737213455000,28456.516666659998
1737213460000,23512.96666666
1737213465000,28383.25
1737213470000,25424.23333333
1737213475000,31125.48333333
1737213480000,37027.08333333
1737213485000,38420.966666659995
1737213490000,39526.983333330005
1737213495000,42856.61666666
1737213500000,37296.31666666
1737213505000,43318.1
1737213510000,40267.91666666
1737213515000,39351.61666666
1737213520000,42185.26666666
1737213525000,37656.91666666
1737213530000,35788.38333333
1737213535000,32666.73333333
1737213540000,34251.16666666
1737213545000,36059.5
1737213550000,40148.6
1737213555000,41295.53333333
1737213560000,47720.85
1737213565000,42845.76666666
1737213570000,46543.75
1737213575000,46022.38333333
1737213580000,43535.38333333
1737213585000,48692.116666660004
1737213590000,47887.116666660004
1737213595000,45885.966666659995
1737213600000,38399.93333333
1737213605000,33329.03333333
1737213610000,33575.16666666
1737213615000,
