Parallelism,Mean,StdErr,Predictions
0,0.0,0.0,
1,13427.8482558112,441.411843342359,
2,26194.666858231525,858.0621502394567,27690.0
3,34715.7146739047,1168.4826121059466,47223.0
4,43615.526162779715,1321.1738993561962,52546.0
5,53544.89230767837,1894.0081173470514,60519.0
6,62533.73759688104,2078.4539890236774,78376.0
7,59678.40639532881,1912.8352068836832,84810.0
