,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737233175000,1000.0
1737233180000,1000.0
1737233185000,0.0
1737233190000,0.0
1737233195000,195.0
1737233200000,397.0
1737233205000,517.0
1737233210000,598.0
1737233215000,655.0
1737233220000,699.0
1737233225000,732.0
1737233230000,759.0
1737233235000,781.0
1737233240000,799.0
1737233245000,904.0
1737233250000,985.0
1737233255000,1000.0
1737233260000,1000.0
1737233265000,1000.0
1737233270000,1000.0
1737233275000,1000.0
1737233280000,1000.0
1737233285000,1000.0
1737233290000,1000.0
1737233295000,1000.0
1737233300000,1000.0
1737233305000,1000.0
1737233310000,1000.0
1737233315000,1000.0
1737233320000,1000.0
1737233325000,1000.0
1737233330000,1000.0
1737233335000,1000.0
1737233340000,1000.0
1737233345000,1000.0
1737233350000,1000.0
1737233355000,1000.0
1737233360000,1000.0
1737233365000,1000.0
1737233370000,1000.0
1737233375000,1000.0
1737233380000,1000.0
1737233385000,1000.0
1737233390000,1000.0
1737233395000,1000.0
1737233400000,1000.0
1737233405000,1000.0
1737233410000,1000.0
1737233415000,
