Timestamp,flink_jobmanager_job_lastCheckpointSize
0,1430174.0
5,1430174.0
10,3214127.0
15,3692840.0
20,8608075.0
25,13996904.0
30,18615579.0
35,9070746.0
40,18288702.0
45,22407959.0
50,9811177.0
55,14959397.0
60,23071647.0
65,10109868.0
70,15383066.0
75,21466846.0
80,8901348.0
85,15360139.0
90,19408324.0
95,25272382.0
420,8441521.0
425,8441521.0
430,11671638.0
435,5338695.0
440,14834659.0
445,15643448.0
450,10840483.0
455,19048229.0
460,24054444.0
465,16528487.0
470,23250128.0
475,30988818.0
480,22603608.0
485,32065506.0
490,39309863.0
495,46279146.0
500,30618691.0
505,44602153.0
510,53208608.0
515,39263157.0
520,44345803.0
525,60550084.0
530,48981212.0
535,57026082.0
540,62740295.0
545,71370256.0
550,61588390.0
555,66629636.0
560,74449697.0
565,67636276.0
570,74410574.0
575,77969721.0
580,77292703.0
585,78053666.0
590,82850985.0
595,77844240.0
600,77649186.0
605,89801402.0
610,83613943.0
615,83870127.0
620,88597554.0
625,88597554.0
630,88597554.0
635,88597554.0
640,88597554.0
645,62787926.0
650,63659797.0
655,6475345.0
660,6675608.0
665,13330758.0
670,12795211.0
675,20913354.0
680,29129273.0
685,24700524.0
690,33443566.0
695,40874256.0
700,31830227.0
705,40541095.0
710,49246722.0
715,45174093.0
720,46989682.0
725,56765881.0
730,53148828.0
735,48270023.0
740,63001603.0
745,63682425.0
750,57242449.0
755,63352236.0
760,71616808.0
765,63527604.0
770,70543344.0
775,78473683.0
780,75844936.0
785,76587735.0
790,81487710.0
795,80788956.0
800,76875119.0
805,76875119.0
810,
855,-1.0
860,-1.0
865,-1.0
870,-1.0
875,-1.0
880,-1.0
885,-1.0
890,-1.0
895,-1.0
900,125307284.0
905,101312816.0
910,28836758.0
915,26832984.0
920,28833453.0
925,28291959.0
930,28762958.0
935,33027585.0
940,26314138.0
945,24591198.0
950,25242122.0
955,25533296.0
960,21251841.0
965,27378576.0
970,23582479.0
975,18296216.0
980,25649320.0
985,18168232.0
990,11401657.0
995,19413184.0
1000,30748153.0
1005,28954321.0
1010,30757051.0
1015,43095448.0
1020,42269494.0
1025,25525768.0
1030,38647969.0
1035,40880372.0
1040,34082437.0
1045,38155239.0
1050,51476405.0
1055,40880768.0
1060,43127773.0
1065,57451711.0
1070,46175539.0
1075,48315980.0
1080,58739241.0
1085,47824237.0
1090,49848312.0
1095,63488960.0
1100,66248584.0
1105,59397102.0
1110,73394597.0
1115,75491760.0
1120,66088222.0
1125,68172571.0
1130,80408090.0
1135,72669579.0
1140,75610292.0
1145,84465821.0
1150,74587046.0
1155,75258295.0
1160,86540058.0
1165,87421230.0
1170,75065007.0
1175,89001369.0
1180,88220313.0
1185,77268137.0
1190,92253420.0
1195,93493397.0
1200,83906810.0
1205,82656116.0
1210,95340402.0
1215,96875252.0
1220,96875252.0
1225,96875252.0
1230,96875252.0
1235,100869116.0
1240,29177269.0
1245,19222303.0
1250,24187050.0
1255,
1310,-1.0
1315,13906407.0
1320,15193192.0
1325,17614498.0
1330,19615849.0
1335,23216950.0
1340,31094667.0
1345,25377326.0
1350,32727727.0
1355,39253871.0
1360,17817263.0
1365,26074843.0
1370,33177962.0
1375,27792285.0
1380,19650663.0
1385,28861739.0
1390,31170676.0
1395,41393230.0
1400,56503930.0
1405,71919961.0
1410,48895803.0
1415,55653582.0
1420,69950887.0
1425,22858317.0
1430,39108226.0
1435,55569599.0
1440,39771368.0
1445,51161331.0
1450,62699915.0
1455,48312016.0
1460,60908438.0
1465,72390534.0
1470,82142373.0
1475,50623687.0
1480,74529709.0
1485,85258926.0
1490,54292952.0
1495,65615799.0
1500,77269901.0
1505,56724171.0
1510,69041839.0
1515,80086868.0
1520,60154222.0
1525,71276699.0
1530,82105428.0
1535,66310889.0
1540,78326647.0
1545,90154437.0
1550,101284190.0
1555,70328318.0
1560,95843316.0
1565,106746270.0
1570,78615618.0
1575,92133291.0
1580,103871834.0
1585,85749209.0
1590,97650094.0
1595,109319625.0
1600,90722865.0
1605,103537493.0
1610,103537493.0
1615,103537493.0
1620,141814635.0
1625,25759488.0
1630,36941100.0
1635,38824099.0
1640,55033484.0
1645,67224321.0
1650,50070086.0
1655,68425285.0
1660,82543328.0
1665,61588233.0
1670,75298205.0
1675,87023511.0
1680,65887937.0
1685,78545843.0
1690,90076583.0
1695,96759297.0
1700,71916195.0
1705,
1755,-1.0
1760,-1.0
1765,-1.0
1770,-1.0
1775,75607461.0
1780,80139270.0
1785,89592975.0
1790,60145180.0
1795,72955506.0
1800,80861474.0
1805,80861474.0
1810,95137350.0
1815,108227904.0
1820,15235630.0
1825,30507048.0
1830,44526125.0
1835,48163320.0
1840,58042568.0
1845,76195993.0
1850,47335513.0
1855,74072316.0
1860,86316223.0
1865,48706973.0
1870,61092222.0
1875,72849586.0
1880,51130027.0
1885,63749267.0
1890,75302830.0
1895,51660211.0
1900,64273769.0
1905,76587458.0
1910,88271687.0
1915,61712335.0
1920,74315264.0
1925,85947552.0
1930,49861600.0
1935,74341502.0
1940,86142013.0
1945,49753359.0
1950,61838517.0
1955,73084358.0
1960,50900695.0
1965,63665390.0
1970,75402046.0
1975,54384126.0
1980,67102089.0
