,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond
,0,1,2,3,4,5,6
Timestamp,,,,,,,
1709759275000,1135.9166666666,,,,,,
1709759280000,2579.2333333333,,,,,,
1709759285000,4776.86666667,,,,,,
1709759290000,8307.13333333,,,,,,
1709759295000,10783.78333333,,,,,,
1709759300000,13138.75,,,,,,
1709759305000,15659.35,,,,,,
1709759310000,18841.95,,,,,,
1709759315000,20560.78333333,,,,,,
1709759320000,22135.78333333,,,,,,
1709759325000,25512.13333333,,,,,,
1709759330000,28741.8,,,,,,
1709759335000,30481.78333333,,,,,,
1709759340000,32629.23333333,,,,,,
1709759345000,33544.5,,,,,,
1709759350000,32365.45,,,,,,
1709759355000,33432.91666666,,,,,,
1709759360000,33948.08333333,,,,,,
1709759365000,34322.58333333,,,,,,
1709759370000,34648.86666666,,,,,,
1709759690000,806.2833333333,447.4833333333,,,,,
1709759695000,1919.1833333333,986.0333333333,,,,,
1709759700000,3826.31666667,1816.9666666666,,,,,
1709759705000,6488.55,3169.0666666666,,,,,
1709759710000,9958.8,4818.93333333,,,,,
1709759715000,12834.033333329999,6204.2,,,,,
1709759720000,15682.7,7589.15,,,,,
1709759725000,18727.4,9159.633333329999,,,,,
1709759730000,22042.08333333,10633.46666666,,,,,
1709759735000,24193.48333333,11698.93333333,,,,,
1709759740000,27079.41666666,13123.48333333,,,,,
1709759745000,29905.633333330003,14422.883333329999,,,,,
1709759750000,31179.433333330002,15019.516666659998,,,,,
1709759755000,33732.7,16295.1,,,,,
1709759760000,34878.75,16891.266666659998,,,,,
1709759765000,35109.45,16941.65,,,,,
1709759770000,35080.45,17002.65,,,,,
1709759775000,34589.8,16823.7,,,,,
1709759780000,34638.483333330005,16849.38333333,,,,,
1709759785000,34353.63333333,16499.766666659998,,,,,
1709759790000,34486.75,16813.58333333,,,,,
1709759795000,35379.33333333,17156.85,,,,,
1709759800000,34164.06666666,16510.3,,,,,
1709759805000,34368.41666666,16751.2,,,,,
1709759810000,36028.03333333,17482.68333333,,,,,
1709759815000,33862.733333330005,16524.13333333,,,,,
1709759820000,33280.0,16172.616666659998,,,,,
1709759825000,33071.7,16013.633333329999,,,,,
1709759830000,31542.333333330003,15218.633333329999,,,,,
1709759835000,30787.03333333,14847.116666659998,,,,,
1709759840000,30390.41666666,14603.633333329999,,,,,
1709759845000,29303.816666659997,14140.5,,,,,
1709759850000,27376.183333330002,13044.45,,,,,
1709759855000,26950.5,12906.93333333,,,,,
1709759860000,27379.683333330002,13156.91666666,,,,,
1709759865000,25835.41666666,12281.16666666,,,,,
1709759870000,24535.53333333,11642.85,,,,,
1709759875000,25700.8,11972.45,,,,,
1709759880000,24400.8,11606.383333329999,,,,,
1709759885000,23722.36666666,11388.383333329999,,,,,
1709759890000,22611.58333333,10723.25,,,,,
1709759895000,20982.3,9888.45,,,,,
1709759900000,18481.566666659997,8721.3,,,,,
1709759905000,16808.316666659997,7963.56666666,,,,,
1709759910000,15288.15,7271.96666666,,,,,
1709759915000,12669.85,6118.16666667,,,,,
1709759920000,12145.31666666,5703.7,,,,,
1709759925000,12095.18333333,5804.383333329999,,,,,
1709759930000,12945.23333333,6230.566666670001,,,,,
1709759935000,13395.93333333,6709.2,,,,,
1709759940000,15045.68333333,7496.76666666,,,,,
1709759945000,17256.91666666,8555.35,,,,,
1709759950000,19316.95,9691.533333329999,,,,,
1709759955000,22535.766666659998,11300.16666666,,,,,
1709759960000,26514.016666659998,13153.75,,,,,
1709759965000,29990.333333330003,14867.16666666,,,,,
1709759970000,32661.816666659997,16177.93333333,,,,,
1709759975000,36232.11666666,17805.0,,,,,
1709759980000,37630.15,18661.03333333,,,,,
1709759985000,38247.41666666,18809.733333329998,,,,,
1709759990000,38763.55,19091.71666666,,,,,
1709759995000,39209.61666666,19233.15,,,,,
1709760000000,38862.66666666,18866.83333333,,,,,
1709760005000,38074.11666666,18432.233333329998,,,,,
1709760010000,37988.43333333,18363.766666659998,,,,,
1709760015000,37433.13333333,18122.516666659998,,,,,
1709760020000,35956.76666666,17487.83333333,,,,,
1709760025000,35932.8,17387.61666666,,,,,
1709760030000,35454.733333330005,17110.71666666,,,,,
1709760035000,33714.16666666,16298.68333333,,,,,
1709760040000,33239.2,16188.516666659998,,,,,
1709760045000,33701.55,16466.63333333,,,,,
1709760050000,32377.11666666,15750.116666659998,,,,,
1709760055000,30871.633333330003,14907.883333329999,,,,,
1709760060000,30377.66666666,14838.31666666,,,,,
1709760065000,29358.55,14259.266666659998,,,,,
1709760070000,28160.85,13800.266666659998,,,,,
1709760075000,27426.133333330003,13202.466666659999,,,,,
1709760080000,,,,,,,
1709760125000,,,0.0,,,,
1709760130000,0.0,0.0,0.0,,,,
1709760135000,0.0,0.0,1.95,,,,
1709760140000,13.383333333333,7.616666666666,1.95,,,,
1709760145000,13.383333333333,7.616666666666,1.95,,,,
1709760150000,13.383333333333,7.616666666666,1.95,,,,
1709760155000,13.383333333333,14.283333333333,127.95,,,,
1709760160000,13.383333333333,1114.6333333333,127.95,,,,
1709760165000,160.35,8004.11666666,154.2,,,,
1709760170000,307.2,16787.233333329998,293.55,,,,
1709760175000,578.2,20667.016666659998,669.85,,,,
1709760180000,1053.0166666666,24611.266666659998,1070.2,,,,
1709760185000,1610.9333333332997,30088.86666666,1610.3166666666,,,,
1709760190000,2467.15,32639.23333333,2414.5833333333,,,,
1709760195000,3198.7833333332997,35674.45,3063.8,,,,
1709760200000,4331.31666667,37261.88333333,4197.06666667,,,,
1709760205000,5026.35,39854.4,4889.33333333,,,,
1709760210000,6354.53333333,42020.81666666,6093.91666667,,,,
1709760215000,7166.75,44698.233333330005,6703.183333329999,,,,
1709760220000,8198.26666666,45429.733333330005,7744.5,,,,
1709760225000,9214.08333333,41045.91666666,8878.96666666,,,,
1709760230000,10470.75,34524.716666659995,10039.75,,,,
1709760235000,11567.133333329999,33661.33333333,10931.76666666,,,,
1709760240000,12297.45,32665.86666666,11837.31666666,,,,
1709760245000,13626.383333329999,30104.516666659998,13023.23333333,,,,
1709760250000,14235.73333333,31238.583333330003,13599.93333333,,,,
1709760255000,14756.73333333,31052.183333330002,14149.616666659998,,,,
1709760260000,15478.866666659998,32113.133333330003,14786.133333329999,,,,
1709760265000,16718.066666659997,33243.3,16085.25,,,,
1709760270000,17266.43333333,36830.93333333,16565.3,,,,
1709760275000,17766.7,39546.05,17203.5,,,,
1709760280000,18520.1,42234.716666659995,17757.96666666,,,,
1709760285000,18530.91666666,44528.03333333,17709.483333329998,,,,
1709760290000,18266.71666666,45303.25,17514.85,,,,
1709760295000,18386.38333333,47866.38333333,17673.78333333,,,,
1709760300000,19206.6,50301.95,18310.85,,,,
1709760305000,19077.6,51802.6,18281.53333333,,,,
1709760310000,19735.65,53620.5,18923.63333333,,,,
1709760315000,20017.11666666,57065.3,19194.61666666,,,,
1709760320000,19481.316666659997,58474.16666666001,18817.53333333,,,,
1709760325000,19367.03333333,59058.733333330005,18376.18333333,,,,
1709760330000,19162.816666659997,58858.16666666001,18374.983333329998,,,,
1709760335000,19315.16666666,59455.45,18454.316666659997,,,,
1709760340000,18303.71666666,58681.8,17561.75,,,,
1709760345000,18825.75,58880.266666660005,18044.86666666,,,,
1709760350000,19363.18333333,59803.483333330005,18573.2,,,,
1709760355000,18473.1,59348.983333330005,17712.766666659998,,,,
1709760360000,18458.95,58215.88333333,17695.71666666,,,,
1709760365000,18717.0,57854.866666660004,17899.93333333,,,,
