Parallelism,region,"('Throughput_OUT', 'mean')","('Throughput_OUT', 'std')","('Throughput_IN', 'mean')","('Throughput_IN', 'std')",Predictions
1,1,133.0467741935258,104.18103291326973,57656.49999999645,16227.990970925892,
2,1,312.3008333333,34.58792020944267,80153.5933333305,9478.663952135179,
4,1,1219.4249999999618,180.78455401538554,68921.86274509382,10295.280157319543,
5,1,1004.2499999999721,168.8762303892369,110127.63888888528,7496.099831972059,
6,1,1414.0276190475913,220.81793231324502,109476.53428571114,6253.89104241685,
7,1,1544.5036036035187,820.4821983134968,122676.73486486156,38633.99854833604,
