,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737217260000,1000.0
1737217265000,384.0
1737217270000,320.0
1737217275000,317.0
1737217280000,486.0
1737217285000,589.0
1737217290000,658.0
1737217295000,707.0
1737217300000,743.0
1737217305000,772.0
1737217310000,795.0
1737217315000,814.0
1737217320000,829.0
1737217325000,881.0
1737217330000,942.0
1737217335000,1000.0
1737217340000,1000.0
1737217345000,1000.0
1737217350000,1000.0
1737217355000,1000.0
1737217360000,1000.0
1737217365000,1000.0
1737217370000,1000.0
1737217375000,1000.0
1737217380000,1000.0
1737217385000,1000.0
1737217390000,1000.0
1737217395000,1000.0
1737217400000,1000.0
1737217405000,1000.0
1737217410000,1000.0
1737217415000,1000.0
1737217420000,1000.0
1737217425000,1000.0
1737217430000,1000.0
1737217435000,1000.0
1737217440000,1000.0
1737217445000,1000.0
1737217450000,1000.0
1737217455000,1000.0
1737217460000,1000.0
1737217465000,1000.0
1737217470000,1000.0
1737217475000,1000.0
1737217480000,1000.0
1737217485000,1000.0
1737217490000,1000.0
1737217495000,1000.0
1737217500000,1000.0
1737217505000,
