,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737211100000,1000.0
1737211105000,418.0
1737211110000,299.0
1737211115000,204.0
1737211120000,264.0
1737211125000,409.0
1737211130000,508.0
1737211135000,578.0
1737211140000,631.0
1737211145000,672.0
1737211150000,705.0
1737211155000,732.0
1737211160000,754.0
1737211165000,803.0
1737211170000,871.0
1737211175000,953.0
1737211180000,999.0
1737211185000,1000.0
1737211190000,1000.0
1737211195000,1000.0
1737211200000,1000.0
1737211205000,1000.0
1737211210000,1000.0
1737211215000,1000.0
1737211220000,1000.0
1737211225000,1000.0
1737211230000,1000.0
1737211235000,1000.0
1737211240000,1000.0
1737211245000,1000.0
1737211250000,1000.0
1737211255000,1000.0
1737211260000,1000.0
1737211265000,1000.0
1737211270000,1000.0
1737211275000,1000.0
1737211280000,1000.0
1737211285000,1000.0
1737211290000,1000.0
1737211295000,1000.0
1737211300000,1000.0
1737211305000,1000.0
1737211310000,1000.0
1737211315000,1000.0
1737211320000,1000.0
1737211325000,1000.0
1737211330000,1000.0
1737211335000,1000.0
1737211340000,1000.0
1737211345000,
