,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond
1737801085000,31212.633333330003,26559.316666659997,,
1737801090000,,29896.28333333,,
1737801095000,,,,
1737801115000,,,0.0,
1737801120000,0.0,0.0,927.5666666666,
1737801125000,4153.9,0.0,5170.28333333,
1737801130000,7880.25,3948.23333333,7721.7,
1737801135000,9908.75,7114.0,9713.1,
1737801140000,11634.883333329999,9741.98333333,11401.73333333,
1737801145000,14038.616666659998,11436.883333329999,13769.466666659999,
1737801150000,16359.216666659999,13803.633333329999,16863.733333329998,
1737801155000,20842.566666659997,15462.08333333,20480.55,
1737801160000,22751.68333333,20537.733333329998,22775.05,
1737801165000,24908.133333330003,22372.066666659997,25420.266666659998,
1737801170000,27560.933333330002,24478.36666666,27684.53333333,
1737801175000,30592.433333330002,26311.78333333,29964.9,
1737801180000,32506.78333333,30007.73333333,30941.4,
1737801185000,30052.05,31968.083333330003,28348.266666659998,
1737801190000,28597.566666659997,29688.6,28278.5,
1737801195000,28555.6,28783.36666666,29346.66666666,
1737801200000,29329.45,27934.833333330003,29976.41666666,
1737801205000,30022.4,28561.21666666,29848.61666666,
1737801210000,29665.11666666,28923.066666659997,28222.25,
1737801215000,25679.833333330003,29797.23333333,26831.933333330002,
1737801220000,29118.683333330002,25203.05,28276.883333330003,
1737801225000,29204.1,27652.55,29102.53333333,
1737801230000,29273.86666666,28517.833333330003,29402.933333330002,
1737801235000,29616.516666659998,29088.95,29020.766666659998,
1737801240000,29516.73333333,29045.066666659997,28906.03333333,
1737801245000,29677.583333330003,29021.0,29317.28333333,
1737801250000,29563.85,29192.333333330003,30307.16666666,
1737801255000,30690.85,29051.816666659997,29131.03333333,
1737801260000,30955.86666666,29458.61666666,29097.516666659998,
1737801265000,29910.66666666,30734.95,28867.633333330003,
1737801270000,30066.066666659997,30023.816666659997,29713.1,
1737801275000,31627.85,29575.95,30372.1,
1737801280000,28802.883333330003,30882.433333330002,29332.583333330003,
1737801285000,28449.78333333,28767.816666659997,26755.66666666,
1737801290000,29639.46666666,28192.016666659998,28859.35,
1737801295000,30599.883333330003,29371.816666659997,29983.2,
1737801300000,30634.883333330003,30241.933333330002,30273.833333330003,
1737801305000,30743.53333333,30164.96666666,31555.03333333,
1737801310000,31719.8,29984.05,30139.583333330003,
1737801315000,31157.53333333,30415.883333330003,30086.016666659998,
1737801320000,30838.816666659997,31518.3,30183.11666666,
1737801325000,30481.883333330003,30298.25,29865.95,
1737801330000,30224.65,29979.45,30421.833333330003,
1737801335000,31225.98333333,29717.133333330003,30541.66666666,
1737801340000,31656.383333330003,30306.766666659998,29670.5,
1737801345000,31917.71666666,31675.316666659997,30880.4,
1737801350000,29878.45,31384.833333330003,28042.066666659997,
1737801355000,27499.71666666,29652.0,27296.85,
1737801360000,28359.46666666,27033.683333330002,28570.53333333,
1737801365000,30921.8,27851.36666666,28623.0,
1737801370000,,,,
1737801390000,,,,0.0
1737801395000,0.0,0.0,0.0,0.0
1737801400000,5331.38333333,0.0,5068.63333333,6385.25
1737801405000,8400.3,5233.6,6811.6,8317.96666666
1737801410000,10065.76666666,8348.6,9525.76666666,11272.05
1737801415000,12592.133333329999,9595.26666666,11365.73333333,12446.866666659998
1737801420000,14697.3,12524.516666659998,14326.4,15780.4
1737801425000,16663.61666666,14293.06666666,15912.83333333,16481.66666666
1737801430000,20222.71666666,16575.16666666,18194.766666659998,21452.566666659997
1737801435000,22936.46666666,20040.18333333,22067.93333333,23080.133333330003
1737801440000,25413.583333330003,22818.75,24660.21666666,26098.583333330003
1737801445000,27769.03333333,24842.65,26314.583333330003,27526.78333333
1737801450000,30607.25,27623.8,29332.55,30276.1
1737801455000,31941.316666659997,29766.1,30995.0,32188.95
1737801460000,29662.0,31764.016666659998,28117.71666666,28228.61666666
1737801465000,28139.15,29366.8,29365.833333330003,28862.36666666
1737801470000,29109.316666659997,27747.86666666,27946.78333333,27466.583333330003
1737801475000,28635.23333333,29356.73333333,28975.73333333,28861.91666666
1737801480000,28524.566666659997,27722.45,27310.16666666,27217.35
1737801485000,29468.66666666,28687.98333333,28701.516666659998,29149.21666666
1737801490000,27494.28333333,28524.833333330003,28046.71666666,26544.15
1737801495000,27153.86666666,27409.066666659997,26989.7,26462.85
1737801500000,28174.41666666,26997.433333330002,26860.15,27905.1
1737801505000,28615.333333330003,27787.083333330003,29250.66666666,28703.816666659997
1737801510000,28618.55,28451.0,28251.566666659997,28309.91666666
1737801515000,28971.933333330002,28976.083333330003,29333.28333333,29201.683333330002
1737801520000,28819.55,28834.083333330003,28835.766666659998,28516.45
1737801525000,28944.46666666,28863.5,28624.3,28474.016666659998
1737801530000,28993.61666666,28640.86666666,28693.816666659997,28681.5
1737801535000,29698.683333330002,28832.566666659997,29086.316666659997,28856.36666666
1737801540000,29299.85,29377.11666666,29176.816666659997,28991.36666666
1737801545000,29004.083333330003,29133.583333330003,29094.91666666,28686.21666666
1737801550000,29103.8,29284.266666659998,29442.71666666,29098.73333333
1737801555000,29925.266666659998,28942.73333333,28763.8,29598.2
1737801560000,27731.25,29655.78333333,29142.55,27438.85
1737801565000,26973.41666666,28245.46666666,27102.816666659997,26594.21666666
1737801570000,28434.16666666,26813.66666666,27452.21666666,29302.45
1737801575000,28372.15,28255.2,28678.16666666,26923.46666666
1737801580000,25472.46666666,27775.633333330003,26984.333333330003,25183.78333333
1737801585000,,24909.833333330003,,
1737801590000,,,,
1737801595000,,,,0.0
1737801600000,0.0,0.0,0.0,0.0
1737801605000,1056.2833333333,791.0333333333,2384.3,3339.21666667
1737801610000,1056.2833333333,3974.56666667,5333.93333333,5296.01666667
1737801615000,4263.1,6921.65,7524.7,8294.033333329999
1737801620000,6963.15,8317.83333333,9574.93333333,9506.533333329999
1737801625000,8511.43333333,10976.01666666,11603.116666659998,12500.85
1737801630000,11034.7,12588.5,13892.766666659998,13814.616666659998
1737801635000,13157.883333329999,15043.73333333,15494.06666666,15703.41666666
1737801640000,,,,
