Parallelism,Throughput,ThroughputStdErr,BusyTime,BusyTimeStdErr,Predictions
0,0.0,0.0,,,
1,14189.854119846927,473.203255306221,931.7931034482758,19.609836387975626,
2,26649.252621717187,751.8153147874269,881.1516853932584,5.019538925012794,33296.0
3,37948.05962962073,1119.5175935704058,820.262962962963,4.116561267021603,46094.0
4,52830.46957927528,767.9317551485592,796.0788834951456,3.812691264966179,53754.0
5,54231.420108681436,1913.3027240979545,681.8391304347825,8.679743185643149,71292.0
6,60531.544886346346,2046.740903593624,641.1325757575758,4.23756245289042,77386.0
7,65221.545454525665,2046.780821002301,600.5097402597403,5.285902643632555,85784.0
8,60798.087596876285,1784.6551113406679,466.7151162790698,2.4185982320139887,85787.0
