,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737217585000,1000.0
1737217590000,1000.0
1737217595000,0.0
1737217600000,0.0
1737217605000,105.0
1737217610000,329.0
1737217615000,463.0
1737217620000,553.0
1737217625000,617.0
1737217630000,665.0
1737217635000,702.0
1737217640000,732.0
1737217645000,756.0
1737217650000,777.0
1737217655000,881.0
1737217660000,966.0
1737217665000,1000.0
1737217670000,1000.0
1737217675000,1000.0
1737217680000,1000.0
1737217685000,1000.0
1737217690000,1000.0
1737217695000,1000.0
1737217700000,1000.0
1737217705000,1000.0
1737217710000,1000.0
1737217715000,1000.0
1737217720000,1000.0
1737217725000,1000.0
1737217730000,1000.0
1737217735000,1000.0
1737217740000,1000.0
1737217745000,1000.0
1737217750000,1000.0
1737217755000,1000.0
1737217760000,1000.0
1737217765000,1000.0
1737217770000,1000.0
1737217775000,1000.0
1737217780000,1000.0
1737217785000,1000.0
1737217790000,1000.0
1737217795000,1000.0
1737217800000,1000.0
1737217805000,1000.0
1737217810000,1000.0
1737217815000,1000.0
1737217820000,1000.0
1737217825000,
