,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks
,0,1,2,3,4,5,6,7
Timestamp,,,,,,,,
1736807165000,1000.0,,,,,,,
1736807170000,762.0,,,,,,,
1736807175000,881.0,,,,,,,
1736807180000,921.0,,,,,,,
1736807185000,941.0,,,,,,,
1736807190000,953.0,,,,,,,
1736807195000,961.0,,,,,,,
1736807200000,966.0,,,,,,,
1736807205000,971.0,,,,,,,
1736807210000,974.0,,,,,,,
1736807215000,977.0,,,,,,,
1736807220000,979.0,,,,,,,
1736807225000,981.0,,,,,,,
1736807230000,1000.0,,,,,,,
1736807235000,1000.0,,,,,,,
1736807240000,1000.0,,,,,,,
1736807245000,1000.0,,,,,,,
1736807250000,1000.0,,,,,,,
1736807255000,1000.0,,,,,,,
1736807260000,1000.0,,,,,,,
1736807265000,1000.0,,,,,,,
1736807270000,1000.0,,,,,,,
1736807275000,1000.0,,,,,,,
1736807280000,1000.0,,,,,,,
1736807285000,1000.0,,,,,,,
1736807290000,1000.0,,,,,,,
1736807295000,1000.0,,,,,,,
1736807300000,1000.0,,,,,,,
1736807305000,1000.0,,,,,,,
1736807310000,1000.0,,,,,,,
1736807315000,1000.0,,,,,,,
1736807320000,1000.0,,,,,,,
1736807325000,1000.0,,,,,,,
1736807330000,1000.0,,,,,,,
1736807335000,1000.0,,,,,,,
1736807340000,1000.0,,,,,,,
1736807345000,1000.0,,,,,,,
1736807350000,1000.0,,,,,,,
1736807355000,1000.0,,,,,,,
1736807360000,1000.0,,,,,,,
