,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength
,Source:_Source2
,0
Timestamp,
1736807160000,0.0
1736807165000,0.0
1736807170000,9.0
1736807175000,9.0
1736807180000,10.0
1736807185000,9.0
1736807190000,9.0
1736807195000,9.0
1736807200000,9.0
1736807205000,9.0
1736807210000,9.0
1736807215000,6.0
1736807220000,9.0
1736807225000,9.0
1736807230000,9.0
1736807235000,9.0
1736807240000,9.0
1736807245000,1.0
1736807250000,9.0
1736807255000,9.0
1736807260000,9.0
1736807265000,9.0
1736807270000,9.0
1736807275000,10.0
1736807280000,9.0
1736807285000,9.0
1736807290000,9.0
1736807295000,9.0
1736807300000,9.0
1736807305000,8.0
1736807310000,9.0
1736807315000,9.0
1736807320000,9.0
1736807325000,9.0
1736807330000,9.0
1736807335000,9.0
1736807340000,9.0
1736807345000,9.0
1736807350000,9.0
1736807355000,9.0
1736807360000,9.0
1736807365000,9.0
1736807370000,9.0
1736807375000,9.0
1736807380000,9.0
1736807385000,9.0
1736807390000,9.0
1736807395000,9.0
1736807400000,9.0
1736807405000,9.0
1736807410000,0.0
1736807415000,
1736807440000,1.0
1736807445000,1.0
1736807450000,6.0
1736807455000,9.0
1736807460000,9.0
1736807465000,8.0
1736807470000,9.0
1736807475000,9.0
1736807480000,9.0
1736807485000,9.0
1736807490000,9.0
1736807495000,1.0
1736807500000,9.0
1736807505000,9.0
1736807510000,9.0
1736807515000,9.0
1736807520000,9.0
1736807525000,9.0
1736807530000,9.0
1736807535000,1.0
1736807540000,9.0
1736807545000,9.0
1736807550000,9.0
1736807555000,10.0
1736807560000,9.0
1736807565000,9.0
1736807570000,1.0
1736807575000,9.0
1736807580000,9.0
1736807585000,1.0
1736807590000,9.0
1736807595000,9.0
1736807600000,9.0
1736807605000,9.0
1736807610000,1.0
1736807615000,9.0
1736807620000,9.0
1736807625000,9.0
1736807630000,9.0
1736807635000,9.0
1736807640000,9.0
1736807645000,9.0
1736807650000,9.0
1736807655000,9.0
1736807660000,9.0
1736807665000,9.0
1736807670000,0.0
1736807675000,9.0
1736807680000,9.0
1736807685000,9.0
1736807690000,
1736807715000,0.0
1736807720000,1.0
1736807725000,6.0
1736807730000,9.0
1736807735000,9.0
1736807740000,3.0
1736807745000,9.0
1736807750000,9.0
1736807755000,9.0
1736807760000,9.0
1736807765000,9.0
1736807770000,9.0
