Timestamp,"('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 0)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 0)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 1)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 2)",flink_jobmanager_job_lastCheckpointSize,flink_jobmanager_job_lastCheckpointDuration,Parallelism
0,0.0,1000.0,0.0,0.0,113302.0,701.0,1
5,1244.3166666666,606.0,0.0,0.0,3174285.0,452.0,1
10,2349.9666666666,440.0,0.0,0.0,4390068.0,554.0,1
15,7621.633333329999,585.0,177.0,115.0,8834608.0,2446.0,1
20,11140.71666666,689.0,465.0,420.0,20026671.0,1013.0,1
25,16808.35,751.0,547.0,533.0,20026671.0,1013.0,1
30,17684.38333333,793.0,693.0,684.0,18286323.0,603.0,1
35,23889.53333333,823.0,725.0,725.0,18286323.0,603.0,1
40,23889.53333333,845.0,760.0,759.0,14232579.0,476.0,1
45,29711.6,862.0,948.0,946.0,14232579.0,476.0,1
50,29711.6,876.0,953.0,951.0,14232579.0,476.0,1
55,29711.6,887.0,957.0,956.0,14623537.0,817.0,1
60,36912.983333330005,897.0,1000.0,1000.0,14623537.0,817.0,1
65,35668.66666666,930.0,1000.0,1000.0,14623537.0,817.0,1
70,34563.01666666,990.0,1000.0,1000.0,14870389.0,484.0,1
75,36650.61666666,1000.0,1000.0,1000.0,14870389.0,484.0,1
80,33131.53333333,1000.0,1000.0,1000.0,14870389.0,484.0,1
85,27463.9,1000.0,1000.0,1000.0,16171830.0,522.0,1
90,33764.95,1000.0,1000.0,1000.0,16171830.0,522.0,1
95,27559.8,1000.0,1000.0,1000.0,16171830.0,522.0,1
100,27559.8,1000.0,1000.0,1000.0,19742700.0,11120.0,1
105,22690.91666666,1000.0,1000.0,1000.0,6853141.0,332.0,1
110,29603.21666666,1000.0,1000.0,1000.0,19064504.0,1159.0,1
115,34940.3,1000.0,1000.0,1000.0,35767211.0,1142.0,1
120,34936.7,1000.0,1000.0,1000.0,35767211.0,1142.0,1
125,36725.76666666,1000.0,1000.0,1000.0,38890660.0,992.0,1
130,41412.56666666,1000.0,1000.0,1000.0,38890660.0,992.0,1
135,34053.3,1000.0,1000.0,1000.0,27093048.0,673.0,1
140,40462.716666659995,1000.0,1000.0,1000.0,27093048.0,673.0,1
145,40536.233333330005,1000.0,1000.0,1000.0,27093048.0,673.0,1
150,33724.58333333,1000.0,1000.0,1000.0,27360992.0,814.0,1
155,39231.88333333,1000.0,1000.0,1000.0,27360992.0,814.0,1
160,39231.88333333,1000.0,1000.0,1000.0,28785642.0,9151.0,1
165,38910.18333333,1000.0,1000.0,1000.0,28785642.0,9151.0,1
170,31997.883333330003,1000.0,1000.0,1000.0,7563199.0,410.0,1
175,30116.65,1000.0,1000.0,1000.0,10712174.0,1717.0,1
180,30414.25,1000.0,1000.0,1000.0,21558844.0,2259.0,1
185,35875.966666659995,1000.0,1000.0,1000.0,21558844.0,2259.0,1
190,34219.466666659995,1000.0,1000.0,1000.0,23494536.0,827.0,1
195,40080.9,1000.0,1000.0,1000.0,23494536.0,827.0,1
200,33671.483333330005,1000.0,1000.0,1000.0,30179375.0,6543.0,1
205,35240.36666666,1000.0,1000.0,1000.0,39487114.0,1022.0,1
210,38486.5,1000.0,1000.0,1000.0,39487114.0,1022.0,1
215,32979.2,1000.0,1000.0,1000.0,31842788.0,693.0,1
220,37920.68333333,1000.0,1000.0,1000.0,31842788.0,693.0,1
225,38701.66666666,1000.0,1000.0,1000.0,31842788.0,693.0,1
230,38701.66666666,1000.0,1000.0,1000.0,40293931.0,9184.0,1
235,36111.18333333,1000.0,1000.0,1000.0,31231965.0,1679.0,1
240,,,,,24508571.0,648.0,0
245,,,,,,,0
