Parallelism,Throughput,ThroughputStdErr,BusyTime,BusyTimeStdErr,Predictions
0,0.0,0.0,,,
1,13427.8482558112,441.4118433423589,939.5176470588235,18.05171817883888,
2,26194.666858231525,858.0621502394566,871.9022988505748,5.969778111365092,27690.0
3,34715.7146739047,1168.4826121059466,786.1340579710144,6.2218491412580414,47223.0
4,43615.526162779715,1321.1738993561962,715.7470930232558,5.775532195693357,52546.0
5,53544.89230767837,1894.0081173470514,685.254945054945,7.580516446444963,60519.0
6,62533.73759688104,2078.4539890236774,634.0368217054263,9.34233498715175,78376.0
7,59678.40639532881,1912.8352068836832,537.2308970099668,4.311137967900743,84810.0
