Timestamp,"('flink_taskmanager_job_task_numRecordsInPerSecond', 0)","('flink_taskmanager_job_task_numRecordsInPerSecond', 1)","('flink_taskmanager_job_task_numRecordsInPerSecond', 2)","('flink_taskmanager_job_task_numRecordsInPerSecond', 3)","('flink_taskmanager_job_task_numRecordsInPerSecond', 4)","('flink_taskmanager_job_task_numRecordsInPerSecond', 5)","('flink_taskmanager_job_task_numRecordsInPerSecond', 6)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 0)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 1)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 2)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 3)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 4)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 5)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 6)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 2)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 1)",flink_jobmanager_job_lastCheckpointSize,flink_jobmanager_job_lastCheckpointDuration,Parallelism
0,0.0,,,,,,,1000.0,,,,,,,0.0,0.0,-1.0,84.0,1
5,0.0,,,,,,,361.0,,,,,,,0.0,0.0,22446.0,93.0,1
10,0.0,,,,,,,179.0,,,,,,,0.0,0.0,22446.0,1847.0,1
15,91.2333333333,,,,,,,206.0,,,,,,,0.0,0.0,339351.0,1184.0,1
20,766.3166666666,,,,,,,380.0,,,,,,,169.0,100.0,1844611.0,1246.0,1
25,1622.5333333332999,,,,,,,487.0,,,,,,,288.0,156.0,4664191.0,1145.0,1
30,2882.1,,,,,,,568.0,,,,,,,413.0,306.0,4495197.0,1842.0,1
35,4043.93333333,,,,,,,630.0,,,,,,,542.0,445.0,6242408.0,4742.0,1
40,5896.05,,,,,,,676.0,,,,,,,659.0,575.0,8440294.0,1665.0,1
45,6804.9,,,,,,,712.0,,,,,,,741.0,666.0,9690750.0,6445.0,1
50,8372.86666666,,,,,,,741.0,,,,,,,766.0,690.0,5276727.0,1067.0,1
55,9958.35,,,,,,,765.0,,,,,,,841.0,771.0,8808060.0,3944.0,1
60,10092.91666666,,,,,,,784.0,,,,,,,854.0,790.0,10538465.0,941.0,1
65,12059.16666666,,,,,,,838.0,,,,,,,1000.0,945.0,3068329.0,961.0,1
70,12059.16666666,,,,,,,921.0,,,,,,,1000.0,1000.0,6696401.0,961.0,1
75,14039.75,,,,,,,983.0,,,,,,,1000.0,1000.0,6696401.0,806.0,1
80,13867.216666659999,,,,,,,991.0,,,,,,,1000.0,1000.0,2461206.0,806.0,1
85,14885.58333333,,,,,,,998.0,,,,,,,1000.0,1000.0,2461206.0,1242.0,1
90,14484.41666666,,,,,,,1000.0,,,,,,,1000.0,1000.0,8259107.0,2883.0,1
95,14503.266666659998,,,,,,,1000.0,,,,,,,1000.0,1000.0,5354859.0,1042.0,1
100,14633.55,,,,,,,1000.0,,,,,,,1000.0,1000.0,9133118.0,2242.0,1
105,14255.6,,,,,,,1000.0,,,,,,,1000.0,1000.0,11125129.0,885.0,1
110,13891.633333329999,,,,,,,1000.0,,,,,,,1000.0,1000.0,4194219.0,2997.0,1
115,13730.45,,,,,,,1000.0,,,,,,,1000.0,1000.0,6319909.0,2997.0,1
120,15260.0,,,,,,,1000.0,,,,,,,1000.0,1000.0,6319909.0,1502.0,1
125,14242.93333333,,,,,,,1000.0,,,,,,,1000.0,1000.0,10618004.0,957.0,1
130,14954.133333329999,,,,,,,1000.0,,,,,,,1000.0,1000.0,6390169.0,3478.0,1
135,14555.15,,,,,,,1000.0,,,,,,,1000.0,1000.0,9235441.0,3478.0,1
140,15342.3,,,,,,,1000.0,,,,,,,1000.0,1000.0,9235441.0,815.0,1
145,13909.85,,,,,,,1000.0,,,,,,,1000.0,1000.0,2160851.0,933.0,1
150,14422.1,,,,,,,1000.0,,,,,,,1000.0,1000.0,5992277.0,933.0,1
155,14836.83333333,,,,,,,1000.0,,,,,,,1000.0,1000.0,5992277.0,759.0,1
160,13674.66666666,,,,,,,1000.0,,,,,,,1000.0,1000.0,2266028.0,2923.0,1
165,14066.283333329999,,,,,,,1000.0,,,,,,,1000.0,1000.0,4316601.0,1164.0,1
170,14438.98333333,,,,,,,1000.0,,,,,,,1000.0,1000.0,8194808.0,3743.0,1
175,14531.45,,,,,,,1000.0,,,,,,,1000.0,1000.0,3922288.0,845.0,1
180,14561.7,,,,,,,1000.0,,,,,,,1000.0,1000.0,5695031.0,2765.0,1
185,13844.95,,,,,,,1000.0,,,,,,,1000.0,1000.0,7628743.0,559.0,1
190,14767.783333329999,,,,,,,1000.0,,,,,,,1000.0,1000.0,2454532.0,3443.0,1
195,14539.43333333,,,,,,,1000.0,,,,,,,1000.0,1000.0,4282885.0,1042.0,1
200,14956.66666666,,,,,,,1000.0,,,,,,,1000.0,1000.0,6920319.0,2443.0,1
205,14870.966666659999,,,,,,,1000.0,,,,,,,1000.0,1000.0,6372871.0,859.0,1
210,15102.883333329999,,,,,,,1000.0,,,,,,,1000.0,1000.0,4718639.0,3690.0,1
215,15152.98333333,,,,,,,1000.0,,,,,,,1000.0,1000.0,7219539.0,1345.0,1
220,15892.06666666,,,,,,,1000.0,,,,,,,1000.0,1000.0,9593275.0,2822.0,1
225,15338.05,,,,,,,1000.0,,,,,,,1000.0,1000.0,4914854.0,1031.0,1
230,15475.48333333,,,,,,,1000.0,,,,,,,1000.0,1000.0,9866070.0,3850.0,1
235,15436.93333333,,,,,,,1000.0,,,,,,,1000.0,1000.0,12159102.0,841.0,1
240,15598.43333333,,,,,,,1000.0,,,,,,,1000.0,1000.0,3521298.0,1846.0,1
245,16345.766666659998,,,,,,,1000.0,,,,,,,1000.0,1000.0,6244332.0,1380.0,1
250,15383.75,,,,,,,1000.0,,,,,,,1000.0,1000.0,11119140.0,3597.0,1
255,15632.8,,,,,,,1000.0,,,,,,,1000.0,1000.0,5293847.0,843.0,1
260,15779.716666659999,,,,,,,1000.0,,,,,,,1000.0,1000.0,7432555.0,2723.0,1
265,15771.383333329999,,,,,,,1000.0,,,,,,,1000.0,1000.0,10130341.0,730.0,1
270,15723.866666659998,,,,,,,1000.0,,,,,,,1000.0,1000.0,3770237.0,3608.0,1
275,15610.45,,,,,,,1000.0,,,,,,,1000.0,1000.0,6442551.0,1004.0,1
280,15884.75,,,,,,,1000.0,,,,,,,1000.0,1000.0,9137372.0,2859.0,1
285,15838.16666666,,,,,,,1000.0,,,,,,,1000.0,1000.0,11699420.0,957.0,1
290,15588.7,,,,,,,1000.0,,,,,,,1000.0,1000.0,7911138.0,3534.0,1
295,17330.6,,,,,,,1000.0,,,,,,,1000.0,1000.0,13415951.0,1508.0,1
300,17101.066666659997,,,,,,,1000.0,,,,,,,1000.0,1000.0,16691964.0,3222.0,1
305,16215.65,,,,,,,1000.0,,,,,,,1000.0,1000.0,8743604.0,1031.0,1
310,17100.3,,,,,,,1000.0,,,,,,,1000.0,1000.0,13853520.0,1031.0,1
315,17042.9,,,,,,,1000.0,,,,,,,1000.0,1000.0,13853520.0,1066.0,1
320,16137.73333333,,,,,,,1000.0,,,,,,,1000.0,1000.0,6681749.0,1136.0,1
325,16538.53333333,,,,,,,1000.0,,,,,,,1000.0,1000.0,12386239.0,1136.0,1
330,16650.41666666,,,,,,,1000.0,,,,,,,1000.0,1000.0,12386239.0,866.0,1
335,16728.15,,,,,,,1000.0,,,,,,,1000.0,1000.0,8372109.0,2642.0,1
340,14968.383333329999,,,,,,,1000.0,,,,,,,1000.0,1000.0,10220566.0,5841.0,1
345,16505.766666659998,,,,,,,1000.0,,,,,,,1000.0,1000.0,13915364.0,1651.0,1
350,16291.133333329999,,,,,,,1000.0,,,,,,,1000.0,1000.0,15866236.0,1146.0,1
355,13620.9,,,,,,,1000.0,,,,,,,1000.0,1000.0,10059908.0,3941.0,1
360,13531.73333333,,,,,,,1000.0,,,,,,,1000.0,1000.0,13054473.0,1745.0,1
365,15051.383333329999,,,,,,,1000.0,,,,,,,1000.0,1000.0,15448318.0,3141.0,1
370,14312.133333329999,,,,,,,1000.0,,,,,,,1000.0,1000.0,8740428.0,1322.0,1
375,13906.266666659998,,,,,,,1000.0,,,,,,,1000.0,1000.0,14539611.0,1322.0,1
380,14396.033333329999,,,,,,,1000.0,,,,,,,1000.0,1000.0,14539611.0,1262.0,1
385,14913.43333333,,,,,,,1000.0,,,,,,,1000.0,1000.0,7911118.0,1124.0,1
390,13818.0,,,,,,,1000.0,,,,,,,1000.0,1000.0,12231289.0,3807.0,1
395,13676.633333329999,,,,,,,1000.0,,,,,,,1000.0,1000.0,14898754.0,1034.0,1
400,15278.5,,,,,,,1000.0,,,,,,,1000.0,1000.0,7770199.0,1364.0,1
405,13562.383333329999,,,,,,,1000.0,,,,,,,1000.0,1000.0,13036620.0,1364.0,1
410,13882.45,,,,,,,1000.0,,,,,,,1000.0,1000.0,13036620.0,937.0,1
415,14508.216666659999,,,,,,,1000.0,,,,,,,1000.0,1000.0,7805977.0,3165.0,1
420,13552.533333329999,,,,,,,1000.0,,,,,,,1000.0,1000.0,10332903.0,1142.0,1
