Parallelism,Throughput,ThroughputStdErr,BusyTime,BusyTimeStdErr,BackpressureTime,BackpressureTimeStdErr
8,131914.422222195,1111.411560009761,641.3065476190476,2.077454300029289,508.6547619047619,2.8555297080605273
16,220929.512222168,2342.923392264169,534.6625,4.9480434779071265,282.9111111111111,2.7675941724590607
24,230831.81185176957,1672.909029172883,396.1935185185185,1.4176679804055938,131.1,2.2111166945769813
32,264712.08372082654,2044.1665610780653,343.3110465116279,2.6419285232345824,48.96511627906977,2.922719944447552
