,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks
,0,1,2,3,4,5,6,7
Timestamp,,,,,,,,
1736813935000,0.0,,,,,,,
1736813940000,0.0,,,,,,,
1736813945000,1664.0333333333,,,,,,,
1736813950000,2479.9666666666,,,,,,,
1736813955000,4580.01666667,,,,,,,
1736813960000,8922.38333333,,,,,,,
1736813965000,12171.05,,,,,,,
1736813970000,14292.81666666,,,,,,,
1736813975000,14292.81666666,,,,,,,
1736813980000,19306.33333333,,,,,,,
1736813985000,21550.7,,,,,,,
1736813990000,21550.7,,,,,,,
1736813995000,22869.46666666,,,,,,,
1736814000000,28934.98333333,,,,,,,
1736814005000,27270.95,,,,,,,
1736814010000,26455.01666666,,,,,,,
1736814015000,26208.066666659997,,,,,,,
1736814020000,27108.9,,,,,,,
1736814025000,23860.23333333,,,,,,,
1736814030000,21738.46666666,,,,,,,
1736814035000,24186.03333333,,,,,,,
1736814040000,22585.1,,,,,,,
1736814045000,21965.45,,,,,,,
1736814050000,26073.96666666,,,,,,,
1736814055000,26826.11666666,,,,,,,
1736814060000,20845.066666659997,,,,,,,
1736814065000,26718.96666666,,,,,,,
1736814070000,26718.96666666,,,,,,,
1736814075000,26314.1,,,,,,,
1736814080000,25294.566666659997,,,,,,,
1736814085000,25294.566666659997,,,,,,,
1736814090000,29228.433333330002,,,,,,,
1736814095000,28848.133333330003,,,,,,,
1736814100000,25763.85,,,,,,,
1736814105000,26510.083333330003,,,,,,,
1736814110000,25885.683333330002,,,,,,,
1736814115000,25205.2,,,,,,,
