,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks
,0,1,2,3,4,5,6,7
Timestamp,,,,,,,,
1736813935000,1000.0,,,,,,,
1736813940000,1000.0,,,,,,,
1736813945000,765.0,,,,,,,
1736813950000,579.0,,,,,,,
1736813955000,685.0,,,,,,,
1736813960000,764.0,,,,,,,
1736813965000,811.0,,,,,,,
1736813970000,843.0,,,,,,,
1736813975000,865.0,,,,,,,
1736813980000,882.0,,,,,,,
1736813985000,895.0,,,,,,,
1736813990000,906.0,,,,,,,
1736813995000,914.0,,,,,,,
1736814000000,922.0,,,,,,,
1736814005000,941.0,,,,,,,
1736814010000,992.0,,,,,,,
1736814015000,1000.0,,,,,,,
1736814020000,1000.0,,,,,,,
1736814025000,1000.0,,,,,,,
1736814030000,1000.0,,,,,,,
1736814035000,1000.0,,,,,,,
1736814040000,1000.0,,,,,,,
1736814045000,1000.0,,,,,,,
1736814050000,1000.0,,,,,,,
1736814055000,1000.0,,,,,,,
1736814060000,1000.0,,,,,,,
1736814065000,1000.0,,,,,,,
1736814070000,1000.0,,,,,,,
1736814075000,1000.0,,,,,,,
1736814080000,1000.0,,,,,,,
1736814085000,1000.0,,,,,,,
1736814090000,1000.0,,,,,,,
1736814095000,1000.0,,,,,,,
1736814100000,1000.0,,,,,,,
1736814105000,1000.0,,,,,,,
1736814110000,1000.0,,,,,,,
1736814115000,1000.0,,,,,,,
1736814120000,1000.0,,,,,,,
1736814125000,1000.0,,,,,,,
1736814130000,1000.0,,,,,,,
