,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737512775000,1000.0
1737512780000,1000.0
1737512785000,0.0
1737512790000,0.0
1737512795000,0.0
1737512800000,0.0
1737512805000,0.0
1737512810000,123.0
1737512815000,248.0
1737512820000,342.0
1737512825000,415.0
1737512830000,474.0
1737512835000,522.0
1737512840000,562.0
1737512845000,706.0
1737512850000,788.0
1737512855000,866.0
1737512860000,950.0
1737512865000,1000.0
1737512870000,1000.0
1737512875000,1000.0
1737512880000,1000.0
1737512885000,1000.0
1737512890000,1000.0
1737512895000,1000.0
1737512900000,1000.0
1737512905000,1000.0
1737512910000,1000.0
1737512915000,1000.0
1737512920000,1000.0
1737512925000,1000.0
1737512930000,1000.0
1737512935000,1000.0
1737512940000,1000.0
1737512945000,1000.0
1737512950000,1000.0
1737512955000,1000.0
1737512960000,1000.0
1737512965000,1000.0
1737512970000,1000.0
1737512975000,1000.0
1737512980000,1000.0
1737512985000,1000.0
1737512990000,1000.0
1737512995000,1000.0
1737513000000,1000.0
1737513005000,1000.0
1737513010000,1000.0
1737513015000,
