,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737524635000,1000.0
1737524640000,1000.0
1737524645000,0.0
1737524650000,0.0
1737524655000,0.0
1737524660000,0.0
1737524665000,0.0
1737524670000,148.0
1737524675000,270.0
1737524680000,361.0
1737524685000,432.0
1737524690000,489.0
1737524695000,536.0
1737524700000,574.0
1737524705000,715.0
1737524710000,796.0
1737524715000,875.0
1737524720000,957.0
1737524725000,994.0
1737524730000,1000.0
1737524735000,1000.0
1737524740000,1000.0
1737524745000,1000.0
1737524750000,1000.0
1737524755000,1000.0
1737524760000,1000.0
1737524765000,1000.0
1737524770000,1000.0
1737524775000,1000.0
1737524780000,1000.0
1737524785000,1000.0
1737524790000,1000.0
1737524795000,1000.0
1737524800000,1000.0
1737524805000,1000.0
1737524810000,1000.0
1737524815000,1000.0
1737524820000,1000.0
1737524825000,1000.0
1737524830000,1000.0
1737524835000,1000.0
1737524840000,1000.0
1737524845000,1000.0
1737524850000,1000.0
1737524855000,1000.0
1737524860000,1000.0
1737524865000,1000.0
1737524870000,1000.0
1737524875000,
