,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond
1702911130000,21501.96666666,21477.78333333,21483.85,,
1702911135000,21495.4,21502.566666659997,21485.45,,
1702911140000,21499.38333333,21520.86666666,21505.41666666,,
1702911145000,21548.45,21529.55,21543.25,,
1702911150000,21564.93333333,21590.266666659998,21568.5,,
1702911155000,21564.11666666,21588.05,21608.13333333,,
1702911160000,21539.016666659998,21466.95,21457.58333333,,
1702911165000,21552.16666666,21412.0,21536.55,,
1702911170000,21561.766666659998,21531.25,21557.816666659997,,
1702911175000,21603.55,21571.9,21597.266666659998,,
1702911180000,21664.9,21652.983333329998,21665.43333333,,
1702911185000,21645.316666659997,21659.41666666,21653.25,,
1702911190000,21691.6,21704.95,21689.1,,
1702911195000,21668.61666666,21657.55,21666.58333333,,
1702911200000,21669.3,21670.46666666,21677.18333333,,
1702911205000,21691.96666666,21679.96666666,21680.28333333,,
1702911210000,21528.2,21566.316666659997,21544.03333333,,
1702911215000,21500.233333329998,21521.68333333,21514.4,,
1702911220000,21528.93333333,21606.88333333,21617.03333333,,
1702911225000,21497.3,21626.05,21498.7,,
1702911230000,21351.93333333,21400.43333333,21370.266666659998,,
1702911235000,21234.9,21249.38333333,21238.61666666,,
1702911240000,21228.3,21230.266666659998,21228.13333333,,
1702911245000,21203.96666666,21170.13333333,21205.7,,
1702911250000,21190.08333333,21179.05,21202.05,,
1702911255000,21175.18333333,21191.566666659997,21176.95,,
1702911260000,21160.85,21146.88333333,21159.7,,
1702911265000,21137.03333333,21138.08333333,21152.46666666,,
1702911270000,21287.233333329998,21250.35,21273.71666666,,
1702911275000,21298.733333329998,21289.066666659997,21306.46666666,,
1702911280000,21282.733333329998,21274.0,21270.4,,
1702911285000,21285.55,21289.483333329998,21287.95,,
1702911290000,21409.266666659998,21393.41666666,21398.266666659998,,
1702911295000,21532.68333333,21519.816666659997,21515.7,,
1702911300000,21552.066666659997,21335.6,21454.25,,
1702911305000,21555.55,21500.45,21566.41666666,,
1702911310000,21548.83333333,21558.516666659998,21535.78333333,,
1702911315000,21531.7,21533.36666666,21526.95,,
1702911320000,21549.88333333,21562.83333333,21544.016666659998,,
1702911325000,21590.4,21581.68333333,21566.71666666,,
1702911330000,21567.41666666,21562.61666666,21566.08333333,,
1702911335000,21586.983333329998,21566.11666666,21561.566666659997,,
1702911340000,21606.1,21606.016666659998,21611.88333333,,
1702911345000,,,,,
1702911390000,0.0,0.0,0.0,0.0,
1702911395000,0.0,39.8166666667,62.4666666667,0.0,
1702911400000,11.8,727.0,799.8666666666,33.8833333333,
1702911405000,655.9,2004.3833333332998,2078.6166666666,704.2,
1702911410000,1924.6166666666,3251.5,3333.48333333,1988.1833333332997,
1702911415000,3163.2166666666,4451.41666667,4492.05,3234.05,
1702911420000,4372.06666667,5813.33333333,5907.3,4439.2,
1702911425000,5740.26666667,7061.91666666,7131.36666666,5799.65,
1702911430000,6994.76666666,8380.73333333,8446.6,7051.56666666,
1702911435000,8296.98333333,9723.25,9771.73333333,8353.26666666,
1702911440000,9661.283333329999,11039.91666666,11074.56666666,9697.533333329999,
1702911445000,10932.06666666,12344.41666666,12433.8,11031.283333329999,
1702911450000,12277.08333333,13808.616666659998,13902.75,12335.2,
1702911455000,13737.2,15207.3,15208.41666666,13805.41666666,
1702911460000,15156.98333333,16021.9,15976.91666666,15176.25,
1702911465000,15988.55,16114.48333333,16119.43333333,16031.366666659998,
1702911470000,16103.533333329999,16363.45,16370.5,16083.65,
1702911475000,16382.95,16672.7,16661.61666666,16339.616666659998,
1702911480000,16680.08333333,16761.5,16755.28333333,16663.45,
1702911485000,16766.96666666,16939.25,16924.41666666,16757.6,
1702911490000,16925.86666666,16965.58333333,16957.71666666,16916.91666666,
1702911495000,16950.316666659997,17126.08333333,17115.35,16976.43333333,
1702911500000,17120.33333333,17240.58333333,17305.983333329998,17102.53333333,
1702911505000,17282.83333333,17452.08333333,17427.46666666,17239.33333333,
1702911510000,17437.816666659997,17503.33333333,17493.63333333,17438.63333333,
1702911515000,17510.316666659997,17567.28333333,17594.516666659998,17496.2,
1702911520000,17584.28333333,17599.41666666,17659.33333333,17583.316666659997,
1702911525000,17633.58333333,17731.28333333,17739.016666659998,17580.11666666,
1702911530000,17752.28333333,17789.03333333,17767.5,17764.85,
1702911535000,17767.41666666,17781.733333329998,17800.9,17703.05,
1702911540000,17789.6,17845.25,17816.3,17775.91666666,
1702911545000,17820.733333329998,17953.86666666,17976.316666659997,17853.28333333,
1702911550000,17947.08333333,18045.816666659997,18050.03333333,17953.983333329998,
1702911555000,18062.33333333,17996.483333329998,17993.016666659998,18060.066666659997,
1702911560000,17991.11666666,18080.68333333,18077.65,18018.53333333,
1702911565000,18083.16666666,18094.05,18103.45,18082.43333333,
1702911570000,18095.766666659998,18109.35,18108.566666659997,18097.5,
1702911575000,18097.93333333,18076.03333333,18090.71666666,18100.766666659998,
1702911580000,18096.28333333,18076.63333333,18064.93333333,18092.08333333,
1702911585000,18070.03333333,18107.13333333,18085.93333333,18087.316666659997,
1702911590000,18099.483333329998,18009.63333333,18040.41666666,18101.233333329998,
1702911595000,18037.8,18054.03333333,18031.11666666,18132.05,
1702911600000,18041.2,18044.766666659998,18053.95,18055.91666666,
1702911605000,18092.5,18102.9,18105.91666666,18079.733333329998,
1702911610000,18099.45,18181.5,18207.233333329998,18113.483333329998,
1702911615000,18198.68333333,18271.83333333,18287.55,18173.45,
1702911620000,18283.0,18294.9,18275.9,18273.7,
1702911625000,18282.16666666,18291.53333333,18296.5,18280.483333329998,
1702911630000,18293.45,18293.316666659997,18289.733333329998,18281.3,
1702911635000,18290.766666659998,18300.85,18271.16666666,18291.5,
1702911640000,18271.91666666,18232.43333333,18232.766666659998,18275.38333333,
1702911645000,18238.85,18064.46666666,18066.5,18224.33333333,
1702911650000,18048.0,18058.233333329998,18038.1,18074.2,
1702911655000,18043.016666659998,18028.38333333,18047.66666666,18042.21666666,
1702911660000,18037.983333329998,18058.2,18070.16666666,18034.816666659997,
1702911665000,18012.95,17962.83333333,17964.55,18010.53333333,
1702911670000,17977.71666666,17962.316666659997,17947.86666666,17947.25,
1702911675000,17947.566666659997,17956.016666659998,17948.85,17940.11666666,
1702911680000,17955.95,17984.61666666,17974.316666659997,17953.96666666,
1702911685000,17959.66666666,17967.43333333,17969.83333333,17975.5,
1702911690000,17970.05,17915.68333333,17928.566666659997,17978.016666659998,
1702911695000,17941.36666666,17928.7,17945.733333329998,17933.3,
1702911700000,17938.766666659998,17977.5,17975.16666666,17936.33333333,
1702911705000,17959.1,18144.83333333,18139.68333333,17974.9,
1702911710000,18151.36666666,18215.35,18217.8,18125.71666666,
1702911715000,18201.93333333,18200.516666659998,18195.03333333,18209.03333333,
1702911720000,18204.93333333,18213.11666666,18214.86666666,18194.85,
1702911725000,18226.45,18251.71666666,18252.05,18207.35,
1702911730000,18250.75,18240.03333333,18241.61666666,18259.65,
1702911735000,18243.18333333,18230.13333333,18228.8,18261.2,
1702911740000,18232.25,18208.5,18186.86666666,18232.6,
1702911745000,18233.91666666,18239.9,18207.21666666,18220.38333333,
1702911750000,18222.25,18257.816666659997,18246.8,18238.83333333,
1702911755000,18233.483333329998,18287.983333329998,18285.5,18236.16666666,
1702911760000,18291.03333333,18322.36666666,18341.11666666,18288.16666666,
1702911765000,18342.21666666,18357.3,18385.83333333,18339.016666659998,
1702911770000,18371.61666666,18409.38333333,18398.2,18381.16666666,
1702911775000,18408.93333333,18441.58333333,18443.1,18412.35,
1702911780000,18440.15,18442.83333333,18441.55,18439.4,
1702911785000,18444.066666659997,18431.7,18442.45,18452.58333333,
1702911790000,,,,,
1702911835000,0.0,0.0,0.0,0.0,0.0
1702911840000,0.0,0.0,0.0,0.0,0.0
1702911845000,509.5333333333,611.15,615.7333333333,610.3166666666,611.1833333333
1702911850000,1746.8,1816.5833333332998,1816.6,1816.5833333332998,1816.5833333332998
1702911855000,2955.85,3062.7333333333,3073.7166666666,3067.6333333333,3073.7166666666
1702911860000,4249.7,4360.01666667,4368.53333333,4366.78333333,4371.71666667
1702911865000,5456.61666667,5566.98333333,5577.18333333,5574.36666667,5580.05
1702911870000,6594.5,6616.983333329999,6662.016666670001,6659.66666667,6665.25
1702911875000,7837.483333329999,7961.5,7951.46666666,7962.83333333,7962.83333333
1702911880000,9091.71666666,9180.26666666,9193.1,9196.23333333,9203.98333333
1702911885000,10426.26666666,10493.98333333,10502.9,10502.883333329999,10502.883333329999
1702911890000,11903.116666659998,12001.4,12001.41666666,12001.4,12001.4
1702911895000,13392.116666659998,13496.73333333,13500.75,13501.516666659998,13504.133333329999
1702911900000,14887.716666659999,14968.18333333,14959.3,15001.716666659999,15006.633333329999
1702911905000,15896.73333333,15901.3,15896.73333333,15902.133333329999,15903.45
1702911910000,16180.2,16193.06666666,16193.06666666,16193.08333333,16193.06666666
1702911915000,16403.96666666,16409.45,16402.38333333,16409.766666659998,16408.88333333
1702911920000,16624.88333333,16618.18333333,16626.5,16626.33333333,16624.36666666
1702911925000,16964.816666659997,16932.68333333,16932.58333333,16932.63333333,16932.233333329998
1702911930000,17346.1,17411.41666666,17380.316666659997,17380.25,17380.066666659997
1702911935000,17626.93333333,17618.9,17639.4,17624.93333333,17628.03333333
1702911940000,17924.55,17930.233333329998,17928.516666659998,17922.65,17920.1
1702911945000,18101.15,18144.86666666,18144.4,18126.61666666,18147.16666666
1702911950000,18163.08333333,18157.266666659998,18167.91666666,18170.96666666,18170.96666666
1702911955000,18117.95,18096.516666659998,18092.5,18091.733333329998,18089.11666666
1702911960000,18057.83333333,18069.316666659997,18088.483333329998,18044.1,18044.733333329998
1702911965000,17994.53333333,17994.41666666,17999.7,17999.71666666,17997.516666659998
1702911970000,17987.18333333,18005.36666666,18005.36666666,18005.35,18005.36666666
1702911975000,18064.9,18043.0,18039.58333333,18037.8,18035.66666666
1702911980000,18104.45,18112.1,18095.28333333,18097.2,18094.21666666
1702911985000,18081.08333333,18117.71666666,18119.983333329998,18117.25,18112.08333333
1702911990000,18129.35,18136.516666659998,18122.6,18125.016666659998,18119.61666666
1702911995000,18166.63333333,18157.36666666,18153.18333333,18150.6,18153.18333333
1702912000000,18179.08333333,18164.66666666,18164.83333333,18164.91666666,18164.43333333
1702912005000,18214.75,18209.66666666,18212.28333333,18227.63333333,18203.08333333
1702912010000,18180.38333333,18159.9,18149.25,18146.21666666,18146.2
1702912015000,18278.28333333,18304.18333333,18304.4,18304.18333333,18307.233333329998
1702912020000,18405.65,18424.95,18423.4,18423.016666659998,18422.58333333
1702912025000,18520.53333333,18524.233333329998,18529.15,18526.95,18529.11666666
1702912030000,18579.46666666,18539.86666666,18541.8,18539.88333333,18544.38333333
1702912035000,18602.43333333,18609.78333333,18617.38333333,18617.33333333,18617.46666666
1702912040000,18617.53333333,18613.816666659997,18615.96666666,18613.8,18618.63333333
1702912045000,18644.7,18632.2,18630.766666659998,18633.61666666,18638.9
1702912050000,18653.28333333,18630.33333333,18631.66666666,18630.33333333,18634.266666659998
1702912055000,18646.316666659997,18631.233333329998,18637.15,18640.53333333,18639.733333329998
1702912060000,18658.41666666,18677.36666666,18672.36666666,18672.9,18670.35
1702912065000,18657.233333329998,18641.61666666,18641.88333333,18641.766666659998,18650.96666666
1702912070000,18707.46666666,18732.6,18730.78333333,18740.36666666,18745.63333333
1702912075000,18735.25,18738.25,18742.71666666,18744.8,18741.75
1702912080000,18720.15,18714.68333333,18719.75,18720.36666666,18716.983333329998
1702912085000,18722.66666666,18707.28333333,18708.46666666,18707.46666666,18711.1
1702912090000,18728.4,18768.95,18770.05,18777.516666659998,18773.33333333
1702912095000,18679.93333333,18660.28333333,18654.25,18652.733333329998,18654.16666666
1702912100000,18674.8,18658.483333329998,18658.066666659997,18658.5,18658.13333333
1702912105000,18647.983333329998,18613.13333333,18602.21666666,18604.85,18601.63333333
1702912110000,18603.733333329998,18628.65,18630.733333329998,18638.61666666,18638.41666666
1702912115000,18608.11666666,18601.83333333,18600.0,18600.5,18601.35
1702912120000,18586.33333333,18591.58333333,18595.93333333,18595.45,18599.03333333
1702912125000,18506.9,18514.816666659997,18513.35,18514.28333333,18510.7
1702912130000,18510.93333333,18464.88333333,18466.7,18457.11666666,18451.86666666
1702912135000,18465.6,18445.43333333,18443.85,18439.6,18444.83333333
1702912140000,18451.91666666,18415.86666666,18402.08333333,18403.816666659997,18402.066666659997
1702912145000,18364.11666666,18354.08333333,18345.93333333,18346.566666659997,18345.93333333
1702912150000,18325.983333329998,18323.08333333,18331.95,18328.9,18334.13333333
1702912155000,18392.33333333,18383.85,18384.68333333,18384.33333333,18384.95
1702912160000,18362.63333333,18373.91666666,18380.95,18380.7,18374.95
1702912165000,18372.71666666,18379.45,18389.566666659997,18386.93333333,18389.733333329998
1702912170000,18372.38333333,18368.016666659998,18374.85,18379.0,18379.766666659998
1702912175000,18347.6,18349.9,18349.2,18351.0,18345.25
1702912180000,18347.08333333,18319.93333333,18319.91666666,18320.83333333,18320.75
1702912185000,18432.2,18424.93333333,18291.25,18431.316666659997,18428.18333333
1702912190000,18446.233333329998,18468.71666666,18475.233333329998,18472.7,18477.9
1702912195000,18485.5,18482.566666659997,18485.11666666,18484.9,18484.71666666
1702912200000,18513.233333329998,18549.41666666,18551.766666659998,18551.75,18551.78333333
1702912205000,18604.28333333,18619.88333333,18627.233333329998,18616.83333333,18625.38333333
1702912210000,18631.9,18634.983333329998,18625.5,18623.016666659998,18617.45
1702912215000,18652.5,18636.88333333,18638.7,18638.55,18638.55
1702912220000,18676.6,18673.41666666,18674.28333333,18674.86666666,18681.816666659997
1702912225000,18711.266666659998,18722.68333333,18716.13333333,18716.55,18716.45
