,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737222455000,1000.0
1737222460000,336.0
1737222465000,327.0
1737222470000,218.0
1737222475000,378.0
1737222480000,502.0
1737222485000,585.0
1737222490000,645.0
1737222495000,689.0
1737222500000,724.0
1737222505000,751.0
1737222510000,774.0
1737222515000,793.0
1737222520000,848.0
1737222525000,905.0
1737222530000,989.0
1737222535000,1000.0
1737222540000,1000.0
1737222545000,1000.0
1737222550000,1000.0
1737222555000,1000.0
1737222560000,1000.0
1737222565000,1000.0
1737222570000,1000.0
1737222575000,1000.0
1737222580000,1000.0
1737222585000,1000.0
1737222590000,1000.0
1737222595000,1000.0
1737222600000,1000.0
1737222605000,1000.0
1737222610000,1000.0
1737222615000,1000.0
1737222620000,1000.0
1737222625000,1000.0
1737222630000,1000.0
1737222635000,1000.0
1737222640000,1000.0
1737222645000,1000.0
1737222650000,1000.0
1737222655000,1000.0
1737222660000,1000.0
1737222665000,1000.0
1737222670000,1000.0
1737222675000,1000.0
1737222680000,1000.0
1737222685000,1000.0
1737222690000,1000.0
1737222695000,
