,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737208830000,0.0
1737208835000,554.7166666666
1737208840000,2321.8
1737208845000,5498.35
1737208850000,11346.11666666
1737208855000,15505.73333333
1737208860000,21106.93333333
1737208865000,29006.98333333
1737208870000,29409.11666666
1737208875000,39995.15
1737208880000,39995.15
1737208885000,39995.15
1737208890000,43386.66666666
1737208895000,47115.6
1737208900000,45348.51666666
1737208905000,44287.53333333
1737208910000,42688.45
1737208915000,38528.83333333
1737208920000,38529.41666666
1737208925000,30629.36666666
1737208930000,31368.083333330003
1737208935000,20782.05
1737208940000,25011.3
1737208945000,32592.53333333
1737208950000,34962.28333333
1737208955000,36844.36666666
1737208960000,45520.983333330005
1737208965000,44310.18333333
1737208970000,43368.65
1737208975000,45826.93333333
1737208980000,41275.25
1737208985000,46135.46666666
1737208990000,44994.61666666
1737208995000,46151.83333333
1737209000000,41922.58333333
1737209005000,36640.45
1737209010000,37747.01666666
1737209015000,39350.4
1737209020000,36990.95
1737209025000,42375.26666666
1737209030000,45278.53333333
1737209035000,48199.25
1737209040000,47149.15
1737209045000,48062.41666666001
1737209050000,48062.41666666001
1737209055000,49342.88333333
1737209060000,49342.88333333
1737209065000,47043.78333333
1737209070000,41211.8
1737209075000,
