,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond
,0,1,2,3,4,5
Timestamp,,,,,,
1701871100000,0.0,,,,,
1701871105000,0.0,,,,,
1701871110000,0.0,,,,,
1701871115000,251.1666666666,,,,,
1701871120000,707.7833333333,,,,,
1701871125000,1727.5666666666,,,,,
1701871130000,2849.6,,,,,
1701871135000,5053.08333333,,,,,
1701871140000,6471.85,,,,,
1701871145000,6797.95,,,,,
1701871150000,8550.85,,,,,
1701871155000,9647.533333329999,,,,,
1701871160000,11107.033333329999,,,,,
1701871165000,12344.766666659998,,,,,
1701871170000,13290.366666659998,,,,,
1701871175000,14965.55,,,,,
1701871180000,14943.75,,,,,
1701871185000,15832.616666659998,,,,,
1701871190000,15125.55,,,,,
1701871195000,14062.55,,,,,
1701871200000,14631.883333329999,,,,,
1701871205000,14772.98333333,,,,,
1701871210000,14723.1,,,,,
1701871215000,15370.383333329999,,,,,
1701871220000,14220.383333329999,,,,,
1701871225000,14287.366666659998,,,,,
1701871230000,15302.016666659998,,,,,
1701871235000,13621.533333329999,,,,,
1701871240000,14498.966666659999,,,,,
1701871245000,14371.43333333,,,,,
1701871250000,15135.45,,,,,
1701871255000,14771.2,,,,,
1701871260000,14056.56666666,,,,,
1701871265000,15305.3,,,,,
1701871270000,15214.2,,,,,
1701871275000,14272.35,,,,,
1701871280000,15063.16666666,,,,,
1701871285000,15211.56666666,,,,,
1701871290000,14922.43333333,,,,,
1701871295000,15308.18333333,,,,,
1701871300000,15221.75,,,,,
1701871305000,14825.08333333,,,,,
1701871310000,15314.1,,,,,
1701871315000,15202.866666659998,,,,,
1701871320000,15067.266666659998,,,,,
1701871325000,14953.65,,,,,
1701871330000,15056.93333333,,,,,
1701871335000,14663.31666666,,,,,
1701871340000,14845.4,,,,,
1701871345000,14923.966666659999,,,,,
1701871350000,14640.08333333,,,,,
1701871355000,14459.2,,,,,
1701871360000,14706.23333333,,,,,
1701871365000,15055.133333329999,,,,,
1701871370000,14492.98333333,,,,,
1701871375000,14336.716666659999,,,,,
1701871380000,14826.716666659999,,,,,
1701871385000,15078.48333333,,,,,
1701871390000,14552.0,,,,,
1701871395000,15008.31666666,,,,,
1701871400000,14662.766666659998,,,,,
1701871405000,16686.25,,,,,
1701871410000,15766.9,,,,,
1701871415000,16410.2,,,,,
1701871420000,16617.9,,,,,
1701871425000,16508.45,,,,,
1701871430000,16779.45,,,,,
1701871435000,17441.68333333,,,,,
1701871440000,16923.58333333,,,,,
1701871445000,16529.36666666,,,,,
1701871450000,17032.316666659997,,,,,
1701871455000,17785.13333333,,,,,
1701871460000,17634.816666659997,,,,,
1701871465000,14997.7,,,,,
1701871470000,16128.68333333,,,,,
1701871475000,16787.66666666,,,,,
1701871480000,16665.63333333,,,,,
1701871485000,16300.883333329999,,,,,
1701871490000,15553.4,,,,,
1701871495000,16033.56666666,,,,,
1701871500000,16604.71666666,,,,,
1701871505000,17064.18333333,,,,,
1701871510000,16539.35,,,,,
1701871515000,15257.2,,,,,
1701871520000,16178.366666659998,,,,,
1701871525000,16843.7,,,,,
1701871530000,17054.86666666,,,,,
1701871535000,15550.31666666,,,,,
1701871540000,,,,,,
1701871585000,0.0,0.0,,,,
1701871590000,0.0,0.0,,,,
1701871595000,188.1333333333,292.3833333333,,,,
1701871600000,815.6666666666,861.35,,,,
1701871605000,865.0666666666,1024.0166666666,,,,
1701871610000,1590.2,1597.2333333333,,,,
1701871615000,2365.5333333332997,2372.35,,,,
1701871620000,3170.1333333333,3188.7333333333,,,,
1701871625000,4004.01666667,4037.06666667,,,,
1701871630000,5575.9,5835.266666670001,,,,
1701871635000,7784.683333329999,7910.46666666,,,,
1701871640000,8985.43333333,9028.68333333,,,,
1701871645000,9759.01666666,9806.0,,,,
1701871650000,11438.51666666,11493.533333329999,,,,
1701871655000,12082.58333333,12038.31666666,,,,
1701871660000,12231.7,12333.2,,,,
1701871665000,13403.58333333,13317.55,,,,
1701871670000,14066.1,14127.55,,,,
1701871675000,14021.016666659998,14094.633333329999,,,,
1701871680000,14488.7,14559.66666666,,,,
1701871685000,15073.766666659998,15108.366666659998,,,,
1701871690000,14266.616666659998,14109.016666659998,,,,
1701871695000,13293.1,13298.91666666,,,,
1701871700000,13383.16666666,13438.966666659999,,,,
1701871705000,13600.98333333,13869.23333333,,,,
1701871710000,13381.5,13436.05,,,,
1701871715000,13529.73333333,13602.43333333,,,,
