,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737538120000,1000.0
1737538125000,1000.0
1737538130000,0.0
1737538135000,0.0
1737538140000,0.0
1737538145000,0.0
1737538150000,0.0
1737538155000,79.0
1737538160000,210.0
1737538165000,309.0
1737538170000,386.0
1737538175000,447.0
1737538180000,497.0
1737538185000,539.0
1737538190000,683.0
1737538195000,765.0
1737538200000,844.0
1737538205000,926.0
1737538210000,995.0
1737538215000,1000.0
1737538220000,1000.0
1737538225000,1000.0
1737538230000,1000.0
1737538235000,1000.0
1737538240000,1000.0
1737538245000,1000.0
1737538250000,1000.0
1737538255000,1000.0
1737538260000,1000.0
1737538265000,1000.0
1737538270000,1000.0
1737538275000,1000.0
1737538280000,1000.0
1737538285000,1000.0
1737538290000,1000.0
1737538295000,1000.0
1737538300000,1000.0
1737538305000,1000.0
1737538310000,1000.0
1737538315000,1000.0
1737538320000,1000.0
1737538325000,1000.0
1737538330000,1000.0
1737538335000,1000.0
1737538340000,1000.0
1737538345000,1000.0
1737538350000,1000.0
1737538355000,1000.0
1737538360000,1000.0
1737538365000,
